name;addr
Middlefield Federated United Methodist Church;402 Main Street Middlefield CT 06455
Huntington United Methodist Church;338 Walnut Tree Hill Shelton CT 06484
The United Methodist Church of Monroe;515 Cutlers Farm Road Monroe CT 06468
Hartford Korean United Methoidst Church;711 New Britain Avenue Hartford CT 06106
Pleasant Valley United Methodist Church;93 River Rd Barkhamsted CT 06063
First United Methodist Church of Shelton;Rocky Rest Rd & Long Hill Ave 188 Rocky Rest Rd Shelton CT 06484
First & Summerfield United Methodist Church;425 College Street New Haven CT 06511
Winsted United Methodist Church;630 Main Street Winsted CT 06098
United Methodist Church of Hartford;571 Farmington Avenue Hartford CT 06105
Wethersfield United Methodist Church;150 Prospect St Wethersfield CT 06109
The United Churches of Durham;228 Main St Durham CT 06422
New Life United Methodist Church;1 Beaver Bog Road New Fairfield CT 06812
United Methodist Church of Bethel CT;141 Greenwood Ave Bethel CT 06801
Portland United Methodist Church;381 Main Street Portland CT 06480
Rocky Hill United Methodist Church;623 Old Main Street Rocky Hill CT 06067
Hartford North United Methodist Church;1205 Albany Ave Hartford CT 06112
First & Wesley United Methodist Church;89 Center St West Haven CT 06516
United Methodist Church of Danbury;5 Clapboard Ridge Road Danbury CT 06811
First United Methodist Church;9 Pleasant St - South Congregational Church Bldg-11am Middletown CT 06457
St. Andrews United Methodist Church;1230 Townsend Ave New Haven CT 06513
Long Hill United Methodist Church;6358 Main Street Trumbull CT 06611
Simsbury United Methodist Church;799 Hopmeadow Street Simsbury CT 06070
South Dover United Methodist Church of Wingdale;6434 Route 55 Wingdale NY 12594
Washington Hill United Methodist Church;Route 219 & 179 Barkhamsted CT 06063
North Canton Community United Methodist Church;3 Case St Canton CT 06019
Bloomfield United Methodist Church;297 School St Bloomfield CT 06002
Nichols United Methodist Church;35 Shelton Road Trumbull CT 06611
West Redding: Long Ridge United Methodist Church;PO Box 132 Redding CT 06896
Mary Taylor Memorial United Methodist Church;168-176 S Broad Street Milford CT 06460
Jesse Lee United Methodist Church;25 Flat Rock Rd Easton CT 06612
Pawling United Methodist Church;2 Dutcher Avenue Pawling NY 12564
The United Methodist Church, Branford;811 East Main Street Branford CT 06405
West Granby United Methodist Church;87 Simsbury Rd West Granby CT 06090
Trinity Church - Windsor, CT;180 Park Ave Windsor CT 06095
New Covenant United Methodist Church;16 Church Street East Hartford CT 06108
Sharon United Methodist Church;112 Upper Main Street Sharon CT 06069
Higganum United Methodist Church;PO Box 475 Higganum CT 06441
Stratford United Methodist Church;2600 Main Street Stratford CT 06615
Summerfield United Methodist Church;110 Clermont Ave Bridgeport CT 06610
Central Korean United Methodist Mission;22 Midwood Farm Road East Hampton CT 06424
Holmes United Methodist Church;41 Holmes Rd Holmes NY 12531
Golden Hill United Methodist Church;210 Elm Street Bridgeport CT 06604
Fairfield Grace United Methodist Church;1089 Fairfield Woods Rd Fairfield CT 06825
Poughquag United Methodist Church;21 Church Street Poughquag NY 12570
Copper Hill United Methodist Church;27 Copper Hill Rd East Granby CT 06026
First United Methodist Church of Brewster;83 Main Street Brewster NY 10509
Lakeville (Rehobeth) United Methodist Church;319 Main Street Lakeville CT 06039
Jesse Lee Memorial United Methodist Church;207 Main Street Ridgefield CT 06877
South United Methodist Church;1226 Main Street Manchester CT 06040
Zion's Hill United Methodist Church;470 Danbury Rd Wilton CT 06897
Canaan United Methodist Church;2 Church St. Canaan CT 06018
Millerton United Methodist Church;Main St & 6 Dutchess Ave Millerton NY 12546
North United Methodist Church;300 Parker St Manchester CT 06040
Glastonbury United Methodist Church;508 Manchester Road East Glastonbury CT 06025
Drew United Methodist Church;28 Gleneida Ave Carmel NY 10512
Wesley United Methodist Church;55 North Main Street East Windsor CT 06088
Christ Church: A United Methodist Congregation;222 College Hwy Southwick MA 01077
United Methodist Church of Westport Weston ;49 Weston Road Westport CT 06880
Lyall Memorial Federated Church;30 W Maple Avenue Millbrook NY 12545
Verbank United Methodist Church;9 North Clove Rd Verbank NY 12585
Stevens Memorial United Methodist Church;8 Shady Lane South Salem NY 10590
Trinity United Methodist Church Ashley Falls;1158 Route 7A  (Ashley Falls Road) Ashley Falls MA 01222
Trinity United Methodist Church;6 S Cross Rd Lagrangeville NY 12540
Windsorville United Methodist Church;171 Windsorville Rd Broad Brook CT 06016
United Methodist Church of Purdys;106 Titicus Road North Salem NY 10560
Vernon United Methodist Church;401 Hartford Turnpike Vernon Rockville CT 06066
Bangall United Methodist Church;Hunns Lake Road Bangall NY 12506
Bolton United Methodist Church;1041 Boston Turnpike Bolton CT 06043
The United Methodist Church of Clinton;12 Commerce St Clinton CT 06413
Pound Ridge Community Church: A United Methodist Congregation;3 Pound Ridge Road Pound Ridge NY 10576
Norwalk: Cornerstone Community Church: a United Methodist Church;718 West Ave Norwalk CT 06850
Rockville United Methodist Church;142 Grove Street Vernon Rockville CT 06066
United Methodist Church of New Canaan;165 South Avenue New Canaan CT 06840
United Methodist Church of Enfield;41 Brainard Road Enfield CT 06082
Hazardville United Methodist Church;330 Hazard Avenue Enfield CT 06082
Katonah United Methodist Church;5 Bedford Road Katonah NY 10536
Pine Plains United Methodist Church;East Church St. & Main St 3023 East Church Street Pine Plains NY 12567
Pleasant Valley United Methodist Church;92 Martin Road Pleasant Valley NY 12569
Agawam United Methodist Church;459 Mill Street Feeding Hills MA 01030
Wiccopee Community United Methodist Church;7 Old Grange Road Hopewell Junction NY 12533
Westfield First United Methodist Church;16 Court St Westfield MA 01085
Rowayton United Methodist Church;5 Pennoyer Street Norwalk CT 06853
Darien United Methodist Church;345 Middlesex Road Corner Middlesex Rd. & High School Lane Darien CT 06820
Poughkeepsie United Methodist Church;2381 New Hackensack Road Poughkeepsie NY 12603
Mid Hudson United Methodist Church;38 Jackson Road Poughkeepsie NY 12603
Copake United Methodist Church;Main Street Copake NY 12516
Fishkill United Methodist Church;38 Broad Street Fishkill NY 12524
Grace United Methodist Church;337 Peekskill Hollow Rd Putnam Valley NY 10579
West Springfield United Methodist Church;800 Amostown Rd West Springfield MA 01089
Rowe United Methodist Church;1379 NY Route 199 Red Hook NY 12571
Yorktown United Methodist Church;2300 Crompond Rd Yorktown Heights NY 10598
United Methodist Church of Wappingers;9 Mesier Ave S Wappingers Falls NY 12590
Mision Metodista Unida  La Restauracion;361 Sumner Avenue Springfield MA 01108
Trinity United Methodist Church;361 Sumner Av Springfield MA 01108
United Methodist Church at Shrub Oak;1176 E Main Street Shrub Oak NY 10588
Crystal Lake Community Church;278 Sandy Beach Rd Ellington CT 06029
United Methodist Church of Mt Kisco;300 East Main Street Mount Kisco NY 10549
East Longmeadow United Methodist Church;215 Somers Road East Longmeadow MA 01028
High Ridge United Methodist Church;59 E Putnam Ave Greenwich CT 06830
First Umc, Stamford Ct. United Methodist Church;42 Cross Rd Stamford CT 06905
Wesley United Methodist Church;741 State St Springfield MA 01109
Milton-Marlboro United Methodist Church;Church St & Sands Ave 112 Church St Milton NY 12547
United Methodist Church of Hyde Park;1 Church St Hyde Park NY 12538
First United Methodist Church of Port Jefferson;603 Main St Port Jefferson NY 11777
mary langley;State Hwy 23 & State Route 22 Hillsdale NY 12529
Setauket United Methodist Church;160 Main Street East Setauket NY 11733
First United Methodist Church of Round Hill;464 Round Hill Road Greenwich CT 06837
Christ Church: A United Methodist Congregation;60 Union Street (Phillips and Union St) Beacon NY 12508
First United Methodist Church of Highland;57 Vineyard Ave Highland NY 12528
Cold Spring/South Highland United Methodist Church;216 Main St Cold Spring NY 10516
Lloyd United Methodist Church;New Paltz & Rd County Rte 12 Highland NY 12528
Diamond Hill United Methodist Church;521 East Putnam Avenue Cos Cob CT 06807
First United Methodist Church of Stafford Springs;8 Church Street Stafford Springs CT 06076
Stony Brook Community Church - United Methodist;216 Christian Avenue Stony Brook NY 11790
Federated Community Church of Hampden, UMC/UCC;590 Main Street Hampden MA 01036
First United Methodist Church;29 Puddin Lane Mansfield Center CT 06250
Craryville United Methodist Church;NY Route 23  Center of Village Craryville NY 12521
North Shore United Methodist Church;260 route 25A P O Box 555 Wading River NY 11792
Alford United Methodist Church;Alford Center Road Housatonic MA 01236
Elizaville United Methodist Church;740 Route 2 Elizaville NY 12523
Rhinebeck United Methodist Church United Methodist Church;83 E Market St Rhinebeck NY 12572
Christ United Methodist Church;545 Old Town Road Port Jefferson Station NY 11776
United Methodist Church of Peekskill;1040 Main Street Peekskill NY 10566
First United Methodist Church of Greenwich;59 East Putnam Avenue (1 Church Street) Greenwich CT 06830
United Methodist Church of North Hillsdale;State Route 22 Hillsdale NY 12529
Red Hook United Methodist Church United Methodist Church;4 Church St Red Hook NY 12571
Wilbraham United Methodist Church;500 Main St Wilbraham MA 01095
Faith United Methodist Church;191 Montcalm Street Chicopee MA 01020
Grace United Methodist Church;468 Broadway Newburgh NY 12550
United Methodist Church of Holyoke, S Hadley and Granby;30 Carew St South Hadley MA 01075
Asbury United Methodist Church;17 Old Post Rd South Croton on Hudson NY 10520
Saint James United Methodist Church;532 Moriches Road Saint James NY 11780
Trinity United Methodist Parish;1 Owens Road Newburgh NY 12550
Niantic Community Church;170 Pennsylvania Avenue Niantic CT 06357
Trinity United Methodist Church of Coram;200 Old Middle Country Rd. Coram NY 11727
Trinity-Boscobel United Methodist Church;275 Church Street Buchanan NY 10511
North Fork United Methodist Church;PO Box 1286 Cutchogue NY 11935
Cornwall United Methodist Church;198 Main Street Cornwall NY 12518
Saint Paul's United Methodist Church;270 Main Street Northport NY 11768
Ghana Lucien Memorial United Methodist Church;109 Main Street Kings Park NY 11754
Town of Esopus United Methodist Church;151 W. Main Street Port Ewen NY 12466
Valhalla United Methodist Church;200 Columbus Ave Valhalla NY 10595
Vail's Gate United Methodist Church;854 Blooming Grove Turnpike Route 94 New Windsor NY 12553
Gardnertown United Methodist Church;1191 Union Ave Newburgh NY 12550
Centerport United Methodist Church;97 Little Neck Road Centerport NY 11721
Union United Methodist Church;1018 Pulaski Road East Northport NY 11731
Smithtown United Methodist Church;E Main St & Plz Dr 230 E MAIN ST Smithtown NY 11787
Norwich Lee Memorial United Methodist Church;294 Washington St Norwich CT 06360
Plutarch United Methodist Church;1 GROVE ST NEW PALTZ NY 12561
New Paltz United Methodist Church;1 Grove St New Paltz NY 12561
Riverhead United Methodist Church;204 E Main St Riverhead NY 11901
Monson United Methodist Church;162 Main Street Monson MA 01057
Clinton Avenue United Methodist Church;122 Clinton Ave Kingston NY 12401
Hudson Highlands United Methodist Church United Methodist Church;PO Box 32 Highland Falls NY 10928
Memorial United Methodist Church;250 Bryant Ave White Plains NY 10605
Central Korean United Methodist Church;250 Bryant Avenue White Plains NY 10605
Mountainville United Methodist Church;615 Angola Road Mountainville NY 10953
Lake Ronkonkoma United Methodist Church;792 Hawkins Ave Lake Grove NY 11755
Saint James United Methodist Church;35 Pearl Street Pearl Street & Fair Street Kingston NY 12401
Trinity United Methodist Church;49 E Main Street Stony Point NY 10980
Christ United Methodist Church;271 Rocky Hill Rd Northampton MA 01061
Huntington Cold Spring Harbor United Methodist Church;180 West Neck Rd Huntington NY 11743
Philmont United Methodist Church;27 Church St Philmont NY 12565
White Plains Trinity United Methodist Church;130 S Lexington Ave White Plains  NY 10606
United Methodist Church of Gales Ferry;10 Chapman Ln Gales Ferry CT 06335
Memorial United Methodist Church;1928 Route 44/55 Modena NY 12548
La Resurreccion United Methodist Church;24 4th St Haverstraw NY 10927
Long Island Korean United Methodist Church;484 Townline Rd Commack NY 11725
Commack United Methodist Church;486 Town Line Road Commack NY 11725
New London United Methodist Church;130 Broad St New London CT 06320
Versailles United Methodist Church;4 Church St Baltic CT 06330
First United Methodist Church of Stony Point;249 W Main St Stony Point NY 10980
The Village United Methodist Church of Bayville;9 Mountain Ave Bayville NY 11709
Hauppauge United Methodist Church;473 Town Line Rd Hauppauge NY 11788
Flanders;1193 Flanders Rd Riverhead NY 11901
Congers New York United Methodist Church;3 Old Haverstraw Road Congers NY 10920
Saint Paul's United Methodist Church;130 North Central Park Avenue Hartsdale NY 10530
Union Japanese Church Of Westchester United Methodist Church;6 Greenacres Avenue c/o Hitchcock Presbyterian Church Scarsdale NY 10583
Saugerties United Methodist Church;67 Washington Avenue Saugerties NY 12477
Thiells Garnerville UMC;102 Rosman Road Thiells NY 10984
West Hills United Methodist Church;1 West Hills Court Huntington Station NY 11746
Glenco Mills United Methodist Church;142 Old Route 82 Hudson NY 12534
United Methodist Church of Lenox;6 Holmes Rd Lenox MA 01240
Mamaroneck United Methodist Church;131 Forester Avenue Warwick NY 10990
United Methodist Church of New City;76 Congers Road New City NY 10956
Highland Mills United Methodist Church;654 Route 32 Highland Mills NY 10930
First United Methodist Church of Central Islip;51 Wheeler Rd Central Islip NY 11722
Haitian United Methodist Church;52 Wheeler Rd. Central Islip NY 11722
Ghana Long Island United Methodist Church;7 Old Dock Rd Kings Park NY 11754
Dix Hills United Methodist Church;400 Deer Park Rd. Huntington Station NY 11746
Central Valley United Methodist Church;12 Smith Clove Rd Central Valley NY 10917
Ardsley United Methodist Church;525 ASHFORD AVE ARDSLEY NY 10502
