,name,addr,city,state,lat,lon
1076,Palo Verde Baptist Church,Palo Verde,AZ,85343,33.348715,-112.677466
1077,North Mesa Baptist Church,Mesa,AZ,85206,33.401701,-111.728802
1078,New Testament Baptist Church,Acres Safford,AZ,85546,32.833955,-109.70758
1079,North Village Baptist Church,Phoenix,AZ,85020,33.564817,-112.059624
1080,Westpointe Baptist Church,Goodyear,AZ,85338,33.435367,-112.357601
1081,Sun Valley Baptist Church,Phoenix,AZ,85087,33.688734,-116.194545
1082,Desert Springs Baptist Church,Tucson,AZ,85742,32.375081,-111.055567
1083,Vision Baptist Church,Glendale,AZ,85307,33.530491,-112.323176
1084,Open Door Baptist Church,Prescott Valley,AZ,86314,34.610024,-112.315721
1085,Mohave Baptist Church,Mohave,AZ,86426,35.011866,-114.583881
1086,Heaven's View Baptist Church,Arizona City,AZ,85123,32.755894,-111.670959
1087,Southeast Baptist Church,Havasu City,AZ,86403,34.48385,-114.32245
1088,Castle Rock Baptist Church,Tucson,AZ,85757,32.119804,-111.090007
1089,Fairhaven Baptist Church,Coolidge,AZ,85128,32.977839,-111.517624
1090,Northwest Valley Baptist Church,Glendale,AZ,85308,33.659018,-112.17914
1091,Resurrection Baptist Church,Peoria,AZ,85381,33.60722,-112.233121
1092,Old Pueblo Baptist Church,Tucson,AZ,85710,32.216749,-110.823323
1093,Bethel Baptist Church,Tucson,AZ,85730,32.184207,-110.830629
1094,Sonrise Baptist Church,Tucson,AZ,85746,32.142198,-111.014581
1095,Tucson Baptist Temple,Tucson,AZ,85711,32.208551,-110.883121
1096,Florence Baptist Church,,AZ,85132,33.031451,-111.387343
1097,Southeast Valley Bible Church,Gilbert,AZ,85295,33.30757,-111.738271
1098,Canyon Springs Baptist Church,,AZ,85119,33.394413,-111.534116
1099,Desert Hills Baptist Church,Buckeye,AZ,85326,33.37032,-112.583777
1100,Second Baptist Church,B Festus,MO,63028,38.220711,-90.39595
1101,Adams County Baptist Church,,OH,45618,38.88757,-83.614363
1102,Amazing Grace Baptist Church,Columbus,OH,43223,39.940735,-83.055127
1103,Anchor Baptist Church,Columbus,OH,43228,39.945267,-83.126514
1104,Anchor Baptist Church,Massillon,OH,44646,40.796512,-81.52316
1105,Anchor Baptist Church,Washington Court House,OH,43160,39.536451,-83.439084
1106,First Baptist Church,,KS,66007,39.141669,-94.938576
1107,Basehor Baptist Church,Basehor,KS,66007,39.141669,-94.938576
1108,Beacon Baptist Church,Salem,VA,24153,37.293378,-80.054667
1109,Berea Baptist Church,Berea,OH,44017,41.366161,-81.854303
1110,Bethel Baptist Church,Pataskala,OH,43062,39.995573,-82.674237
1111,Bethel Baptist Church,Ravenna,OH,44266,41.157557,-81.242047
1112,Bethel Baptist Church,West Carrollton,OH,45449,39.658839,-84.235441
1113,Bible Baptist Church,Lancaster,OH,43130,39.713675,-82.599329
1114,Bible Baptist Church,Marysville,OH,43040,40.236449,-83.367143
1115,Bible Baptist Church,Xenia,OH,45385,39.684782,-83.929653
1116,Grace Independent Baptist Church,Brodhead,WI,53520,42.619716,-89.37683
1117,Calvary Baptist Church,Olney,IL,62450,38.729654,-88.084689
1118,Calvary Baptist Church,Paw Paw,MI,49079,42.217817,-85.891125
1119,Calvary Baptist Church,King,NC,27021,36.280694,-80.35922
1120,Calvary Baptist Church,Crestline,OH,44827,40.787557,-82.736568
1121,Calvary Baptist Church,Delaware,OH,43015,40.298672,-83.067965
1122,Calvary Baptist Church,Marysville,OH,43040,40.236449,-83.367143
1123,Calvary Baptist Church,Shelby,OH,44875,40.881436,-82.661895
1124,Calvary Baptist Church,Ashland,OH,44805,40.868615,-82.317594
1125,Calvary Bible Baptist Church,Westerville,OH,43081,40.126139,-82.929529
1126,Calvary Chapel Baptist Church,Minster,OH,45865,40.393103,-84.376061
1127,Capitol City Baptist Church,Columbus,OH,43230,40.044472,-82.877937
1128,Cardington Baptist Temple,Cardington,OH,43315,40.500488,-82.894235
1129,Carrollton Baptist Temple,Carrollton,OH,44615,40.57284,-81.085653
1130,Central Baptist Church,,,40456,37.352862,-84.340492
1131,Central Baptist Church,Amelia,OH,45102,39.028397,-84.217714
1132,Central Baptist Church,Columbus,OH,43223,39.940735,-83.055127
1133,Columbia Road Baptist Church,North Olmsted,OH,44070,41.415603,-81.923473
1134,Cornerstone Baptist Church,Las Cruces,NM,88012,32.35,-106.77
1135,Cornerstone Baptist Church,,OH,45840,41.041387,-83.650398
1136,Open Door Bible Baptist Church,Astoria,NY,11105,40.772015,-73.930267
1137,Shady Grove Baptist Church,Hattiesburg,MS,39403,31.326773,-89.291192
1138,Cornerstone Baptist Church,Missouri City,TX,77459,29.571193,-95.553514
1139,East River Baptist Church,,,27491,36.887355,128.042306
1140,Emmanuel Baptist Church,Lemont,IL,60439,41.673715,-88.001626
1141,Emmauel Baptist Church,Marion,OH,43302,40.588626,-83.128735
1142,Faith Baptist Church,Plymouth,IN,46563,41.343656,-86.309728
1143,Union Hill Missionary Baptist Church,Winston,GA,30187,33.725108,-84.824938
1144,Renewal Baptist Church,Plano,TX,75074,33.013676,-96.69251
1145,Fallsburg Baptist church,Frazeysburg,OH,43822,40.117291,-82.119308
1146,Fellowship Baptist Church,Bedford,KY,40006,38.592563,-85.317734
1147,Fellowship Baptist Church,Columbus,OH,43232,39.923944,-82.863772
1148,Fellowship Baptist Church,Mansfield,OH,44907,40.737988,-82.518151
1149,First Baptist Church,Eaton,OH,45320,39.74394,-84.636489
1150,First Baptist Church,New Richmond,OH,45157,38.948676,-84.279937
1151,First Baptist Church,Oak Creek,WI,53154,42.88585,-87.863136
1152,Garth Road Baptist Church,Baytown,TX,77521,29.776835,-94.97746
1153,Gateway Baptist Church,East Saint Louis,IL,62206,38.562739,-90.173163
1154,Gateway Baptist Church,Blacksburg,VA,24060,37.229657,-80.413677
1155,Genoa Church,Westerville,OH,43082,40.151858,-82.910276
1156,Good News Baptist Church,Churubusco,IN,46723,41.230604,-85.319429
1157,Good News Baptist Church,Chesapeake,VA,23321,36.830177,-76.406781
1158,Good News Baptist church,Candler,NC,28715,35.536481,-82.692928
1159,Gospel Baptist Church,,OH,44514,41.031108,-80.611419
1160,Grace Baptist Church,Dayton,OH,45420,39.728395,-84.14167
1161,Grace Baptist Church,Marion,NY,14505,43.143397,-77.189147
1162,Grace Baptist Church,Marion,OH,43302,40.588626,-83.128735
1163,Grace Baptist Church,Franklin,OH,45005,39.541942,-84.289826
1164,Grace Baptist Church,North Ridgeville,OH,44039,41.389491,-82.019032
1165,Grace Baptist Church,Sidney,OH,45365,40.284216,-84.155499
1166,Grandview Pines Baptist Church,Millbrook,AL,36054,32.479858,-86.361916
1167,Harmony Baptist Church,,OH,43334,40.400895,-82.810733
1168,Harvest Baptist Church,,OH,43410,41.304047,-82.975069
1169,Enka Baptist Church,Enka,NC,28728,35.549832,-82.650128
1170,Heritage Baptist Church,Concord,NC,28025,35.409418,-80.580005
1171,Heritage Baptist Church,Windham,NH,03087,42.800644,-71.304229
1172,Heritage Baptist Church,Berlin,NH,03570,44.46888,-71.183655
1173,Heritage Baptist Church,Lebanon,OH,45036,39.435337,-84.202992
1174,Heritage Baptist Church,Sandusky,OH,43351,41.441399,-82.681912
1175,Heritage Baptist Church,Martinsburg,PA,16662,40.311188,-78.32418
1176,Heritage Baptist Church,Little Rock,AR,72204,34.72928,-92.341738
1177,Hillside Baptist Church,,MO,65802,37.216678,-93.292037
1178,Kings Mills Baptist Church,Kings Mills,OH,45034,39.355615,-84.248548
1179,Landmark Baptist Church,New Haven,IN,46774,41.073306,-85.017313
1180,Liberty Baptist Church,Newport Beach,CA,92660,33.63131,-117.877561
1181,Liberty Baptist Church,Chillicothe,OH,45601,39.33312,-82.982402
1182,Liberty Baptist Church,Elyria,OH,44035,41.367319,-82.107358
1183,Liberty Baptist Church,Toledo,OH,43613,41.697474,-83.599039
1184,Lighthouse Baptist Church,Huntington,WV,25705,38.412094,-82.372685
1185,Lighthouse Baptist Church,Lebanon,IN,46052,40.048374,-86.469168
1186,Lighthouse Baptist Church,Lancaster,OH,43130,39.713675,-82.599329
1187,Lighthouse Baptist Church,Sandusky,OH,44870,41.4561,-82.711581
1188,Loudonville Baptist Temple,,OH,15528,40.112184,-81.020782
1189,Madeira Baptist Church,Cincinnati,OH,45243,39.191558,-84.365409
1190,Mars Hill Baptist Bible Church,Indianapolis,IN,46241,39.739779,-86.250277
1191,Millheim Baptist Church,Akron,OH,44312,41.048417,-81.441123
1192,Millscreek Baptist Church,Ostrander,OH,43061,40.266172,-83.212693
1193,New Heights Baptist Church,Albuquerque,NM,87105,35.067468,-106.694303
1194,New Heights Baptist Church,Wylie,TX,75098,33.01512,-96.538879
1195,Newark Baptist Temple,Heath,OH,43056,40.022842,-82.444599
1196,Newtonsville Baptist Church,Newtonsville,OH,45158,39.182012,-84.08676
1197,North Columbus Baptist Church,Columbus,OH,43235,40.103303,-83.063237
1198,Old Time Baptist Church,Clarksburg,WV,26301,39.280645,-80.344534
1199,Mesa View Baptist Church,Poway,CA,92064,32.962823,-117.035865
1200,Prairie View Baptist Church,Lake City,IL,61937,39.71559,-88.632564
1201,Providence Baptist Church,Westerville,OH,43086,40.134179,-82.923304
1202,Providence Baptist Church,Charleston,WV,25324,38.349804,-81.632335
1203,Ramseur Baptist Church,Paris,TX,75460,33.661796,-95.555513
1204,Richmond Baptist Church,Richmond,IN,47374,39.82869,-84.889852
1205,Ripley Baptist Temple,Ripley,WV,25271,38.818829,-81.710557
1206,Tabernacle Baptist Temple,Roswell,NM,88201,33.394328,-104.522952
1207,First Baptist Church,Santa Fe,NM,87505,35.661494,-105.965853
1208,First Baptist Church,North Myrtle Beach,SC,29582,33.827841,-78.680032
1209,Solida Baptist Church,Point,OH,45680,38.41786,-82.58627
1210,Truth Baptist Church,,,12457,55.99,37.19
1211,Truth Baptist Church,Mechanicsville,VA,23111,37.619317,-77.336963
1212,Twin Rivers Baptist Church,Springfield,OR,97477,44.046236,-123.022029
1213,Twin Rivers Baptist Church,,NC,28560,35.108493,-77.044114
1214,Twin Rivers Baptist Church,Whipple,OH,45788,39.522296,-81.414565
1215,Union Baptist Church,,OH,16623,40.055757,-80.914765
1216,Berean Baptist Church,Marion,OH,43302,40.588626,-83.128735
1217,Union Baptist Temple,Union,MO,63084,38.444407,-91.004445
1218,Kingsway Baptist Church,Mickleton,NJ,08056,39.790113,-75.237683
1219,Victory Baptist Church,Beavercreek,OH,45434,39.722854,-84.032354
1220,Victory Baptist Church,Mentor,OH,44060,41.666478,-81.339977
1221,Victory Baptist Church,Springfield,OH,45506,39.911176,-83.818767
1222,First Baptist Church,West Jefferson,OH,43162,39.944784,-83.268805
1223,Victory Baptist Church,,OH,22260,-28.416217,24.315042
1224,Victory Baptist church,B  Selinsgrove,PA,17870,40.806244,-76.860708
1225,Victory Baptist Temple,,MO,63957,37.154497,-90.695687
1226,Waverly Baptist Temple,Waverly,OH,45690,39.126735,-82.985455
1227,Westside Baptist church,Ontario,OH,44903,40.772089,-82.520743
1228,Whetstone Baptist Church,Bucyrus,OH,44820,40.808391,-82.975465
1229,Zion Hill Baptist Church,Greenville,SC,29611,34.842721,-82.437083
1230,Open Bible Baptist Church,Sumter,SC,29150,33.920435,-80.341469
1231,Lighthouse Baptist Church,Columbus,GA,31907,32.482232,-84.899782
1232,Eastside Baptist Church,Memphis,TN,38128,35.224432,-89.925462
1233,Fairview Baptist Church,,TN,37303,35.442886,-84.593011
1234,First Baptist Church,,NC,28138,35.551251,-80.406449
1235,Freedom Baptist Church,Greenville,SC,29617,34.893787,-82.443036
1236,Edwards Road Baptist Church,Greenville,SC,29615,34.855002,-82.335646
1237,Canaan Baptist Church,Covington,GA,30016,33.586868,-83.95392
1238,Hurst Baptist Church,Sylvania,GA,30467,32.750444,-81.636776
1239,Cornerstone Baptist Church,Greenville,SC,29615,34.855002,-82.335646
1240,Crossroads of Life Baptist Church,Canton,GA,30114,34.236762,-84.490762
1241,Sharon Baptist Church,McDonough,GA,30252,33.438508,-84.119831
1242,Crooked Creek Baptist Church,Athens,GA,30607,33.999103,-83.418338
1243,Victory Chapel Baptist Church,Conestee,SC,29636,34.76809,-82.349999
1244,The Baptist Tabernacle,Covington,GA,30014,33.596891,-83.860359
1245,Pleasant Hill Baptist Church,Powder Springs,GA,30127,33.859549,-84.683824
1246,Berea Baptist Church,Athens,AL,35611,34.804549,-86.97117
1247,Tri-County Baptist Church,West Chester,OH,45069,39.330336,-84.408275
1248,Calvary Baptist Church,Statesville,NC,28677,35.782636,-80.887296
1249,Friendship Baptist Church,Elon,NC,27244,36.1,-79.51
1250,Henry Baptist Church,McDonough,GA,30253,33.447336,-84.146862
1251,Calvary Baptist Church,Hampton,GA,30228,33.387058,-84.282978
1252,Volusia County Baptist Church,Orange City,FL,32763,28.948876,-81.298674
1253,Grace Baptist Church,Lenoir City,TN,37772,35.7973,-84.25603
1254,Charity Baptist Church,Brownstown,MI,48193,42.174207,-83.17937
1255,Houghton Lake Baptist Church,,MI,48629,44.314739,-84.76475
1256,Beacon Baptist Church,Jupiter,FL,33478,26.919038,-80.224752
1257,Central Baptist Church,Ocala,FL,34471,29.169756,-82.131285
1258,Fellowship Baptist Church,,FL,13515,47.9001859,18.41916870229
1259,Freedom Baptist Church,,FL,32656,29.786077,-82.031489
1260,Memorial Baptist Church,Ocala,FL,34480,29.144077,-82.070553
1261,Riverland Baptist Church,Dunnellon,FL,34432,29.049143,-82.460933
1262,Gospel Way Baptist Church,Grand Junction,CO,81503,39.044184,-108.537543
1263,Life Line Baptist Church,Camby,IN,46113,39.661472,-86.312023
1264,Victory Baptist Church,Tonganoxie,KS,66086,39.109724,-95.087747
1265,Calvary Baptist Church,Junction City,KS,66441,39.028609,-96.831398
1266,Crossroads Baptist Church,Girard,KS,66743,37.51116,-94.838022
1267,Concordia Baptist Church,Concordia,MO,64020,38.982454,-93.568501
1268,Faith Baptist Church,Attica,KS,67009,37.24141,-98.226735
1269,Temple Baptist Church,,KS,67042,37.81724,-96.862252
1270,Temple Baptist Church,Wichita,KS,67213,37.667004,-97.3594
1271,Riverside Baptist Church,Hutchinson,KS,67501,38.060844,-97.929774
1272,Heritage Baptist Church,Great Bend,KS,67530,38.362506,-98.780409
1273,Colby Independent Baptist Church,Colby,KS,67701,39.395966,-101.052688
1274,Hoxie Baptist Temple,Hoxie,KS,67740,39.357505,-100.441807
1275,Sunrise Baptist Church,Oakley,KS,67748,39.126385,-100.855611
1276,Bible Baptist Church,Dodge City,KS,67801,37.752798,-100.017079
1277,Grace Baptist Church,Conway,AR,72032,35.098268,-92.432313
1278,Victory Baptist Church,,KS,67860,37.940575,-101.254892
1279,First Baptist Church,Syracuse,KS,67878,37.980569,-101.752672
1280,Liberty Baptist Church,,KS,67208,37.703378,-97.28303
1281,Bible Baptist Church,Coffeyville,KS,67337,37.0373,-95.616363
1282,Calvary Baptist Church,Beloit,KS,67420,39.458684,-98.108282
1283,New Life Baptist Church,Garnett,KS,66032,38.280577,-95.241919
1284,First Baptist Church,Parker,TX,75002,33.097228,-96.644031
1285,True Light Baptist Church,Los Lunas,NM,87031,34.814209,-106.761307
1286,Grace Navajo Baptist Church,Gallup,NM,87305,35.41,-108.72
1287,Bible Baptist Church,Aztec,NM,87410,36.822063,-107.992899
1288,Temple Baptist Church,Santa Fe,NM,87505,35.661494,-105.965853
1289,Calvary Baptist Church,Santa Fe,NM,87505,35.661494,-105.965853
1290,Mountain View Baptist Church,Las Cruces,NM,88011,32.31323,-106.736707
1291,Dyer Baptist Church,Dyer,IN,46311,41.494202,-87.521707
1292,Living Water Baptist Church,Chaparral,NM,88081,32.035101,-106.418321
1293,Faith Baptist Church,Carlsbad,NM,88220,32.425746,-104.237612
1294,Temple Baptist Church,Tucumcari,NM,88401,35.171943,-103.725041
1295,Westbrook Baptist Church,Clovis,NM,88101,34.405472,-103.205071
1296,Anchor Baptist Church,Hillsboro,OH,45133,39.202287,-83.611587
1297,Trinity Bible Baptist Church,Choctaw,OK,73020,35.497565,-97.268926
1298,Calvary Baptist Church,Perry,OK,73077,36.289486,-97.288098
1299,Moore Baptist Temple,Moore,OK,73160,35.342817,-97.490919
1300,Victory Baptist Temple,Oklahoma City,OK,73110,35.464805,-97.398477
1301,Collinsville Baptist Tabernacle,Collinsville,OK,74021,36.366121,-95.839811
1302,Maranatha Baptist Temple,Collinsville,OK,74021,36.366121,-95.839811
1303,First Baptist Church,Cushing,OK,74023,35.985064,-96.76697
1304,Bible Baptist Church,Healdton,OK,73438,34.233148,-97.487802
1305,Gloryland Baptist Church,Hartshorne,OK,74547,34.845098,-95.557481
1306,Solid Rock Independent Baptist Church,Oklahoma City,OK,73111,35.503508,-97.480464
1307,Victory Baptist Church,Oklahoma City,OK,73127,35.484856,-97.624643
1308,Star Baptist Church,Keota,OK,74941,35.255652,-94.92162
1309,Grace Baptist Church,Cleveland,OK,74020,36.309992,-96.464195
1310,Lakewood Baptist Church,Powderly,TX,75473,33.811216,-95.524402
1311,Faith Community Baptist Church (Savoy, TX,Fort Worth,TX,76108,32.751635,-97.479426
1312,Victory Baptist Church,Wichita Falls,TX,76302,33.857778,-98.501038
1313,Caprock Baptist Church,Amarillo,TX,79103,35.183997,-101.798591
1314,Hillcrest Baptist Church,El Paso,TX,79904,31.855665,-106.435753
1315,Harvest Baptist Church,Abilene,TX,79602,32.428291,-99.733835
1316,Central Baptist Church,Denton,TX,76201,33.215039,-97.133052
1317,Heritage Baptist Church,Lufkin,TX,75904,31.33494,-94.751758
1318,Faith Baptist Church,Lubbock,TX,79424,33.51887,-101.936564
1319,East Side Baptist Church,Big Spring,TX,79720,32.250398,-101.478736
1320,Calvary Baptist Church,C  Muleshoe,TX,79347,34.226805,-102.727721
1321,Central Baptist Church,Coleman,TX,76834,31.827368,-99.426453
1322,Berean Baptist Church,Walla Walla,WA,99362,46.066728,-118.339346
1323,Fairhaven Baptist Church,Chesterton,IN,46304,41.610594,-87.064199
1324,First Baptist Church,Spring Valley,CA,91977,32.720419,-117.003807
1325,Faith Baptist Church,Toulon,IL,61483,41.093648,-89.864828
1326,Liberty Baptist Church,Suffolk,VA,23434,36.72821,-76.58357
1327,Gospel Light Baptist Church,Queen Creek,AZ,85142,33.248386,-111.634159
1328,Shenandoah Baptist Church,Cleveland,TN,37323,35.131477,-84.85219
1329,Lighthouse Baptist Church,Dawsonville,GA,30534,34.421205,-84.11908
1330,Mile High Baptist Church,Denver,CO,80227,39.661949,-105.076263
1331,Teays Valley Baptist Church,Hurricane,WV,25526,38.43259,-82.020137
1332,Revival Baptist Church,Scranton,PA,18508,41.433026,-75.662916
1333,Grace Baptist Church,Decatur,IL,62526,39.870515,-88.958366
1334,Crossroads Baptist Church,,MO,17531,28.613761,-105.964976
1335,Concord Baptist Church,Wilmington,DE,19810,39.819554,-75.508783
1336,Wilton Baptist Church,Wilton,NY,12831,43.196027,-73.651484
1337,Union City Baptist Temple,Union City,TN,38261,36.42423,-89.05701
1338,Calvary Bible Baptist Church,Willingboro,NJ,08046,40.027889,-74.869054
1339,First Baptist Church,Goodrich,MI,48438,42.91708,-83.501656
1340,Grace Independent Baptist Church,Wapwallopen,PA,18660,41.074528,-76.130763
1341,Faith Baptist Church,Palm Bay,FL,32907,28.017417,-80.683155
1342,First Baptist Church,,OH,45327,39.626168,-84.369388
1343,Cornerstone Baptist Church,Dayton,OH,45410,39.746328,-84.159602
1344,Timberline Baptist Church,Sherwood,OR,97140,45.356932,-122.840374
1345,Open Door Baptist Church,Cassadaga,NY,14718,42.344225,-79.309489
1346,Frankfort Baptist Temple,Frankfort,IN,46041,40.279766,-86.510824
1347,Northbrook Baptist Church,Cedar Rapids,IA,52402,42.017451,-91.652551
1348,Faith Baptist Church,,IL,14883,-26.486218,27.84107
1349,Temple Baptist Church,Lacey,WA,98503,47.026388,-122.807226
1350,Bible Baptist Church,Barre,VT,05641,44.197467,-72.502213
1351,Spokane Baptist Church,Otis Orchards,WA,99027,47.700497,-117.111678
1352,Grace Baptist Church,Beaver Dams,NY,14812,42.291185,-76.959686
1353,Shiloh Baptist Church,Gwinn,MI,49841,46.281056,-87.440972
1354,Sycamore Baptist Church,Jackson,MI,49202,42.259589,-84.406197
1355,Bible Baptist Church,Roanoke,VA,24014,37.243559,-79.940363
1356,Anchor Baptist Church,Biddeford,ME,04005,43.492584,-70.453384
1357,Knotty Oak Baptist Church,Coventry,RI,02816,41.698986,-71.552631
1358,Grace Baptist Church,Coleman,MI,48618,43.756695,-84.585843
1359,Lighthouse Baptist Church,Indianapolis,IN,46239,39.725893,-86.015558
1360,Sugar Grove Baptist Church,,,42343,37.636164,-86.717487
1361,Lighthouse Baptist Church,Pasadena,MD,21123,39.107209,-76.571407
1362,Madison Baptist Church,Madison,AL,35758,34.674182,-86.759762
1363,Evergreen Baptist Church,,WA,98226,48.776998,-122.461287
1364,Templo Bautista de Yakima,Gap,WA,98903,47.611716,-122.336314
1365,Bethel Baptist Church,,TN,37142,36.437551,-87.485567
1366,Peoples Baptist Church,Bay City,MI,48706,43.60633,-83.906793
1367,Liberty Baptist Church,Durham,NC,27705,36.015295,-78.938006
1368,Hudson Baptist Church,Hudson,ME,04449,45.001178,-68.880592
1369,New Life Baptist Church,Hudson Falls,NY,12839,43.300697,-73.586082
1370,Bible Baptist Church,,,40456,37.352862,-84.340492
1371,Harvest Baptist Church,Mount Vernon,WA,98273,48.430804,-122.312302
1372,Amazing Grace Baptist Church,Vancouver,WA,98665,45.685361,-122.65927
1373,Victory Baptist Church,Bend,OR,97701,44.072403,-121.275166
1374,Calvary Baptist Church,Durham,NC,27703,35.977355,-78.848037
1375,Central Baptist Church,Southington,CT,06489,41.600544,-72.878294
1376,Victory Baptist Church,Londonderry,NH,03053,42.865087,-71.373953
1377,Northwest Baptist Church,Marysville,WA,98270,48.051743,-122.176821
1378,Faith Baptist Church,Bakersfield,CA,93304,35.336954,-119.023199
1379,Ambassador Baptist Church,Greenbrier,AR,72058,35.233971,-92.387655
1380,Calvary Baptist Church,Baltimore,MD,21215,39.347743,-76.681444
1381,Gethsemane Baptist Church,Long Beach,CA,90805,33.861881,-118.183076
1382,Gospel Baptist Church,Manchester,NH,03101,42.991561,-71.462254
1383,Bethel Baptist Church,Carson,CA,90745,33.832204,-118.251755
1384,Faith Baptist Church,Canoga Park,CA,91304,34.22301,-118.600014
1385,Ludlow Hill Baptist Church,Lawrenceburg,IN,47025,39.090891,-84.84995
1386,Cross Timbers Baptist Church,Klamath Falls,OR,97603,42.197854,-121.72847
1387,Harbour Light Baptist Church,Orange,CT,06477,41.27843,-73.025661
1388,Elmwood Baptist Church,Brighton,CO,80601,39.978887,-104.817494
1389,Grace Baptist Church,West Columbia,SC,29169,33.993487,-81.073983
1390,Somerset Bible Baptist Church,Somerset,NJ,08873,40.497604,-74.488487
1391,Grace Baptist Church,San Gabriel,CA,91776,34.099073,-118.108568
1392,Lifeway Baptist Church,Ellettsville,IN,47429,39.233935,-86.625001
1393,Shining Light Baptist Church,Monroe,NC,28110,34.985428,-80.549511
1394,Amazing Grace Baptist Church,Beech Island,SC,29842,33.427361,-81.890947
1395,Tabernacle Baptist Church,Litchfield,NH,03052,42.844254,-71.479789
1396,Lighthouse Baptist Church,Winter Park,FL,32792,28.604637,-81.303315
1397,Bow Baptist Church,,VT,05156,43.298827,-72.481771
1398,Salisbury Baptist Temple,Salisbury,MD,21804,38.353237,-75.588723
1399,Cornerstone Baptist Church,Chesapeake Beach,MD,20732,38.69385,-76.534134
1400,Temple Baptist Church,Herndon,VA,20170,38.969532,-77.385948
1401,Chilhowie Baptist Church,,VA,24319,36.798448,-81.682341
1402,Camp Creek Baptist Church,Central,SC,29630,34.725742,-82.7805
1403,Tabernacle Baptist Church,Peabody,MA,01960,42.527873,-70.928661
1404,Calvary Baptist Church,Sanford,ME,04073,43.438878,-70.773983
1405,Faith Independent Baptist Church,Glenn Dale,MD,20769,38.978116,-76.805063
1406,Grace Baptist Church,,MD,21643,38.634686,-75.863728
1407,Central Baptist Church,Avenel,NJ,07001,40.580382,-74.285147
1408,Lakewood Baptist Church,Harrison,TN,37341,35.113684,-85.138009
1409,Patuxent Baptist Church,Great Mills,MD,20634,38.236792,-76.497176
1410,New Life Baptist Church,White Marsh,MD,21162,39.383719,-76.432184
1411,Fannin Road Baptist Church,Montgomery,AL,36108,32.335036,-86.340408
1412,Lighthouse Baptist Church,Theodore,AL,36582,30.547694,-88.17528
1413,Primera Iglesia Bautista de Kodiak,Kodiak,AK,99615,57.79,-152.407222
1414,Lighthouse Baptist Church,Kodiak,AK,99615,57.79,-152.407222
1415,Iglesia Bautista De Sahuarita,Sahuarita,AZ,85629,31.957582,-110.955646
1416,Sahuarita Baptist Church,Sahuarita,AZ,85629,31.957582,-110.955646
1417,Iglesia Bautista la Luz del Faro,Hot Springs,AR,71901,34.496895,-93.042329
1418,Iglesia Bautista Emmanuel,Los Angeles,CA,90032,34.084337,-118.173397
1419,Iglesia Bautista de Anaheim,Anaheim,CA,92804,33.817358,-117.974364
1420,Bible Baptist Church,Arleta,CA,91331,34.2471,-118.43117
1421,Barstow Baptist Temple,Barstow,CA,92311,34.895768,-117.017208
1422,Iglesia Bautista Fundamental El Calvario,Chula Vista,CA,91910,32.640054,-117.084196
1423,Iglesia Bautista Biblica Berea,Duarte,CA,91010,34.139451,-117.977287
1424,Arlington Baptist Church,Richmond,CA,94805,37.94072,-122.324993
1425,Iglesia Bautista Getsemaní,Escondido,CA,92025,33.121675,-117.081485
1426,First Chinese Baptist Church,Fountain Valley,CA,92708,33.703815,-117.962735
1427,Iglesia Biblica Bautista Vida Nueva,Hayward,CA,94541,37.668821,-122.080796
1428,Iglesia Bautista Fundamental Hispana,South Gate,CA,90280,33.946346,-118.200981
1429,Lighthouse Baptist Church,La Verne,CA,91750,34.100843,-117.767836
1430,Iglesia Bautista Fuente de Salvación,Lake Balboa,CA,91406,34.193824,-118.501046
1431,Iglesia Bautista La Puerta Abierta,Lemon Grove,CA,91945,32.742552,-117.031417
1432,Primera Iglesia Bautista De Long Beach,Long Beach,CA,90807,33.834363,-118.178872
1433,Iglesia Bautista Agua Viva,Long Beach,CA,90805,33.861881,-118.183076
1434,Iglesia Bautista Libertad,Houston,TX,77086,29.923547,-95.494241
1435,Lighthouse Baptist Church,Moreno Valley,CA,92557,33.951176,-117.250203
1436,Iglesia Bautista Gracia Admirable,Moreno Valley,CA,92557,33.951176,-117.250203
1437,Shadow Mountain Baptist Church,Morgan Hill,CA,95037,37.130408,-121.654497
1438,Iglesia Bautista Al Pie De La Montaña,Pacheco,CA,94553,38.013893,-122.133867
1439,Iglesia Bautista de Sacramento,North Highlands,CA,95660,38.685736,-121.372175
1440,Iglesia Bautista Fundamental Buenas Nuevas,San Carlos,CA,94070,37.504936,-122.261824
1441,Iglesia Bautista Roca de la Eternidad,San Jose,CA,95112,37.362803,-121.905423
1442,Centerville Baptist Church,South Boston,VA,24592,36.698749,-78.901399
1443,Iglesia Bautista Fundamental La Gran Comisión,South Gate,CA,90280,33.946346,-118.200981
1444,Iglesia Bautista Hollydale,South Gate,CA,90280,33.946346,-118.200981
1445,Iglesia Bautista Sendero de Vida,South Gate,CA,90280,33.946346,-118.200981
1446,Bible Baptist Church,Victorville,CA,92395,34.536107,-117.291157
1447,Iglesia Biblica Bautista de Homestead,Homestead,FL,33030,25.471895,-80.475991
1448,Iglesia Bautista Maranatha,Lakeland,FL,33810,28.121236,-81.998004
1449,Iglesia Bautista Nueva Vida de Melbourne,Melbourne,FL,32934,28.152392,-80.685911
1450,First Baptist Church of Westwood Lake,Miami,FL,33183,25.702005,-80.412213
1451,Iglesia Bautista Nueva Vida,Pace,FL,32571,30.616396,-87.146109
