name,addr,state,lat,lon
New City Church,Hamilton,ON,43.25608,-79.872858
New City Church Newmarket,Newmarket,ON,44.056258,-79.461708
Providence Community Church,St. Catharines,ON,43.157981,-79.2441
Resurrection Church,Ottawa,ON,45.421143,-75.690057
Ascension Presbyterian Church,Hillsboro,OR,45.522894,-122.989827
Chehalem Valley Presbyterian Church,Newberg,OR,45.300347,-122.972751
City Church,Eugene,OR,44.050505,-123.095051
Evergreen Presbyterian Church,Beaverton,OR,45.487172,-122.80378
Evergreen Presbyterian Church,Salem,OR,44.939157,-123.033121
Hope Presbyterian Church,Portland,OR,45.520247,-122.674195
Medford Korean Presbyterian Church,Medford,OR,42.326418,-122.871861
Oaks Parish,Portland,OR,45.520247,-122.674195
Oregon Eden Presbyterian Church,Aloha,OR,45.494284,-122.867045
Berean Presbyterian Church,Ellwood City,PA,40.86173,-80.286452
Bethany Presbyterian Church,Oxford,PA,42.00613,-4.52625
Bridge Community Church,Philadelphia,PA,39.952724,-75.163526
Bridge Community Church,Easton,PA,40.691608,-75.209987
Calvary Presbyterian Church,Willow Grove,PA,40.143999,-75.115729
Calvin Presbyterian Church,North Huntingdon,PA,40.322428,-79.728963
Carlisle Reformed Presbyterian Church,Carlisle,PA,40.201499,-77.189078
Chapel Presbyterian Church,Beaver,PA,40.69539,-80.304789
Cheltenham Presbyterian Church,Cheltenham,PA,40.060945,-75.094063
Christ Covenant PCA,Seneca,PA,43.207088999999996,-77.62321750000001
Christ Covenant Presbyterian Church,Warminster,PA,40.206775,-75.099616
Christ Presbyterian Church,Beaver Falls,PA,40.75201,-80.31923
Christ Reformed Church,Alexandria,PA,40.556459,-78.097785
Christ the King Presbyterian Church,Philadelphia,PA,39.952724,-75.163526
Christ The King Presbyterian Church,Conshohocken,PA,40.079277,-75.301571
Church Without Walls Mission,Willow Grove,PA,40.143999,-75.115729
City Line Church,Bala Cynwyd,PA,40.007613,-75.23407
City Reformed Presbyterian Church,Pittsburgh,PA,40.441694,-79.990086
Cornerstone Presbyterian Church,Lansdale,PA,40.241495,-75.283786
Cornerstone Presbyterian Church,Center Valley,PA,40.529266,-75.393236
Cornerstone Presbyterian Church,Landenberg,PA,39.777333,-75.771326
Covenant Community Presbyterian Church,Wexford,PA,40.626456,-80.055891
Covenant Presbyterian Church,Harleysville,PA,40.279548,-75.387121
Covenant Presbyterian Church,Doylestown,PA,40.310045,-75.130459
Cresheim Valley Church,Philadelphia,PA,39.952724,-75.163526
CrossPointe Church,Media,PA,39.916778,-75.387693
Crossroads Community Church,Upper Darby,PA,39.954365,-75.265156
Darlington Reformed Presbyterian Church,Darlington,PA,41.871521,-71.356638
Disciple Community Church in Philadelphia,Conshohocken,PA,40.079277,-75.301571
Emmanuel Church in Philadelphia,Philadelphia,PA,39.952724,-75.163526
Fairview Reformed Presbyterian Church,Industry,PA,40.64451,-80.416176
Faith Presbyterian Church,Fairless Hills,PA,40.179554,-74.855164
Faith Reformed Church,Erie,PA,42.129471,-80.08527
Faith Reformed Presbyterian Church,Quarryville,PA,39.897047,-76.163566
First Korean Church in PCA,Dillsburg,PA,40.110941,-77.035806
First Reformed Presbyterian Church,Pittsburgh,PA,40.441694,-79.990086
Gospel Fellowship Presbyterian Church,Valencia,PA,32.705779,-117.07893
Grace & Peace Presbyterian Church,Royersford,PA,40.184269,-75.537964
Grace and Peace Community Church,Philadelphia,PA,39.952724,-75.163526
Grace and Peace Presbyterian Church,Pittsburgh,PA,40.441694,-79.990086
Grace and Truth Church of Dubois,DuBois,PA,41.118651,-78.762234
Gracepoint Church,Erdenheim,PA,40.092055,-75.213789
Gracepoint North Church,North Wales,PA,40.21094,-75.278232
Greene Valley Presbyterian Church,Carmichaels,PA,39.896743,-79.974499
Hanover Valley Presbyterian Church,Hanover,PA,39.806325,-76.984274
Harvest Presbyterian Church,Lancaster,PA,40.03813,-76.305669
Hershey Presbyterian Church,Hummelstown,PA,40.265368,-76.708303
Hillcrest Presbyterian Church,Volant,PA,41.113671,-80.258952
Hope Church,Moosic,PA,41.353413,-75.738248
Hope MontCo,Ambler,PA,40.154554,-75.221565
Hope Presbyterian Church,Garnet Valley,PA,39.835053,-75.487394
Hope Reformed Presbyterian Church,Shippensburg,PA,40.05072,-77.520549
Iron Works Church,Phoenixville,PA,40.130382,-75.514913
Iron Works Church West Chester,West Chester,PA,39.959721,-75.605964
Kiski Valley Presbyterian Church,Leechburg,PA,40.627107,-79.605919
Korean Saints Presbyterian Church,Warminster,PA,40.206775,-75.099616
Korean United Church of Philadelphia,Philadelphia,PA,39.952724,-75.163526
Lansdale Presbyterian Church,Hatfield,PA,40.279637,-75.299578
Laurel Highlands Presbyterian Church,Bovard,PA,40.319791,-79.503373
Lebanon Valley Presbyterian Church,Lebanon,PA,40.342968,-76.423382
Lehigh Valley Presbyterian Church,Allentown,PA,40.602206,-75.471279
Liberti Church Fairmount,Philadelphia,PA,39.952724,-75.163526
Liberti Church of the River Wards,Philadelphia,PA,39.952724,-75.163526
Manor Presbyterian Church,Cochranville,PA,39.891773,-75.921613
Meadowcroft Presbyterian Church,West Chester,PA,39.959721,-75.605964
Middlesex Presbyterian Church,Butler,PA,40.861021,-79.895225
Mosaic Community Church,Jeanette,PA,40.194475,-75.042205
Murrysville Community Church,Murrysville,PA,40.428402,-79.697545
Nak Won Presbyterian Mission,Dresher,PA,40.140943,-75.166841
New Covenant Fellowship,Mechanicsburg,PA,40.210197,-77.004728
New Covenant Presbyterian Church,Monroeville,PA,40.42118,-79.788103
New Life Church of Philadelphia,Philadelphia,PA,39.952724,-75.163526
New Life Presbyterian Church,Dresher,PA,40.140943,-75.166841
New Life Presbyterian Church,Glenside,PA,40.102333,-75.15212
New Life Presbyterian Church,Harrison City,PA,40.354236,-79.648376
New Life Presbyterian Church,York,PA,39.962398,-76.727392
New Life Presbyterian Church of Hopewell Township,Aliquippa,PA,40.610239,-80.267726
Northeast Community Church,Philadelphia,PA,39.952724,-75.163526
Oakwood Presbyterian Church,State College,PA,40.79445,-77.861639
Olive Street Presbyterian Church,Coatesville,PA,39.983162,-75.823836
Philadelphia Bible Reformed Church,Wynnewood,PA,40.002851,-75.270747
Philadelphia Korean Presbyterian Church,Philadelphia,PA,39.952724,-75.163526
Pilgrim Church,Philadelphia,PA,39.952724,-75.163526
Pilgrim Presbyterian Mission,Scottdale,PA,40.100351,-79.586984
Pioneer Presbyterian Church,Ligonier,PA,40.243097,-79.237636
Pittsburgh Korean Church,Wexford,PA,40.626456,-80.055891
Presbyterian Church of Pitcairn,Pitcairn,PA,40.403125,-79.778102
Proclamation Presbyterian Church,Bryn Mawr,PA,40.025085,-75.328222
Proclamation Presbyterian Church,Mount Joy,PA,40.109856,-76.503341
Providence Presbyterian Church,Pittsburgh,PA,40.441694,-79.990086
Providence Presbyterian Church,York,PA,39.962398,-76.727392
Providence Presbyterian Church,Quakertown,PA,40.441768,-75.341567
Redeemer Presbyterian Church,Chambersburg,PA,39.94059,-77.659862
Redemption Hill Church PCA,Jefferson Hills,PA,40.291181,-79.931994
Reformed Presbyterian Church,Ephrata,PA,40.179911,-76.178924
Reformed Presbyterian Church of Slate Lick,Kittanning,PA,40.816453,-79.521989
Renewal Presbyterian Church ,Philadelphia,PA,39.952724,-75.163526
Renewal Presbyterian Church of the Main Line,Bryn Mawr,PA,40.025085,-75.328222
Restoration Presbyterian Church,Upper Chichester,PA,39.843552,-75.425904
Resurrection Indiana,Indiana,PA,40.621455,-79.152535
Rock of Israel Messianic Congregation,Philadelphia,PA,39.952724,-75.163526
Rocky Springs Presbyterian Church,Harrisville,PA,41.136734,-80.009244
Sarang Nanum Community Church,Ambler,PA,40.154554,-75.221565
Second City Church,Harrisburg,PA,40.266311,-76.886112
Springton Lake Presbyterian Church,Newtown Square,PA,39.986812,-75.400763
St. Stephen Reformed Church,New Holland,PA,40.17027,-75.05464
State College Korean Church,State College,PA,40.79445,-77.861639
Tenth Presbyterian Church,Philadelphia,PA,39.952724,-75.163526
Third Reformed Presbyterian Church,Philadelphia,PA,39.952724,-75.163526
Trinity Presbyterian Church,Harrisburg,PA,40.266311,-76.886112
Trinity Presbyterian Church,Johnstown,PA,40.326741,-78.92197
View Crest Presbyterian Church,Eighty Four,PA,40.182717,-80.133146
Washington Presbyterian Church,Washington,PA,40.17396,-80.246171
West Erie Presbyterian Church,Erie,PA,42.129471,-80.08527
West Valley Presbyterian Church,Wescosville,PA,40.566764,-75.552963
Westminster Presbyterian Church,Butler,PA,40.861021,-79.895225
Westminster Presbyterian Church,Lancaster,PA,40.03813,-76.305669
Wheatland Presbyterian Church,Lancaster,PA,40.03813,-76.305669
Christ Our Hope Presbyterian Church,Charlestown,RI,41.383157,-71.641729
Trinity Presbyterian Church,Providence,RI,41.823989,-71.412834
Aimwell Presbyterian Church,Ridgeway,SC,34.307647,-80.960364
Andrews Presbyterian Church,Andrews,SC,33.451278,-79.560897
Antioch Presbyterian Church,Woodruff,SC,34.73957,-82.037047
Bethel Presbyterian Church,Clover,SC,35.111289,-81.226581
Blue Ridge Presbyterian Church,Greer,SC,34.938136,-82.227212
Blythewood Presbyterian Church,Blythewood,SC,34.214316,-80.973977
Bullock Creek Presbyterian Church,Sharon,SC,34.950967,-81.340916
Center Point Presbyterian Church,Moore,SC,34.833452,-81.992046
Central Presbyterian Church,Kingstree,SC,33.667664,-79.830627
Chapin Presbyterian Church,Chapin,SC,34.16598,-81.349821
Christ Church Presbyterian,Charleston,SC,32.787601,-79.940273
Christ Community Church,Batesburg-Leesville,SC,33.910143,-81.537326
Christ Community Church,Simpsonville,SC,34.737064,-82.254283
Christ Covenant Church,Columbia,SC,34.000749,-81.034331
Christ Ridge Presbyterian Church,Fort Mill,SC,35.00737,-80.945076
Church Creek Presbyterian Church,Charleston,SC,32.787601,-79.940273
Clemson Presbyterian Church,Clemson,SC,34.685075,-82.836411
Columbia Agape Presbyterian Church,Columbia,SC,34.000749,-81.034331
Columbia Presbyterian Church,Columbia,SC,34.000749,-81.034331
Columbia Presbyterian Mission,Columbia,SC,34.000749,-81.034331
Cornerstone Presbyterian Church,Columbia,SC,34.000749,-81.034331
Covenant Community Church,Lexington,SC,33.980449,-81.237417
Covenant Presbyterian Church,Easley,SC,34.826928,-82.581705
Crossgate Church,Seneca,SC,34.686532,-82.952729
Downtown Presbyterian Church,Greenville,SC,34.851354,-82.398488
Eastbridge Presbyterian Church,Mount Pleasant,SC,32.794065,-79.862585
Eastside Presbyterian Church,Greenville,SC,34.851354,-82.398488
Eau Claire Presbyterian Church,Columbia,SC,34.000749,-81.034331
Emmanuel Upstate Presbyterian Church Mission,Taylors,SC,34.920395,-82.296227
Fairview Presbyterian Church,Fountain Inn,SC,34.68901,-82.195668
Faith Presbyterian Church,Cheraw,SC,34.697656,-79.883397
Faith Presbyterian Church,Florence,SC,34.198444,-79.767166
Faith Presbyterian Church,Myrtle Beach,SC,33.695646,-78.890041
Faith Presbyterian Church,Irmo,SC,34.085736,-81.18249
Fellowship Presbyterian Church,Greer,SC,34.938136,-82.227212
Filbert Presbyterian Church,York,SC,34.994065,-81.24214
First Presbyterian Church,Dillon,SC,34.416539,-79.371395
First Scots Presbyterian Church,Beaufort,SC,32.431581,-80.669829
Friendship Presbyterian Church,Laurens,SC,34.498925,-82.015636
Fulton Presbyterian Church,Greer,SC,34.938136,-82.227212
Good Shepherd Presbyterian Church PCA,Florence,SC,34.198444,-79.767166
Grace &  Peace Presbyterian Church,Greenville,SC,34.851354,-82.398488
Grace Coastal Presbyterian Church,Okatie,SC,32.345726,-80.89193
Grace Point Presbyterian Church,Irmo,SC,34.085736,-81.18249
Grace Presbyterian Church,Spartanburg,SC,34.949801,-81.932016
Grace Presbyterian Church,Aiken,SC,33.559859,-81.721952
Grace Presbyterian Church,Conway,SC,33.836004,-79.047814
Greenwood Presbyterian Church,Greenwood,SC,34.1954,-82.161788
Hartsville Presbyterian Church,Hartsville,SC,34.374043,-80.073401
Heritage Presbyterian Church,West Columbia,SC,33.993487,-81.073983
Hilton Head Presbyterian Church,Hilton Head Island,SC,32.161849,-80.751262
Hope Community Church PCA,Summerville,SC,33.01867,-80.17627
Hopewell Presbyterian Church,Rock Hill,SC,34.924867,-81.025078
Horizon Church,Greenville,SC,34.851354,-82.398488
Keowee Presbyterian Church,Six Mile,SC,34.80733,-82.820698
Kingstree Presbyterian Church,Kingstree,SC,33.667664,-79.830627
Lebanon Presbyterian Church,Winnsboro,SC,34.380701,-81.086478
Lebanon Presbyterian Church,Abbeville,SC,34.17795,-82.379246
Lexington Presbyterian Church,Lexington,SC,33.980449,-81.237417
Liberty Springs Presbyterian Church Mission,Cross Hill,SC,34.304849,-81.982889
Living Hope,Anderson,SC,34.50686,-82.650626
Longtown Presbyterian Church,Ridgeway,SC,34.307647,-80.960364
McCutchen Memorial Presbyterian Church,Union,SC,34.715194,-81.623746
Metro North Presbyterian Church,Goose Creek,SC,32.996104,-80.038729
Mitchell Road Presbyterian Church,Greenville,SC,34.851354,-82.398488
Mount Calvary Presbyterian Church,Roebuck,SC,34.879568,-81.966214
Mountville Presbyterian Church,Mountville,SC,34.362904,-81.967606
Mouzon Presbyterian Church,Kingstree,SC,33.667664,-79.830627
Mullins Presbyterian Church,Mullins,SC,34.206059,-79.255989
New City Fellowship Mission,Orangeburg,SC,33.49182,-80.855648
New Covenant Church,Anderson,SC,34.50686,-82.650626
New Covenant Presbyterian Church,Aiken,SC,33.559859,-81.721952
New Covenant Presbyterian Church,Manning,SC,33.695232,-80.210781
New Harmony Presbyterian Church,Alcolu,SC,33.751181,-80.212737
New Harmony Presbyterian Church,Fountain Inn,SC,34.68901,-82.195668
New Hope Presbyterian Church,Abbeville,SC,34.17795,-82.379246
Norris Hill Presbyterian Church,Anderson,SC,34.50686,-82.650626
North Augusta Fellowship,North Augusta,SC,33.501803,-81.965115
Northeast Presbyterian Church,Columbia,SC,34.000749,-81.034331
Oakbrook Community Church,Summerville,SC,33.01867,-80.17627
Olivet Presbyterian Church,McConnells,SC,34.868748,-81.227582
Palmetto Hills Presbyterian Church,Simpsonville,SC,34.737064,-82.254283
Point Hope Presbyterian Church,Charleston,SC,32.787601,-79.940273
Powell Presbyterian Church,Spartanburg,SC,34.949801,-81.932016
Providence Presbyterian Church,Spartanburg,SC,34.949801,-81.932016
Redeemer Presbyterian Church,Charleston,SC,32.787601,-79.940273
Redeemer Presbyterian Church,Travelers Rest,SC,34.967617,-82.443455
Redeeming Grace PCA,Lake Wylie,SC,35.108592,-81.042497
Reedy Creek Presbyterian Church,Dillon,SC,34.416539,-79.371395
Reidville Presbyterian Church,Reidville,SC,34.862899,-82.114275
Resurrection Presbyterian Church Mission,Greenville,SC,34.851354,-82.398488
Rivercrest Presbyterian Church,Lexington,SC,33.980449,-81.237417
Rock Bridge Presbyterian Church,Clinton,SC,34.472628,-81.880656
Roebuck Presbyterian Church,Roebuck,SC,34.879568,-81.966214
Rose Hill Presbyterian Church,Columbia,SC,34.000749,-81.034331
Salem Presbyterian Church,Blair,SC,34.421532,-81.39621
Salem Presbyterian Church,Gaffney,SC,35.071795,-81.64982
Sandol Presbyterian Church,Columbia,SC,34.000749,-81.034331
Sardinia Presbyterian Church,New Zion,SC,33.844328,-80.029241
Second Presbyterian Church,Greenville,SC,34.851354,-82.398488
Smyrna Presbyterian Church,Newberry,SC,34.275325,-81.618863
St. Andrews Presbyterian Church,Columbia,SC,34.000749,-81.034331
Surfside Presbyterian Church,Myrtle Beach,SC,33.695646,-78.890041
Temple Presbyterian Church,Clover,SC,35.111289,-81.226581
Trinity Presbyterian Church,Chester,SC,34.704861,-81.214256
Trinity Presbyterian Church,Orangeburg,SC,33.49182,-80.855648
Trinity Presbyterian Church,Lancaster,SC,34.720426,-80.770902
Two Rivers Presbyterian Church,North Charleston,SC,32.85462,-79.97481
Union Memorial Presbyterian Church,Winnsboro,SC,34.380701,-81.086478
Union Presbyterian Church,Salters,SC,33.598498,-79.851461
Watershed Fellowship,Lexington,SC,33.980449,-81.237417
Westminster Presbyterian Church,Rock Hill,SC,34.924867,-81.025078
Westminster Presbyterian Church,Clinton,SC,34.472628,-81.880656
Westminster Presbyterian Church,Sumter,SC,33.920435,-80.341469
Woodruff Road Presbyterian Church,Simpsonville,SC,34.737064,-82.254283
Zion Presbyterian Church,Chester,SC,34.704861,-81.214256
Black Hills Community Church,Rapid City,SD,44.086933,-103.227448
Foothills Community Church,Sturgis,SD,44.409707,-103.509079
Grace Presbyterian Church,Sioux Falls,SD,43.546059,-96.731393
Lennox Ebenezer Presbyterian Church,Lennox,SD,43.354148,-96.891995
Living Hope Community Church,Tea,SD,43.525579,-96.774384
New Covenant Presbyterian Church,Spearfish,SD,44.490817,-103.85937
Pollock Memorial Presbyterian Church,Pollock,SD,45.901383,-100.288457
Reformed Presbyterian Church,Lemmon,SD,45.940834,-102.15932
All Saints Presbyterian Church,Brentwood,TN,36.032569,-86.782524
Arcadia Presbyterian Church,Kingsport,TN,36.550238,-82.559429
Cash Hollow Presbyterian Church ,Johnson City,TN,36.31344,-82.353473
Christ Community Church,Johnson City,TN,36.31344,-82.353473
Christ Community Church,Franklin,TN,35.925206,-86.868942
Christ Covenant Presbyterian Church,Knoxville,TN,35.960395,-83.921026
Christ Presbyterian Church,Sweetwater,TN,35.601464,-84.461039
Christ Presbyterian Church,Nashville,TN,36.162277,-86.774298
Christ Presbyterian Church of Clarksville,Clarksville,TN,36.527761,-87.35887
Christ Presbyterian Church of Fayette County,Somerville,TN,35.243697,-89.350071
Christ the King Church,Louisville,TN,35.821748,-84.047964
City Church of East Nashville,Nashville,TN,36.162277,-86.774298
Cornerstone Presbyterian Church,Franklin,TN,35.925206,-86.868942
Covenant Presbyterian Church,Nashville,TN,36.162277,-86.774298
Covenant Presbyterian Church,Tullahoma,TN,35.362024,-86.209434
Covenant Presbyterian Church,Oak Ridge,TN,36.010356,-84.269645
Covenant Presbyterian Church,Chattanooga,TN,35.045722,-85.309488
Covenant Presbyterian Church at Jackson,Jackson,TN,35.614445,-88.817742
Crossroads of the Nations,Brentwood,TN,36.032569,-86.782524
East Ridge Presbyterian Church,Chattanooga,TN,35.045722,-85.309488
Ebenezer Presbyterian Church,Knoxville,TN,35.960395,-83.921026
Edgemont Presbyterian Church,Bristol,TN,36.594503,-82.188521
Evergreen Presbyterian Church,Sevierville,TN,35.868146,-83.561835
Faith Presbyterian Church,Goodlettsville,TN,36.323107,-86.71333
Fellowship Presbyterian Church,Newport,TN,35.967041,-83.187658
First Presbyterian Church,Chattanooga,TN,35.045722,-85.309488
First Presbyterian Church,Crossville,TN,35.948957,-85.026902
First Presbyterian Church at Dyersburg,Dyersburg,TN,36.034639,-89.38575
Flatrock Community Church,Nashville,TN,36.162277,-86.774298
Grace Community Church PCA,Memphis,TN,35.149022,-90.051629
Grace Presbyterian Church,Cookeville,TN,36.162389,-85.499706
Grace Presbyterian Church,Jasper,TN,35.074245,-85.626079
Grace Presbyterian Church,Troy,TN,36.338677,-89.163957
Grace Presbyterian Church at Jackson,Jackson,TN,35.614445,-88.817742
Grace+Peace Church Chattanooga,Ooltewah,TN,35.074998,-85.062197
Hickory Grove Presbyterian Church,Mt. Juliet,TN,36.200055,-86.518605
Hickory Withe Presbyterian Church,Hickory Withe,TN,35.243833,-89.588522
Hixson Presbyterian Church,Hixson,TN,35.155014,-85.22835
Independent Presbyterian Church,Memphis,TN,35.149022,-90.051629
Korean Sarang Church of Knoxville,Knoxville,TN,35.960395,-83.921026
Lakeway Presbyterian Church,Morristown,TN,36.213981,-83.294892
Lookout Mountain Presbyterian Church,Lookout Mountain,TN,35.020353,-85.36607
Meadow Creek Presbyterian Church,Greeneville,TN,36.163158,-82.830986
Memorial Presbyterian Church,Elizabethton,TN,36.34872,-82.210688
Mercy Presbyterian Church,Franklin,TN,35.925206,-86.868942
Midtown Fellowship Church,Nashville,TN,36.162277,-86.774298
Midway Presbyterian Church,Jonesborough,TN,36.294493,-82.473409
Mosaic Fellowship,Chattanooga,TN,35.045722,-85.309488
Mountain Fellowship,Signal Mountain,TN,35.122348,-85.343697
Mountain View Presbyterian Church,Chattanooga,TN,35.045722,-85.309488
New City Fellowship,Chattanooga,TN,35.045722,-85.309488
New City Fellowship - East Lake,Chattanooga,TN,35.045722,-85.309488
North Shore Fellowship,Chattanooga,TN,35.045722,-85.309488
Parish Presbyterian Church ,Franklin,TN,35.925206,-86.868942
Parks Church PCA,Nashville,TN,36.162277,-86.774298
Princeton Presbyterian Church,Johnson City,TN,36.31344,-82.353473
Red Bank Presbyterian Church,Chattanooga,TN,35.045722,-85.309488
Redeemer Church Murfreesboro,Murfreesboro,TN,35.84604,-86.39211
Redeemer Church of Knoxville,Knoxville,TN,35.960395,-83.921026
Redeemer Fellowship of Nashville,Nashville,TN,36.162277,-86.774298
Redeemer Presbyterian Church,Dickson,TN,36.076653,-87.38701
Redeemer Presbyterian Church,Memphis,TN,35.149022,-90.051629
Restoration Southside Church,Chattanooga,TN,35.045722,-85.309488
Riveroaks Reformed Presbyterian Church,Germantown,TN,35.086758,-89.810086
Smoky Mountain Presbyterian Church,Maryville,TN,35.756472,-83.970459
Southpointe Community Church,Nolensville,TN,35.952285,-86.669441
St. Elmo Presbyterian Church,Chattanooga,TN,35.045722,-85.309488
The Church of Grace Village: A Community of the PCA,Nashville,TN,36.162277,-86.774298
Trinity Church PCA,Collierville,TN,35.042036,-89.664527
Trinity Presbyterian Church,Murfreesboro,TN,35.84604,-86.39211
Trinity Presbyterian Church,Maryville,TN,35.756472,-83.970459
Trinity Presbyterian Church,Cleveland,TN,35.159518,-84.876612
Walnut Hill Presbyterian Church,Bristol,TN,36.594503,-82.188521
Wayside Presbyterian Church,Signal Mountain,TN,35.122348,-85.343697
West End Community Church,Nashville,TN,36.162277,-86.774298
West Hills Presbyterian Church,Harriman,TN,35.933964,-84.552436
West Hills Presbyterian Church,Knoxville,TN,35.960395,-83.921026
Westminster Presbyterian Church,Johnson City,TN,36.31344,-82.353473
Westminster Presbyterian Church,Kingsport,TN,36.550238,-82.559429
Westminster Presbyterian Church,Dayton,TN,35.493959,-85.012454
Woodlands Gathering,Soddy Daisy,TN,35.235903,-85.19079
Zion Presbyterian Church,Columbia,TN,35.615072,-87.035283
Advent Presbyterian Church of Houston,Houston,TX,29.758938,-95.367697
All Saints Presbyterian Church,Austin,TX,30.271129,-97.7437
Austin Grace Presbyterian Church,Austin,TX,30.271129,-97.7437
Bay Area Presbyterian Church,Webster,TX,29.535172,-95.116156
Bethel Church PCA,Dallas,TX,32.776272,-96.796856
Bright Castle Presbyterian Church,Killeen,TX,31.117144,-97.727796
Christ Church,Katy,TX,29.785785,-95.824396
Christ Church - Kerrville,Kerrville,TX,30.047469,-99.140021
Christ Church Georgetown,Georgetown,TX,30.632694,-97.677231
Christ Church New Braunfels,New Braunfels,TX,29.702827,-98.125735
Christ Church San Antonio,San Antonio,TX,29.4246,-98.495141
Christ Community Church in Frisco,Frisco,TX,33.150674,-96.823612
Christ Evangelical Presbyterian Church,Houston,TX,29.758938,-95.367697
Christ Presbyterian Church,Victoria,TX,28.820293,-96.984865
Christ Presbyterian Church of Huntsville,Huntsville,TX,30.723526,-95.550777
Christ the King,DeSoto,TX,32.589858,-96.856945
Christ the King Presbyterian Church,Houston,TX,29.758938,-95.367697
Christ the King Presbyterian Church,El Paso,TX,31.775415,-106.464634
Christ the King Presbyterian Church,Austin,TX,30.271129,-97.7437
Colleyville Presbyterian Church,Colleyville,TX,32.88096,-97.155012
Cornerstone Church of Houston,Houston,TX,29.758938,-95.367697
Covenant Presbyterian Church,Houston,TX,29.758938,-95.367697
Covenant Presbyterian Church,Harlingen,TX,26.190824,-97.695979
Covenant Presbyterian Church,Lufkin,TX,31.338624,-94.728856
Cristo Rey,Dallas,TX,32.776272,-96.796856
CrossPointe Church,Austin,TX,30.271129,-97.7437
Dallas Dream Church,Carrollton,TX,32.953735,-96.890282
Denton Presbyterian Church,Denton,TX,33.215039,-97.133052
Dios Con Nosotros Iglesia Presbiteriana,Edinburg,TX,26.301398,-98.16245
El Buen Pastor,Dallas,TX,32.776272,-96.796856
Emmanuel Presbyterian Church,Cedar Park,TX,30.521712,-97.827833
Faith Community Church,Pearland,TX,29.563976,-95.28643
Faith Presbyterian Church,San Antonio,TX,29.4246,-98.495141
Faith Presbyterian Church,Paris,TX,33.661796,-95.555513
Fifth Street Presbyterian Church,Tyler,TX,32.35126,-95.301062
Fort Worth Presbyterian Church,Fort Worth,TX,32.753177,-97.332746
Global Presbyterian Church,Katy,TX,29.785785,-95.824396
Grace and Peace Presbyterian Church,Anna,TX,33.34928,-96.54938
Grace Community Presbyterian Church,Fort Worth,TX,32.753177,-97.332746
Grace Presbyterian Church,The Woodlands,TX,30.173419,-95.504686
Grace Presbyterian Church,McAllen,TX,26.204369,-98.230082
Grace+Peace Presbyterian Church of Austin,Austin,TX,30.271129,-97.7437
Hill Country PCA Mission,Killeen,TX,31.117144,-97.727796
Hope Presbyterian Church,New Braunfels,TX,29.702827,-98.125735
Hope Presbyterian Church of Dallas,Carrollton,TX,32.953735,-96.890282
Hosanna Community Church,Tomball,TX,30.097162,-95.616055
Houston Church for the Lord,Webster,TX,29.535172,-95.116156
Iglesia La Vid,Laredo,TX,27.5237,-99.497352
Joyful Community Church of Texas,Katy,TX,29.785785,-95.824396
King's Cross Cypress,Cypress,TX,29.969112,-95.697169
Korean Faith Presbyterian Church of Houston,Houston,TX,29.758938,-95.367697
Korean Grace Presbyterian Church of Corpus Christi,Corpus Christi,TX,27.795148,-97.394205
Korean Open Door Presbyterian Church,Houston,TX,29.758938,-95.367697
Korean Presbyterian Church of Houston,Houston,TX,29.758938,-95.367697
Lakeside Presbyterian Church,Southlake,TX,32.941236,-97.134178
Lakewood Presbyterian Church,Dallas,TX,32.776272,-96.796856
Las Tierras Community Church,El Paso,TX,31.775415,-106.464634
Mercy Presbyterian Church,Dallas,TX,32.776272,-96.796856
Metrocrest Presbyterian Church,Carrollton,TX,32.953735,-96.890282
New City Fellowship Dallas,Dallas,TX,32.776272,-96.796856
New City Presbyterian Church,Celina,TX,33.323898,-96.785342
New Covenant Presbyterian Church,Dallas,TX,32.776272,-96.796856
New Somang Presbyterian Church,Bryan,TX,30.674364,-96.369963
New St. Peter's Presbyterian Church,Dallas,TX,32.776272,-96.796856
Oaklawn Presbyterian Church,Houston,TX,29.758938,-95.367697
Park Cities Presbyterian Church,Dallas,TX,32.776272,-96.796856
Providence Presbyterian Church,Midland,TX,31.997366,-102.077948
Providence Presbyterian Church,Sugar Land,TX,29.619679,-95.634946
Providence Presbyterian Church,Dallas,TX,32.776272,-96.796856
Providence Presbyterian Church,Lubbock,TX,33.563521,-101.879336
Redeemer Arlington,Arlington,TX,32.735582,-97.107119
Redeemer Mission Church,College Station,TX,30.595529,-96.307104
Redeemer Presbyterian,Tyler,TX,32.35126,-95.301062
Redeemer Presbyterian Church,Temple,TX,31.098207,-97.342785
Redeemer Presbyterian Church,Austin,TX,30.271129,-97.7437
Redeemer Presbyterian Church,McKinney,TX,33.19765,-96.615447
Redeemer Presbyterian Church,Waco,TX,31.549333,-97.14667
Redeemer Presbyterian Church,San Antonio,TX,29.4246,-98.495141
Redeemer Presbyterian Church,Amarillo,TX,35.207219,-101.833825
Redeemer Sugar Land,Sugar Land,TX,29.619679,-95.634946
Reformed Presbyterian Church,Beaumont,TX,30.086046,-94.101846
Riverside Church,Beaumont,TX,30.086046,-94.101846
Rockwall Presbyterian Church,Rockwall,TX,32.931234,-96.459709
Southside Community Church,Corpus Christi,TX,27.795148,-97.394205
Southwest Presbyterian Church,Houston,TX,29.758938,-95.367697
Spring Cypress Presbyterian Church,Spring,TX,30.079883,-95.417255
