,name,addr,lat,lon
1209,Christ Church,Syracuse,NY,43.048122,-76.147424
1210,Church of the Redeemer,Cortland,NY,42.601181,-76.180484
1211,City Fellowship Church,New York,NY,40.750183,-73.983759
1212,Comunidade Crista Presbiteriana,Mineola,NY,40.749268,-73.640685
1213,Covenant Church,Whitestone,NY,40.780362,-73.807284
1214,Covenant of Faith Church,Jericho,NY,40.792044,-73.539848
1215,Covenant of Grace Church,Briarwood,NY,40.712178,-73.812494
1216,Duanesburg Reformed Presbyterian Church,Duanesburg,NY,42.76202,-74.133738
1217,Emmanuel Presbyterian Church,New York,NY,40.750183,-73.983759
1218,Exilic Church,New York,NY,40.750183,-73.983759
1219,Faith Church of Westchester,White Plains,NY,41.033986,-73.76291
1220,First Presbyterian Church,Schenectady,NY,42.814243,-73.939569
1221,Gospel Center Church,Little Neck,NY,40.76692,-73.730596
1222,Grace Church,Rochester,NY,43.157285,-77.615214
1223,Grace Presbyterian Church,Water Mill,NY,40.905934,-72.362029
1224,Hope Church,Ballston Spa,NY,43.000909,-73.849011
1225,Immanuel Presbyterian Church,Floral Park,NY,40.7247,-73.704802
1226,King's Cross Church,Flushing,NY,40.76543,-73.817429
1227,Korean Presbyterian Church of Southern New York,Woodside,NY,40.755284,-73.908652
1228,Living Faith Community Church,Flushing,NY,40.76543,-73.817429
1229,New City Fellowship Beechwood,Rochester,NY,43.157285,-77.615214
1230,New Heart Mission Church,Hicksville,NY,40.768193,-73.523821
1231,New Hope Presbyterian Church,Vestal,NY,42.085075,-76.053813
1232,New Life Presbyterian Church,Ithaca,NY,42.439604,-76.496802
1233,New Life Presbyterian Church,Canton,NY,44.595616,-75.169094
1234,New York Kwang Yeom Presbyterian,Whitestone,NY,40.780362,-73.807284
1235,North Shore Community Church,Oyster Bay,NY,40.872552,-73.530516
1236,Presbyterian Church of Wellsville,Wellsville,NY,42.122013,-77.948058
1237,Redeemer East Harlem,New York,NY,40.750183,-73.983759
1238,Redeemer Presbyterian Church Downtown,New York,NY,40.750183,-73.983759
1239,Redeemer Presbyterian Church East Side,New York,NY,40.750183,-73.983759
1240,Redeemer Presbyterian Church West Side,New York,NY,40.750183,-73.983759
1241,Redeemer Reformed Presbyterian Church,Queensbury,NY,43.361853,-73.665245
1242,Savior Presbyterian Church,Flushing,NY,40.76543,-73.817429
1243,Sekwang Korean Presbyterian Church,Pleasantville,NY,40.794537,-73.93382
1244,Storefront Church-Mission,New York,NY,40.750183,-73.983759
1245,The Well - Mission Church,New York,NY,40.750183,-73.983759
1246,Trinity Presbyterian Church,Mt. Kisco,NY,41.204262,-73.727076
1247,Uptown Community Church,New York,NY,40.750183,-73.983759
1248,Westminster Presbyterian Church,Rock Tavern,NY,41.466205,-74.191259
1249,Yebon Church of New York,Flushing,NY,40.76543,-73.817429
1250,Christ Presbyterian Church,Kent,OH,41.153667,-81.357886
1251,Cornerstone Presbyterian Church,Boardman,OH,41.024226,-80.662853
1252,Faith Presbyterian Church,Akron,OH,41.083064,-81.518485
1253,Faith Presbyterian Church,Cincinnati,OH,39.101454,-84.51246
1254,First Evangelical Presbyterian Church,East Liverpool,OH,40.618676,-80.577293
1255,Grace Central Presbyterian Church,Columbus,OH,39.96226,-83.000707
1256,Grace Presbyterian Church of the Western Reserve,Hudson,OH,41.240056,-81.440667
1257,Harvest Presbyterian Church,Medina,OH,41.138388,-81.863747
1258,Hope Presbyterian Church,Columbus,OH,39.96226,-83.000707
1259,King's Cross Presbyterian Church,Waynesville,OH,39.529782,-84.086601
1260,Korean Central Presbyterian Church of Cincinnati,Cincinnati,OH,39.101454,-84.51246
1261,Living Hope PCA,Fairfield Twp,OH,39.345895,-84.560503
1262,New City Presbyterian Church,Hilliard,OH,40.033814,-83.159611
1263,New City Presbyterian Church,Cincinnati,OH,39.101454,-84.51246
1264,North Cincinnati Community Church,Cincinnati,OH,39.101454,-84.51246
1265,Northwest Presbyterian Church,Dublin,OH,40.099229,-83.114077
1266,Redeemer Church,Mason,OH,39.360059,-84.309939
1267,Redeemer Church PCA,Hudson,OH,41.240056,-81.440667
1268,Resurrection Presbyterian Church,Strongsville,OH,41.314473,-81.83511
1269,South Dayton Presbyterian Church,Dayton,OH,39.758948,-84.191607
1270,St. John Church,Cincinnati,OH,39.101454,-84.51246
1271,Story Church, Mayfield,Mayfield Heights,OH,41.519219,-81.457896
1272,Story Presbyterian Church,Westerville,OH,40.126139,-82.929529
1273,The Granville Chapel,Granville,OH,40.068119,-82.519604
1274,The Heights Presbyterian Church,Cleveland,OH,41.505161,-81.693445
1275,Trinity Church PCA,North Canton,OH,40.875891,-81.402336
1276,Veto Presbyterian Church,Vincent,OH,41.420321,-82.115982
1277,Walnut Creek Presbyterian Church,Gahanna,OH,40.019563,-82.879136
1278,Zion Reformed Church,Winesburg,OH,40.61645,-81.695128
1279,Christ Presbyterian Church,Tulsa,OK,36.155681,-95.992911
1280,Christ Presbyterian Church of Claremore,Claremore,OK,36.312601,-95.616069
1281,Christ the King Presbyterian Church,Norman,OK,35.222572,-97.439482
1282,City Presbyterian Church,Oklahoma City,OK,35.472989,-97.517054
1283,First Reformed Presbyterian Church,Minco,OK,35.312837,-97.944491
1284,Grace & Peace Presbyterian Church,Tulsa,OK,36.155681,-95.992911
1285,Grace Presbyterian Church,Stillwater,OK,36.115631,-97.058572
1286,Heritage Presbyterian Church,Edmond,OK,35.657137,-97.464904
1287,Hope Presbyterian Church,Bartlesville,OK,36.749486,-95.978297
1288,King's Cross Church,Edmond,OK,35.657137,-97.464904
1289,Na Nu Rie Presbyterian Church of Lawton,Lawton,OK,34.608685,-98.390331
1290,New City Fellowship,Tulsa,OK,36.155681,-95.992911
1291,Redeemer Presbyterian Church,Edmond,OK,35.657137,-97.464904
1292,RiverOaks Presbyterian Church,Tulsa,OK,36.155681,-95.992911
1293,Shawnee Presbyterian Church,Shawnee,OK,35.208095,-97.433495
1294,Three Rivers Church (PCA),Grove,OK,36.593686,-94.769119
1295,Trinity Presbyterian Church,Owasso,OK,36.26597,-95.854856
1296,Christ Church Toronto,Toronto,ON,43.653482,-79.383935
1297,Grace Toronto Church,Toronto,ON,43.653482,-79.383935
1298,Grace Toronto Japanese Mission,Toronto,ON,43.653482,-79.383935
1299,Grace Valley Church,Dundas,ON,43.264,-79.9535
1300,KW Redeemer,Kitchener,ON,43.451291,-80.492782
1301,New City Church,Hamilton,ON,43.25608,-79.872858
1302,New City Church Newmarket,Newmarket,ON,44.056258,-79.461708
1303,Providence Community Church,St. Catharines,ON,43.157981,-79.2441
1304,Resurrection Church,Ottawa,ON,45.421143,-75.690057
1305,Ascension Presbyterian Church,Hillsboro,OR,45.522894,-122.989827
1306,Chehalem Valley Presbyterian Church,Newberg,OR,45.300347,-122.972751
1307,City Church,Eugene,OR,44.050505,-123.095051
1308,Evergreen Presbyterian Church,Beaverton,OR,45.487172,-122.80378
1309,Evergreen Presbyterian Church,Salem,OR,44.939157,-123.033121
1310,Hope Presbyterian Church,Portland,OR,45.520247,-122.674195
1311,Medford Korean Presbyterian Church,Medford,OR,42.326418,-122.871861
1312,Oaks Parish,Portland,OR,45.520247,-122.674195
1313,Oregon Eden Presbyterian Church,Aloha,OR,45.494284,-122.867045
1314,Berean Presbyterian Church,Ellwood City,PA,40.86173,-80.286452
1315,Bethany Presbyterian Church,Oxford,PA,42.00613,-4.52625
1316,Bridge Community Church,Philadelphia,PA,39.952724,-75.163526
1317,Bridge Community Church,Easton,PA,40.691608,-75.209987
1318,Calvary Presbyterian Church,Willow Grove,PA,40.143999,-75.115729
1319,Calvin Presbyterian Church,North Huntingdon,PA,40.322428,-79.728963
1320,Carlisle Reformed Presbyterian Church,Carlisle,PA,40.201499,-77.189078
1321,Chapel Presbyterian Church,Beaver,PA,40.69539,-80.304789
1322,Cheltenham Presbyterian Church,Cheltenham,PA,40.060945,-75.094063
1323,Christ Covenant PCA,Seneca,PA,43.207088999999996,-77.62321750000001
1324,Christ Covenant Presbyterian Church,Warminster,PA,40.206775,-75.099616
1325,Christ Presbyterian Church,Beaver Falls,PA,40.75201,-80.31923
1326,Christ Reformed Church,Alexandria,PA,40.556459,-78.097785
1327,Christ the King Presbyterian Church,Philadelphia,PA,39.952724,-75.163526
1328,Christ The King Presbyterian Church,Conshohocken,PA,40.079277,-75.301571
1329,Church Without Walls Mission,Willow Grove,PA,40.143999,-75.115729
1330,City Line Church,Bala Cynwyd,PA,40.007613,-75.23407
1331,City Reformed Presbyterian Church,Pittsburgh,PA,40.441694,-79.990086
1332,Cornerstone Presbyterian Church,Lansdale,PA,40.241495,-75.283786
1333,Cornerstone Presbyterian Church,Center Valley,PA,40.529266,-75.393236
1334,Cornerstone Presbyterian Church,Landenberg,PA,39.777333,-75.771326
1335,Covenant Community Presbyterian Church,Wexford,PA,40.626456,-80.055891
1336,Covenant Presbyterian Church,Harleysville,PA,40.279548,-75.387121
1337,Covenant Presbyterian Church,Doylestown,PA,40.310045,-75.130459
1338,Cresheim Valley Church,Philadelphia,PA,39.952724,-75.163526
1339,CrossPointe Church,Media,PA,39.916778,-75.387693
1340,Crossroads Community Church,Upper Darby,PA,39.954365,-75.265156
1341,Darlington Reformed Presbyterian Church,Darlington,PA,41.871521,-71.356638
1342,Disciple Community Church in Philadelphia,Conshohocken,PA,40.079277,-75.301571
1343,Emmanuel Church in Philadelphia,Philadelphia,PA,39.952724,-75.163526
1344,Fairview Reformed Presbyterian Church,Industry,PA,40.64451,-80.416176
1345,Faith Presbyterian Church,Fairless Hills,PA,40.179554,-74.855164
1346,Faith Reformed Church,Erie,PA,42.129471,-80.08527
1347,Faith Reformed Presbyterian Church,Quarryville,PA,39.897047,-76.163566
1348,First Korean Church in PCA,Dillsburg,PA,40.110941,-77.035806
1349,First Reformed Presbyterian Church,Pittsburgh,PA,40.441694,-79.990086
1350,Gospel Fellowship Presbyterian Church,Valencia,PA,32.705779,-117.07893
1351,Grace & Peace Presbyterian Church,Royersford,PA,40.184269,-75.537964
1352,Grace and Peace Community Church,Philadelphia,PA,39.952724,-75.163526
1353,Grace and Peace Presbyterian Church,Pittsburgh,PA,40.441694,-79.990086
1354,Grace and Truth Church of Dubois,DuBois,PA,41.118651,-78.762234
1355,Gracepoint Church,Erdenheim,PA,40.092055,-75.213789
1356,Gracepoint North Church,North Wales,PA,40.21094,-75.278232
1357,Greene Valley Presbyterian Church,Carmichaels,PA,39.896743,-79.974499
1358,Hanover Valley Presbyterian Church,Hanover,PA,39.806325,-76.984274
1359,Harvest Presbyterian Church,Lancaster,PA,40.03813,-76.305669
1360,Hershey Presbyterian Church,Hummelstown,PA,40.265368,-76.708303
1361,Hillcrest Presbyterian Church,Volant,PA,41.113671,-80.258952
1362,Hope Church,Moosic,PA,41.353413,-75.738248
1363,Hope MontCo,Ambler,PA,40.154554,-75.221565
1364,Hope Presbyterian Church,Garnet Valley,PA,39.835053,-75.487394
1365,Hope Reformed Presbyterian Church,Shippensburg,PA,40.05072,-77.520549
1366,Iron Works Church,Phoenixville,PA,40.130382,-75.514913
1367,Iron Works Church West Chester,West Chester,PA,39.959721,-75.605964
1368,Kiski Valley Presbyterian Church,Leechburg,PA,40.627107,-79.605919
1369,Korean Saints Presbyterian Church,Warminster,PA,40.206775,-75.099616
1370,Korean United Church of Philadelphia,Philadelphia,PA,39.952724,-75.163526
1371,Lansdale Presbyterian Church,Hatfield,PA,40.279637,-75.299578
1372,Laurel Highlands Presbyterian Church,Bovard,PA,40.319791,-79.503373
1373,Lebanon Valley Presbyterian Church,Lebanon,PA,40.342968,-76.423382
1374,Lehigh Valley Presbyterian Church,Allentown,PA,40.602206,-75.471279
1375,Liberti Church Fairmount,Philadelphia,PA,39.952724,-75.163526
1376,Liberti Church of the River Wards,Philadelphia,PA,39.952724,-75.163526
1377,Manor Presbyterian Church,Cochranville,PA,39.891773,-75.921613
1378,Meadowcroft Presbyterian Church,West Chester,PA,39.959721,-75.605964
1379,Middlesex Presbyterian Church,Butler,PA,40.861021,-79.895225
1380,Mosaic Community Church,Jeanette,PA,40.194475,-75.042205
1381,Murrysville Community Church,Murrysville,PA,40.428402,-79.697545
1382,Nak Won Presbyterian Mission,Dresher,PA,40.140943,-75.166841
1383,New Covenant Fellowship,Mechanicsburg,PA,40.210197,-77.004728
1384,New Covenant Presbyterian Church,Monroeville,PA,40.42118,-79.788103
1385,New Life Church of Philadelphia,Philadelphia,PA,39.952724,-75.163526
1386,New Life Presbyterian Church,Dresher,PA,40.140943,-75.166841
1387,New Life Presbyterian Church,Glenside,PA,40.102333,-75.15212
1388,New Life Presbyterian Church,Harrison City,PA,40.354236,-79.648376
1389,New Life Presbyterian Church,York,PA,39.962398,-76.727392
1390,New Life Presbyterian Church of Hopewell Township,Aliquippa,PA,40.610239,-80.267726
1391,Northeast Community Church,Philadelphia,PA,39.952724,-75.163526
1392,Oakwood Presbyterian Church,State College,PA,40.79445,-77.861639
1393,Olive Street Presbyterian Church,Coatesville,PA,39.983162,-75.823836
1394,Philadelphia Bible Reformed Church,Wynnewood,PA,40.002851,-75.270747
1395,Philadelphia Korean Presbyterian Church,Philadelphia,PA,39.952724,-75.163526
1396,Pilgrim Church,Philadelphia,PA,39.952724,-75.163526
1397,Pilgrim Presbyterian Mission,Scottdale,PA,40.100351,-79.586984
1398,Pioneer Presbyterian Church,Ligonier,PA,40.243097,-79.237636
1399,Pittsburgh Korean Church,Wexford,PA,40.626456,-80.055891
1400,Presbyterian Church of Pitcairn,Pitcairn,PA,40.403125,-79.778102
1401,Proclamation Presbyterian Church,Bryn Mawr,PA,40.025085,-75.328222
1402,Proclamation Presbyterian Church,Mount Joy,PA,40.109856,-76.503341
1403,Providence Presbyterian Church,Pittsburgh,PA,40.441694,-79.990086
1404,Providence Presbyterian Church,York,PA,39.962398,-76.727392
1405,Providence Presbyterian Church,Quakertown,PA,40.441768,-75.341567
1406,Redeemer Presbyterian Church,Chambersburg,PA,39.94059,-77.659862
1407,Redemption Hill Church PCA,Jefferson Hills,PA,40.291181,-79.931994
1408,Reformed Presbyterian Church,Ephrata,PA,40.179911,-76.178924
1409,Reformed Presbyterian Church of Slate Lick,Kittanning,PA,40.816453,-79.521989
1410,Renewal Presbyterian Church ,Philadelphia,PA,39.952724,-75.163526
1411,Renewal Presbyterian Church of the Main Line,Bryn Mawr,PA,40.025085,-75.328222
1412,Restoration Presbyterian Church,Upper Chichester,PA,39.843552,-75.425904
1413,Resurrection Indiana,Indiana,PA,40.621455,-79.152535
1414,Rock of Israel Messianic Congregation,Philadelphia,PA,39.952724,-75.163526
1415,Rocky Springs Presbyterian Church,Harrisville,PA,41.136734,-80.009244
1416,Sarang Nanum Community Church,Ambler,PA,40.154554,-75.221565
1417,Second City Church,Harrisburg,PA,40.266311,-76.886112
1418,Springton Lake Presbyterian Church,Newtown Square,PA,39.986812,-75.400763
1419,St. Stephen Reformed Church,New Holland,PA,40.17027,-75.05464
1420,State College Korean Church,State College,PA,40.79445,-77.861639
1421,Stillwaters Presbyterian Church, PCA,West Grove,PA,39.821719,-75.826712
1422,Tenth Presbyterian Church,Philadelphia,PA,39.952724,-75.163526
1423,Third Reformed Presbyterian Church,Philadelphia,PA,39.952724,-75.163526
1424,Trinity Presbyterian Church,Harrisburg,PA,40.266311,-76.886112
1425,Trinity Presbyterian Church,Johnstown,PA,40.326741,-78.92197
1426,View Crest Presbyterian Church,Eighty Four,PA,40.182717,-80.133146
1427,Washington Presbyterian Church,Washington,PA,40.17396,-80.246171
1428,West Erie Presbyterian Church,Erie,PA,42.129471,-80.08527
1429,West Valley Presbyterian Church,Wescosville,PA,40.566764,-75.552963
1430,Westminster Presbyterian Church,Butler,PA,40.861021,-79.895225
1431,Westminster Presbyterian Church,Lancaster,PA,40.03813,-76.305669
1432,Wheatland Presbyterian Church,Lancaster,PA,40.03813,-76.305669
1433,Christ Our Hope Presbyterian Church,Charlestown,RI,41.383157,-71.641729
1434,Trinity Presbyterian Church,Providence,RI,41.823989,-71.412834
1435,Aimwell Presbyterian Church,Ridgeway,SC,34.307647,-80.960364
1436,Andrews Presbyterian Church,Andrews,SC,33.451278,-79.560897
1437,Antioch Presbyterian Church,Woodruff,SC,34.73957,-82.037047
1438,Bethel Presbyterian Church,Clover,SC,35.111289,-81.226581
1439,Blue Ridge Presbyterian Church,Greer,SC,34.938136,-82.227212
1440,Blythewood Presbyterian Church,Blythewood,SC,34.214316,-80.973977
1441,Bullock Creek Presbyterian Church,Sharon,SC,34.950967,-81.340916
1442,Center Point Presbyterian Church,Moore,SC,34.833452,-81.992046
1443,Central Presbyterian Church,Kingstree,SC,33.667664,-79.830627
1444,Chapin Presbyterian Church,Chapin,SC,34.16598,-81.349821
1445,Christ Church Presbyterian,Charleston,SC,32.787601,-79.940273
1446,Christ Community Church,Batesburg-Leesville,SC,33.910143,-81.537326
1447,Christ Community Church,Simpsonville,SC,34.737064,-82.254283
1448,Christ Covenant Church,Columbia,SC,34.000749,-81.034331
1449,Christ Ridge Presbyterian Church,Fort Mill,SC,35.00737,-80.945076
1450,Church Creek Presbyterian Church,Charleston,SC,32.787601,-79.940273
1451,Clemson Presbyterian Church,Clemson,SC,34.685075,-82.836411
1452,Columbia Agape Presbyterian Church,Columbia,SC,34.000749,-81.034331
1453,Columbia Presbyterian Church,Columbia,SC,34.000749,-81.034331
1454,Columbia Presbyterian Mission,Columbia,SC,34.000749,-81.034331
1455,Cornerstone Presbyterian Church,Columbia,SC,34.000749,-81.034331
1456,Covenant Community Church,Lexington,SC,33.980449,-81.237417
1457,Covenant Presbyterian Church,Easley,SC,34.826928,-82.581705
1458,Crossgate Church,Seneca,SC,34.686532,-82.952729
1459,Downtown Presbyterian Church,Greenville,SC,34.851354,-82.398488
1460,Eastbridge Presbyterian Church,Mount Pleasant,SC,32.794065,-79.862585
1461,Eastside Presbyterian Church,Greenville,SC,34.851354,-82.398488
1462,Eau Claire Presbyterian Church,Columbia,SC,34.000749,-81.034331
1463,Emmanuel Upstate Presbyterian Church Mission,Taylors,SC,34.920395,-82.296227
1464,Fairview Presbyterian Church,Fountain Inn,SC,34.68901,-82.195668
1465,Faith Presbyterian Church,Cheraw,SC,34.697656,-79.883397
1466,Faith Presbyterian Church,Florence,SC,34.198444,-79.767166
1467,Faith Presbyterian Church,Myrtle Beach,SC,33.695646,-78.890041
1468,Faith Presbyterian Church,Irmo,SC,34.085736,-81.18249
1469,Fellowship Presbyterian Church,Greer,SC,34.938136,-82.227212
1470,Filbert Presbyterian Church,York,SC,34.994065,-81.24214
1471,First Presbyterian Church,Dillon,SC,34.416539,-79.371395
1472,First Scots Presbyterian Church,Beaufort,SC,32.431581,-80.669829
1473,Friendship Presbyterian Church,Laurens,SC,34.498925,-82.015636
1474,Fulton Presbyterian Church,Greer,SC,34.938136,-82.227212
1475,Good Shepherd Presbyterian Church PCA,Florence,SC,34.198444,-79.767166
1476,Grace &  Peace Presbyterian Church,Greenville,SC,34.851354,-82.398488
1477,Grace Coastal Presbyterian Church,Okatie,SC,32.345726,-80.89193
1478,Grace Point Presbyterian Church,Irmo,SC,34.085736,-81.18249
1479,Grace Presbyterian Church,Spartanburg,SC,34.949801,-81.932016
1480,Grace Presbyterian Church,Aiken,SC,33.559859,-81.721952
1481,Grace Presbyterian Church,Conway,SC,33.836004,-79.047814
1482,Greenwood Presbyterian Church,Greenwood,SC,34.1954,-82.161788
1483,Hartsville Presbyterian Church,Hartsville,SC,34.374043,-80.073401
1484,Heritage Presbyterian Church,West Columbia,SC,33.993487,-81.073983
1485,Hilton Head Presbyterian Church,Hilton Head Island,SC,32.161849,-80.751262
1486,Hope Community Church PCA,Summerville,SC,33.01867,-80.17627
1487,Hopewell Presbyterian Church,Rock Hill,SC,34.924867,-81.025078
1488,Horizon Church,Greenville,SC,34.851354,-82.398488
1489,Keowee Presbyterian Church,Six Mile,SC,34.80733,-82.820698
1490,Kingstree Presbyterian Church,Kingstree,SC,33.667664,-79.830627
1491,Lebanon Presbyterian Church,Winnsboro,SC,34.380701,-81.086478
1492,Lebanon Presbyterian Church,Abbeville,SC,34.17795,-82.379246
1493,Lexington Presbyterian Church,Lexington,SC,33.980449,-81.237417
1494,Liberty Springs Presbyterian Church Mission,Cross Hill,SC,34.304849,-81.982889
1495,Living Hope,Anderson,SC,34.50686,-82.650626
1496,Longtown Presbyterian Church,Ridgeway,SC,34.307647,-80.960364
1497,McCutchen Memorial Presbyterian Church,Union,SC,34.715194,-81.623746
1498,Metro North Presbyterian Church,Goose Creek,SC,32.996104,-80.038729
1499,Mitchell Road Presbyterian Church,Greenville,SC,34.851354,-82.398488
1500,Mount Calvary Presbyterian Church,Roebuck,SC,34.879568,-81.966214
1501,Mountville Presbyterian Church,Mountville,SC,34.362904,-81.967606
1502,Mouzon Presbyterian Church,Kingstree,SC,33.667664,-79.830627
1503,Mullins Presbyterian Church,Mullins,SC,34.206059,-79.255989
1504,New City Fellowship Mission,Orangeburg,SC,33.49182,-80.855648
1505,New Covenant Church,Anderson,SC,34.50686,-82.650626
1506,New Covenant Presbyterian Church,Aiken,SC,33.559859,-81.721952
1507,New Covenant Presbyterian Church,Manning,SC,33.695232,-80.210781
1508,New Harmony Presbyterian Church,Alcolu,SC,33.751181,-80.212737
1509,New Harmony Presbyterian Church,Fountain Inn,SC,34.68901,-82.195668
1510,New Hope Presbyterian Church,Abbeville,SC,34.17795,-82.379246
1511,Norris Hill Presbyterian Church,Anderson,SC,34.50686,-82.650626
1512,North Augusta Fellowship,North Augusta,SC,33.501803,-81.965115
1513,Northeast Presbyterian Church,Columbia,SC,34.000749,-81.034331
1514,Oakbrook Community Church,Summerville,SC,33.01867,-80.17627
1515,Olivet Presbyterian Church,McConnells,SC,34.868748,-81.227582
1516,Palmetto Hills Presbyterian Church,Simpsonville,SC,34.737064,-82.254283
1517,Point Hope Presbyterian Church,Charleston,SC,32.787601,-79.940273
1518,Powell Presbyterian Church,Spartanburg,SC,34.949801,-81.932016
1519,Providence Presbyterian Church,Spartanburg,SC,34.949801,-81.932016
1520,Redeemer Presbyterian Church,Charleston,SC,32.787601,-79.940273
1521,Redeemer Presbyterian Church,Travelers Rest,SC,34.967617,-82.443455
1522,Redeeming Grace PCA,Lake Wylie,SC,35.108592,-81.042497
1523,Reedy Creek Presbyterian Church,Dillon,SC,34.416539,-79.371395
1524,Reidville Presbyterian Church,Reidville,SC,34.862899,-82.114275
1525,Resurrection Presbyterian Church Mission,Greenville,SC,34.851354,-82.398488
1526,Rivercrest Presbyterian Church,Lexington,SC,33.980449,-81.237417
1527,Rock Bridge Presbyterian Church,Clinton,SC,34.472628,-81.880656
1528,Roebuck Presbyterian Church,Roebuck,SC,34.879568,-81.966214
1529,Rose Hill Presbyterian Church,Columbia,SC,34.000749,-81.034331
1530,Salem Presbyterian Church,Blair,SC,34.421532,-81.39621
1531,Salem Presbyterian Church,Gaffney,SC,35.071795,-81.64982
1532,Sandol Presbyterian Church,Columbia,SC,34.000749,-81.034331
1533,Sardinia Presbyterian Church,New Zion,SC,33.844328,-80.029241
1534,Second Presbyterian Church,Greenville,SC,34.851354,-82.398488
1535,Smyrna Presbyterian Church,Newberry,SC,34.275325,-81.618863
1536,St. Andrews Presbyterian Church,Columbia,SC,34.000749,-81.034331
1537,Surfside Presbyterian Church,Myrtle Beach,SC,33.695646,-78.890041
1538,Temple Presbyterian Church,Clover,SC,35.111289,-81.226581
1539,Trinity Presbyterian Church,Chester,SC,34.704861,-81.214256
1540,Trinity Presbyterian Church,Orangeburg,SC,33.49182,-80.855648
1541,Trinity Presbyterian Church,Lancaster,SC,34.720426,-80.770902
1542,Two Rivers Presbyterian Church,North Charleston,SC,32.85462,-79.97481
1543,Union Memorial Presbyterian Church,Winnsboro,SC,34.380701,-81.086478
1544,Union Presbyterian Church,Salters,SC,33.598498,-79.851461
1545,Watershed Fellowship,Lexington,SC,33.980449,-81.237417
1546,Westminster Presbyterian Church,Rock Hill,SC,34.924867,-81.025078
1547,Westminster Presbyterian Church,Clinton,SC,34.472628,-81.880656
1548,Westminster Presbyterian Church,Sumter,SC,33.920435,-80.341469
1549,Woodruff Road Presbyterian Church,Simpsonville,SC,34.737064,-82.254283
1550,Zion Presbyterian Church,Chester,SC,34.704861,-81.214256
1551,Black Hills Community Church,Rapid City,SD,44.086933,-103.227448
1552,Foothills Community Church,Sturgis,SD,44.409707,-103.509079
1553,Grace Presbyterian Church,Sioux Falls,SD,43.546059,-96.731393
1554,Lennox Ebenezer Presbyterian Church,Lennox,SD,43.354148,-96.891995
1555,Living Hope Community Church,Tea,SD,43.525579,-96.774384
1556,New Covenant Presbyterian Church,Spearfish,SD,44.490817,-103.85937
1557,Pollock Memorial Presbyterian Church,Pollock,SD,45.901383,-100.288457
1558,Reformed Presbyterian Church,Lemmon,SD,45.940834,-102.15932
1559,All Saints Presbyterian Church,Brentwood,TN,36.032569,-86.782524
1560,Arcadia Presbyterian Church,Kingsport,TN,36.550238,-82.559429
1561,Cash Hollow Presbyterian Church ,Johnson City,TN,36.31344,-82.353473
1562,Christ Community Church,Johnson City,TN,36.31344,-82.353473
1563,Christ Community Church,Franklin,TN,35.925206,-86.868942
1564,Christ Covenant Presbyterian Church,Knoxville,TN,35.960395,-83.921026
1565,Christ Presbyterian Church,Sweetwater,TN,35.601464,-84.461039
1566,Christ Presbyterian Church,Nashville,TN,36.162277,-86.774298
1567,Christ Presbyterian Church of Clarksville,Clarksville,TN,36.527761,-87.35887
1568,Christ Presbyterian Church of Fayette County,Somerville,TN,35.243697,-89.350071
1569,Christ the King Church,Louisville,TN,35.821748,-84.047964
1570,City Church of East Nashville,Nashville,TN,36.162277,-86.774298
1571,Cornerstone Presbyterian Church,Franklin,TN,35.925206,-86.868942
1572,Covenant Presbyterian Church,Nashville,TN,36.162277,-86.774298
1573,Covenant Presbyterian Church,Tullahoma,TN,35.362024,-86.209434
1574,Covenant Presbyterian Church,Oak Ridge,TN,36.010356,-84.269645
1575,Covenant Presbyterian Church,Chattanooga,TN,35.045722,-85.309488
1576,Covenant Presbyterian Church at Jackson,Jackson,TN,35.614445,-88.817742
1577,Crossroads of the Nations,Brentwood,TN,36.032569,-86.782524
1578,East Ridge Presbyterian Church,Chattanooga,TN,35.045722,-85.309488
1579,Ebenezer Presbyterian Church,Knoxville,TN,35.960395,-83.921026
1580,Edgemont Presbyterian Church,Bristol,TN,36.594503,-82.188521
1581,Evergreen Presbyterian Church,Sevierville,TN,35.868146,-83.561835
1582,Faith Presbyterian Church,Goodlettsville,TN,36.323107,-86.71333
1583,Fellowship Presbyterian Church,Newport,TN,35.967041,-83.187658
1584,First Presbyterian Church,Chattanooga,TN,35.045722,-85.309488
1585,First Presbyterian Church,Crossville,TN,35.948957,-85.026902
1586,First Presbyterian Church at Dyersburg,Dyersburg,TN,36.034639,-89.38575
1587,Flatrock Community Church,Nashville,TN,36.162277,-86.774298
1588,Grace Community Church PCA,Memphis,TN,35.149022,-90.051629
1589,Grace Presbyterian Church,Cookeville,TN,36.162389,-85.499706
1590,Grace Presbyterian Church,Jasper,TN,35.074245,-85.626079
1591,Grace Presbyterian Church,Troy,TN,36.338677,-89.163957
1592,Grace Presbyterian Church at Jackson,Jackson,TN,35.614445,-88.817742
1593,Grace+Peace Church Chattanooga,Ooltewah,TN,35.074998,-85.062197
1594,Hickory Grove Presbyterian Church,Mt. Juliet,TN,36.200055,-86.518605
1595,Hickory Withe Presbyterian Church,Hickory Withe,TN,35.243833,-89.588522
1596,Hixson Presbyterian Church,Hixson,TN,35.155014,-85.22835
1597,Independent Presbyterian Church,Memphis,TN,35.149022,-90.051629
1598,Korean Sarang Church of Knoxville,Knoxville,TN,35.960395,-83.921026
1599,Lakeway Presbyterian Church,Morristown,TN,36.213981,-83.294892
