,name,size,addr,state,link,lat,lon
6917,"Harvest Community Church, Petrolia Valley Campus",Medium,118 N Fairview Main St Petrolia,PA,http://www.usachurches.org/church/harvest-community-church-petrolia-valley-campus.htm,41.016613,-79.741946
6918,The Block Church,Medium,2619 E Indiana Ave Philadelphia,PA,http://www.usachurches.org/church/the-block-church.htm,39.982556,-75.10762
6919,Calvary Fellowship,Medium,501 E Swedesford Rd Wayne,PA,http://www.usachurches.org/church/calvary-fellowship-wayne.htm,40.076677,-75.421395
6920,Citylight Church,Medium,4101 Freeland Ave Philadelphia,PA,http://www.usachurches.org/church/citylight-church.htm,40.026194,-75.212274
6921,Zion Baptist Church of Philadelphia,Large,3600 N Broad St Philadelphia,PA,http://www.usachurches.org/church/zion-baptist-church-of-philadelphia.htm,40.00786,-75.151498
6922,Greater St. Paul United Holy Church,Small,3826-34 Haverford Ave Philadelphia,PA,http://www.usachurches.org/church/greater-st-paul-united-holy-church.htm,39.963315,-75.198351
6923,Monumental Baptist Church,Large,4948 Locust St Philadelphia,PA,http://www.usachurches.org/church/monumental-baptist-church.htm,39.95525,-75.221316
6924,First Corinthian Baptist Church,Large,5101 Pine St Philadelphia,PA,http://www.usachurches.org/church/first-corinthian-baptist-church.htm,39.953311,-75.224481
6925,Galilee Baptist Church,Medium,459 Roxborough Ave Philadelphia,PA,http://www.usachurches.org/church/galilee-baptist-church.htm,40.029015,-75.213485
6926,Liberty Church Philadelphia,Small,1218 Wallace St Philadelphia,PA,http://www.usachurches.org/church/liberty-church-philadelphia.htm,39.964734,-75.157995
6927,St. Mary's Malankara Orthodox Syrian Cathedral,Medium,1424 Orthodox St Philadelphia,PA,http://www.usachurches.org/church/st-marys-malankara-orthodox-syrian-cathedral.htm,40.01578,-75.087361
6928,Mount Airy Church of God in Christ,Mega,6401 Ogontz Ave Philadelphia,PA,http://www.usachurches.org/church/mountairychurchofgodinchrist.htm,40.052112,-75.150075
6929,Philadelphia City of Praise,Medium,1648 W Hunting Park Ave Philadelphia,PA,http://www.usachurches.org/church/philadelphia-city-of-praise.htm,40.015896,-75.153857
6930,Crossroads Fellowship Church,Medium,1404 N Hills Ave Willow Grove,PA,http://www.usachurches.org/church/the-reformed-church-of-willow-grove.htm,40.139932,-75.144353
6931,Maranatha Baptist Church,Medium,4525 Comly St Philadelphia,PA,http://www.usachurches.org/church/maranathabaptistchurchphiladelphia.htm,40.018936,-75.060442
6932,Eagle's Nest Christian Fellowship,Medium,501 W King St Philadelphia,PA,http://www.usachurches.org/church/eagles-nest-christian-fellowship.htm,40.025029,-75.177291
6933,Deliverance Evangelistic Church,Mega,2001 W Lehigh Ave Philadelphia,PA,http://www.usachurches.org/church/deliverance-evangelistic-church.htm,39.995303,-75.165026
6934,The True House of God of the State of Pennsylvania,Small,648 S 57th St Philadelphia,PA,http://www.usachurches.org/church/the-true-house-of-god-of-the-state-of-pennsylvania.htm,39.950324,-75.237152
6935,Circle of Hope,Medium,2212 S Broad St Philadelphia,PA,http://www.usachurches.org/church/circle-of-hope-philadelphia.htm,39.922812,-75.170049
6936,North Hills Christian Church,Medium,778 Thompson Run Rd Pittsburgh,PA,http://www.usachurches.org/church/north-hills-christian-church-pittsburgh.htm,40.550909,-79.99803
6937,Greater Hope Restoration Ministries,Small,1700 Bower Hill Rd Pittsburgh,PA,http://www.usachurches.org/church/greater-hope-restoration-ministries.htm,40.371791,-80.081906
6938,Antioch Baptist Church,Small,332 Elizabeth St Sewickley,PA,http://www.usachurches.org/church/antioch-baptist-church-sewickley.htm,40.543309,-80.180444
6939,Brentwood Presbyterian Church,Medium,3725 Brownsville Rd Pittsburgh,PA,http://www.usachurches.org/church/brentwood-presbyterian-church-pittsburgh.htm,40.372248,-79.97539
6940,St. John the Evangelist Baptist Church,Small,4537 Chatsworth Ave Pittsburgh,PA,http://www.usachurches.org/church/st-john-the-evangelist-baptist-church.htm,40.415023,-79.945536
6941,Pittsburgh Friends Meeting (Quakers),Medium,4836 Ellsworth Ave Pittsburgh,PA,http://www.usachurches.org/church/pittsburgh-friends-meeting-quakers.htm,40.449598,-79.945968
6942,Redeeming Grace Church,Medium,1528 Hamilton Rd Pittsburgh,PA,http://www.usachurches.org/church/redeeming-grace-church.htm,40.355235,-80.01618
6943,Upper Room Worship,Small,1462 Brookline Blvd Pittsburgh,PA,http://www.usachurches.org/church/upper-room-worship.htm,40.392397,-80.005915
6944,Forest Hills Community Bible Church,Small,3538 Greensburg Pike Pittsburgh,PA,http://www.usachurches.org/church/forest-hills-community-bible-church.htm,40.435034,-79.849928
6945,Amplify Church,Mega,9400 Saltsburg Rd Pittsburgh,PA,http://www.usachurches.org/church/amplify-church.htm,40.481461,-79.725518
6946,Cathedral of Praise Church of God,Medium,7146 Idlewild St Pittsburgh,PA,http://www.usachurches.org/church/cathedral-of-praise-church-of-god.htm,40.458162,-79.895887
6947,Mount Ararat Baptist Church,Mega,271 Paulson Ave Pittsburgh,PA,http://www.usachurches.org/church/mount-ararat-baptist-church.htm,40.462201,-79.914057
6948,Berean Fellowship Church,Medium,300 Rockfield Cir Pittsburgh,PA,http://www.usachurches.org/church/berean-fellowship-church.htm,40.370078,-80.08902
6949,Potter's House Christian Center,Small,5434 Butler St Pittsburgh,PA,http://www.usachurches.org/church/pottershousechristiancenter.htm,40.483145,-79.950733
6950,The Lord's Tabernacle,Small,130 S Whitfield St Pittsburgh,PA,http://www.usachurches.org/church/thelordstabernacle.htm,40.460794,-79.926354
6951,"North Way Christian Community, Oakland",Medium,428 N Craig St Pittsburgh,PA,http://www.usachurches.org/church/north-way-christian-community-oakland.htm,40.45486,-79.953858
6952,Greater Faith Deliverance Ministries,Small,35 S Main St Plains,PA,http://www.usachurches.org/church/greaterfaithdeliveranceministries.htm,41.274702,-75.851654
6953,Grace Gospel Chapel,Medium,5582 Easton Rd Plumsteadville,PA,http://www.usachurches.org/church/grace-gospel-chapel.htm,40.389817,-75.144082
6954,Shachah Ministries,Medium,PA-611 & Stadden Rd Pocono Township,PA,http://www.usachurches.org/church/shachah-ministries.htm,41.025017,-75.29879
6955,Saint Ann's Arabic Catholic Cathedral,Medium,912 W Market St Pottsville,PA,http://www.usachurches.org/church/saint-anns-arabic-catholic-cathedral.htm,40.682547,-76.202502
6956,East Swamp Church,Large,2405 E Swamp Rd Quakertown,PA,http://www.usachurches.org/church/east-swamp-church.htm,40.455035,-75.383511
6957,Morning Star Fellowship,Large,429 S 9th St Quakertown,PA,http://www.usachurches.org/church/morning-star-fellowship.htm,40.4321,-75.347719
6958,The Church of the Incarnation,Small,44 S 8th St Quakertown,PA,http://www.usachurches.org/church/the-church-of-the-incarnation.htm,40.440602,-75.344952
6959,Faith Covenant Church,Medium,109 S West End Blvd Quakertown,PA,http://www.usachurches.org/church/faith-covenant-church-quakertown.htm,40.440166,-75.356203
6960,The Villa Chapel,Small,1201 Museum Rd Reading,PA,http://www.usachurches.org/church/the-villa-chapel.htm,40.323824,-75.953879
6961,Cornerstone Fellowship of York,Medium,10 Dairyland Sq Red Lion,PA,http://www.usachurches.org/church/cornerstone-fellowship-of-york.htm,39.895917,-76.62466
6962,Pleasant View Church,Medium,10384 Winterstown Rd Red Lion,PA,http://www.usachurches.org/church/pleasant-view-church.htm,39.864763,-76.619707
6963,Gehman Mennonite Church,Medium,127 Witmer Rd Reinholds,PA,http://www.usachurches.org/church/gehman-mennonite-church.htm,40.248407,-76.039278
6964,Evendale Bible Church,Small,1289 Sand Valley Rd Richfield,PA,http://www.usachurches.org/church/evendale-bible-church.htm,40.671112,-77.145899
6965,Saltsburg Baptist Church,Small,2821 P A-286 Saltsburg,PA,http://www.usachurches.org/church/saltsburg-baptist-church.htm,40.487965,-79.470471
6966,New Life Christian Ministries,Medium,139 Knoch Rd Saxonburg,PA,http://www.usachurches.org/church/new-life-christian-ministries-saxonburg.htm,40.731196,-79.827821
6967,Crossroads Family Ministries,Medium,200 W Lockhart St Sayre,PA,http://www.usachurches.org/church/crossroadsfamilyministries.htm,41.982407,-76.517655
6968,Covenant United Methodist Church,Small,215 E Main St Schuylkill Haven,PA,http://www.usachurches.org/church/covenant-united-methodist-church.htm,40.631233,-76.170805
6969,Provision Of Promise Prophetic Worship Center,Medium,110 Bossardsville Rd Sciota,PA,http://www.usachurches.org/church/provision-of-promise-family-care-center.htm,40.928651,-75.312756
6970,Immanuel Lutheran Church and Preschool,Medium,238 Reese St Scranton,PA,http://www.usachurches.org/church/immanuel-lutheran-church-and-preschool.htm,41.448256,-75.646965
6971,Revival Baptist Church,Medium,2020 N Main Ave Scranton,PA,http://www.usachurches.org/church/revival-baptist-church-scranton.htm,41.43853,-75.654654
6972,City Lights Church,Medium,1924 N Main Ave Scranton,PA,http://www.usachurches.org/church/city-lights-church.htm,41.438099,-75.656448
6973,Cornerstone UPC,Small,701 N High St Selinsgrove,PA,http://www.usachurches.org/church/cornerstoneupc.htm,40.80772,-76.859011
6974,Bethel Baptist Church,Large,754 E Rockhill Rd Sellersville,PA,http://www.usachurches.org/church/bethel-baptist-church-sellersville.htm,40.403441,-75.316137
6975,Zion (Shaffer's) United Lutheran Church,Medium,4535 Shaffer Rd Seven Valleys,PA,http://www.usachurches.org/church/zion-shaffers-united-lutheran-church.htm,39.824306,-76.797042
6976,"North Way Christian Community, Sewickley Valley",Medium,1414 Beaver St Sewickley,PA,http://www.usachurches.org/church/north-way-christian-community-sewickley.htm,40.531666,-80.169203
6977,North Way Christian Community Church Sewickley Valley,Medium,200 Deer Run Rd Sewickley,PA,http://www.usachurches.org/church/northwaychristiancommunitychurchsewickleyvalley.htm,40.527804,-80.136702
6978,Love Fellowship Baptist Church,Small,414 Grant St Sewickley,PA,http://www.usachurches.org/church/love-fellowship-baptist-church.htm,40.543215,-80.185887
6979,New Heights Church of God,Small,2365 Wharrey Dr Sewickley,PA,http://www.usachurches.org/church/new-heights-church-of-god.htm,40.584131,-80.106961
6980,Grace Independent Chapel,Medium,126 Airport Rd Shamokin,PA,http://www.usachurches.org/church/grace-chapel-shamokin.htm,40.821003,-76.575338
6981,First Baptist Church of Sharpsville,Small,185 Union Ave Sharpsville,PA,http://www.usachurches.org/church/first-baptist-church-of-sharpsville.htm,41.260873,-80.470178
6982,Bloomingdale Bible Church,Medium,238 Silo Rd Shickshinny,PA,http://www.usachurches.org/church/bloomingdale-bible-church.htm,41.238477,-76.19828
6983,Grace Bible Independent Baptist Church,Medium,392 Coons Crossing Rd Shinglehouse,PA,http://www.usachurches.org/church/gracebibleindependentbaptistchurch.htm,41.982867,-78.219534
6984,Church of God of Cumberland Valley,Small,611 Shippensburg Rd Shippensburg,PA,http://www.usachurches.org/church/church-of-god-of-cumberland-valley.htm,40.110393,-77.53917
6985,"Church of God Holy Ground, Inc.",Medium,5205 Milford Rd Smithfield Township,PA,http://www.usachurches.org/church/church-of-god-holy-ground-inc.htm,41.063736,-75.065874
6986,Christ Community Church,Large,200 Ellis Pl State College,PA,http://www.usachurches.org/church/christcommunitychurchstatecollege.htm,40.842298,-77.797829
6987,Nittany Baptist Church,Medium,3939 S Atherton St State College,PA,http://www.usachurches.org/church/nittany-baptist-church.htm,40.781207,-77.801241
6988,Grace Presbyterian Church,Medium,370 Airport Rd State College,PA,http://www.usachurches.org/church/grace-presbyterian-church-state-college.htm,40.777153,-77.879943
6989,Word for the World Community Church,Medium,17 N Main St Stewartstown,PA,http://www.usachurches.org/church/wordfortheworldcommunitychurch.htm,39.754765,-76.591675
6990,Sandy Lake Wesleyan Church,Large,3096 Sandy Lake Grove City Rd Stoneboro,PA,http://www.usachurches.org/church/sandy-lake-wesleyan-church.htm,41.339253,-80.079126
6991,Central Community Church,Medium,3571 N Hermitage Rd Transfer,PA,http://www.usachurches.org/church/central-community-church.htm,41.313203,-80.412191
6992,Linconia Tabernacle Christian Center,Medium,2460 Paris Ave Trevose,PA,http://www.usachurches.org/church/linconia-tabernacle-christian-center.htm,40.126388,-74.981694
6993,Christ the King Orthodox Church,Medium,465 Main St Tullytown,PA,http://www.usachurches.org/church/christ-the-king-orthodox-church.htm,40.141547,-74.812752
6994,Chinese Alliance Church of Pittsburgh,Medium,515 Monroeville Ave Turtle Creek,PA,http://www.usachurches.org/church/chinese-alliance-church-of-pittsburgh.htm,40.408021,-79.822678
6995,Saint Peter and Paul Orthodox Church,Small,2105 Belmont Turnpike Union Dale,PA,http://www.usachurches.org/church/sspeterandpaulorthodoxchurch.htm,41.716759,-75.446154
6996,Holiness Church of the Lord Jesus Christ of the Apostles Faith,Small,531 Long Ln Upper Darby,PA,http://www.usachurches.org/church/holiness-church-of-the-lord-jesus-christ-of-the-apostles-faith.htm,39.949806,-75.261699
6997,Peters Creek United Presbyterian Church,Small,250 Brookwood Rd Venetia,PA,http://www.usachurches.org/church/peters-creek-united-presbyterian-church.htm,40.290716,-80.062645
6998,River of God Church,Small,38 Old Mercer Rd Volant,PA,http://www.usachurches.org/church/river-of-god-church.htm,41.115518,-80.185401
6999,Calvary Bible Fellowship Church of the Northern Lehigh Valley,Medium,233 Main St Walnutport,PA,http://www.usachurches.org/church/calvary-bible-fellowship-church-of-the-northern-lehigh-valley.htm,40.755133,-75.597789
7000,Word of Life Family Fellowship,Small,800 York Rd Warminster,PA,http://www.usachurches.org/church/word-of-life-world-outreach-center.htm,40.214299,-75.099099
7001,Warriors Mark United Methodist Church,Medium,1840 Centre Line Rd Warriors Mark,PA,http://www.usachurches.org/church/warriors-mark-united-methodist-church.htm,40.704528,-78.12632
7002,Christian Bible Fellowship,Medium,15 Middle Way Washington,PA,http://www.usachurches.org/church/christian-bible-fellowship.htm,40.217819,-80.188556
7003,Living Stone Community Church,Medium,265A North Ave Washington,PA,http://www.usachurches.org/church/living-stone-community-church.htm,40.177476,-80.236229
7004,Calvary Baptist Church,Medium,1701 Ridgewood Dr Washington,PA,http://www.usachurches.org/church/calvary-baptist-church.htm,40.150927,-80.277688
7005,Fountain of Life Church,Small,2101 Old National Pike Washington,PA,http://www.usachurches.org/church/fountain-of-life-church-washington.htm,40.161602,-80.285342
7006,Victory Bible Church,Small,2 Main St Weatherly,PA,http://www.usachurches.org/church/victory-bible-church.htm,40.943902,-75.821169
7007,Source Church Pittsburgh,Medium,1900 Clairton Rd West Mifflin,PA,http://www.usachurches.org/church/source-church-pittsburgh.htm,40.33395,-79.9352
7008,Harvest Bible Chapel Pittsburgh North,Medium,12330 Perry Hwy Wexford,PA,http://www.usachurches.org/church/harvest-bible-chapel-wexford.htm,40.635163,-80.060984
7009,North Way Christian Community,Large,12121 Perry Hwy Wexford,PA,http://www.usachurches.org/church/north-way-christian-community.htm,40.635493,-80.061454
7010,Sampson's Mills Presbyterian Church,Medium,1665 Lincoln Way White Oak,PA,http://www.usachurches.org/church/sampsonsmillspresbyterianchurch.htm,40.345875,-79.815812
7011,Wesley Chapel GSW Baptist Church,Small,317 N Washington St Wilkes- Barre,PA,http://www.usachurches.org/church/wesley-chapel-gsw-baptist-church.htm,41.249859,-75.87141
7012,Northway Community Church,Medium,1680 4 Mile Dr Williamsport,PA,http://www.usachurches.org/church/light-and-life-chapel.htm,41.262519,-76.970603
7013,Shalom Assembly of God,Small,1862 Kimball Ave Willow Grove,PA,http://www.usachurches.org/church/shalomassemblyofgod.htm,40.149367,-75.13459
7014,Woodbury Church of God,Medium,106 Main St Woodbury,PA,http://www.usachurches.org/church/woodbury-church-of-god.htm,40.228189,-78.365669
7015,Bigler Full Gospel Tabernacle,Small,246 Shiloh Rd Woodland,PA,http://www.usachurches.org/church/bigler-full-gospel-tabernacle.htm,40.98637,-78.296052
7016,Calvary Presbyterian Church,Medium,217 Fernbrook Ave Wyncote,PA,http://www.usachurches.org/church/calvary-presbyterian-church-wyncote.htm,40.089261,-75.142136
7017,The Upper Room,Medium,1401 Williams Rd York,PA,http://www.usachurches.org/church/faith-alive-community-church.htm,39.991559,-76.662026
7018,Immanuel Evangelical Free Church,Medium,1140 Witmer Rd York,PA,http://www.usachurches.org/church/immanuel-evangelical-free-church.htm,39.9687,-76.605413
7019,Exceeding Faith International Life Center,Small,25 Oak St York,PA,http://www.usachurches.org/church/exceeding-faith-international-life-center.htm,39.920139,-76.683234
7020,Church of the Redeemed of York,Medium,238 S Belvidere Ave York,PA,http://www.usachurches.org/church/church-of-the-redeemed-of-york.htm,39.954199,-76.743722
7021,St. James Evangelical Lutheran Church,Medium,49 Middle Hwy Barrington,RI,http://www.usachurches.org/church/st-james-evangelical-lutheran-church.htm,41.757036,-71.331105
7022,Carolina Free Baptist Church,Medium,504 Carolina Back Rd Charlestown,RI,http://www.usachurches.org/church/carolina-free-baptist-church.htm,41.45655,-71.66282
7023,Glad Tidings Community Church,Medium,111 Victory Hwy Chepachet,RI,http://www.usachurches.org/church/glad-tidings-community-church.htm,41.925368,-71.669742
7024,Maple Root Baptist Church,Medium,150 Harkney Hill Rd Coventry,RI,http://www.usachurches.org/church/maplerootbaptistchurch.htm,41.668705,-71.605592
7025,Rhode Island Genesis Church,Small,81 Sandy Bottom Rd Coventry,RI,http://www.usachurches.org/church/rhode-island-genesis-church.htm,41.687105,-71.56086
7026,Faith Chapel: A Church of the Lutheran Brethren,Medium,43 Scituate Ave Cranston,RI,http://www.usachurches.org/church/faith-chapel-a-church-of-the-lutheran-brethren.htm,41.779011,-71.478684
7027,Saint Patrick Catholic Church,Medium,2068 Cranston St Cranston,RI,http://www.usachurches.org/church/saint-patrick-catholic-church.htm,41.771964,-71.472056
7028,Anchor Baptist Church,Small,1788 Broad St Cranston,RI,http://www.usachurches.org/church/anchor-baptist-church-cranston.htm,41.776778,-71.399813
7029,New Hope Community Church,Medium,745 N Broadway East Providence,RI,http://www.usachurches.org/church/new-hope-community-church-north-providence.htm,41.821916,-71.36753
7030,Zion Gospel Temple,Medium,70 Leonard Ave East Providence,RI,http://www.usachurches.org/church/zion-gospel-temple.htm,41.817829,-71.367329
7031,Christ Reformed Presbyterian Church,Small,81 Warren Ave East Providence,RI,http://www.usachurches.org/church/christ-reformed-presbyterian-church.htm,41.817289,-71.381239
7032,Beacon Free Will Baptist Church,Small,100 Exeter Rd Exeter,RI,http://www.usachurches.org/church/beacon-free-will-baptist-church.htm,41.546747,-71.531239
7033,Clayville Assembly,Small,7 Plainfield Pike Foster,RI,http://www.usachurches.org/church/clayville-assembly.htm,41.776749,-71.679666
7034,LifeSong Christian Fellowship,Small,17 Terry Ln Glocester,RI,http://www.usachurches.org/church/lifesong-christian-fellowship.htm,41.903648,-71.646595
7035,Ember Church,Medium,1397 W Main Rd #4Middletown,RI,http://www.usachurches.org/church/ember-church.htm,41.537367,-71.291867
7036,Evangelical Friends Church of Newport,Large,70 Bliss Mine Rd Middletown,RI,http://www.usachurches.org/church/evangelical-friends-church-of-newport.htm,41.498429,-71.2943
7037,Community Baptist Church,Medium,50 Dr Marcus F Wheatland Blvd Newport,RI,http://www.usachurches.org/church/community-baptist-church-newport.htm,41.493393,-71.311394
7038,CrossPoint Church,Large,14 Rhode Island Ave Newport,RI,http://www.usachurches.org/church/crosspoint-church.htm,41.495855,-71.307187
7039,Lighthouse Christian Church,Medium,322 Eddie Dowling Hwy North Smithfield,RI,http://www.usachurches.org/church/lighthousechristianchurch.htm,41.975252,-71.510682
7040,Victorious Word Christian Fellowship,Small,11 George St Pawtucket,RI,http://www.usachurches.org/church/victorious-word-christian-fellowship.htm,41.874517,-71.387477
7041,"Revival Deliverance Edification Center, Rhode Island",Medium,122 Benefit St Pawtucket,RI,http://www.usachurches.org/church/revival-deliverance-edification-center-rhode-island.htm,41.892634,-71.366658
7042,Peace Dale First Church of God,Medium,209 Allen Ave Peace Dale,RI,http://www.usachurches.org/church/first-church-of-god-wakefield.htm,41.445932,-71.510424
7043,Community Church of Providence,Medium,372 Wayland Ave Providence,RI,http://www.usachurches.org/church/community-church-of-providence.htm,41.834798,-71.389339
7044,Renaissance Church,Medium,184 Broad St Providence,RI,http://www.usachurches.org/church/renaissance-church.htm,41.816853,-71.418099
7045,Christian Hill Community Church,Large,56 Tiogue Ave West Warwick,RI,http://www.usachurches.org/church/christian-hill-community-church.htm,41.68032,-71.529554
7046,Sanctuary Church,Medium,15 Hayes St Providence,RI,http://www.usachurches.org/church/sanctuary-church.htm,41.829308,-71.416658
7047,Calvary Baptist Church,Medium,747 Broad St Providence,RI,http://www.usachurches.org/church/calvary-baptist-church-ri.htm,41.803993,-71.419216
7048,Calvary Worship Center,Medium,120 Prospect St Woonsocket,RI,http://www.usachurches.org/church/calvary-worship-center.htm,42.00953,-71.516678
7049,Church of the Holy Paraclete,Small,155 Douglas Ave Providence,RI,http://www.usachurches.org/church/church-of-the-holy-paraclete.htm,41.836755,-71.421237
7050,First Baptist Church in East Providence,Small,1400 Pawtucket Ave Rumford,RI,http://www.usachurches.org/church/first-baptist-church-in-east-providence.htm,41.834515,-71.34808
7051,The King's Cathedral,Medium,1860 Westminster St Providence,RI,http://www.usachurches.org/church/the-kings-cathedral.htm,41.816437,-71.441005
7052,Mt. Hope Community Baptist Church,Large,734 Hope St Providence,RI,http://www.usachurches.org/church/mt-hope-community-baptist-church.htm,41.846656,-71.396188
7053,Greater Abundant Life Deliverance City,Medium,316 Pocasset Ave Providence,RI,http://www.usachurches.org/church/greater-abundant-life-deliverance-center.htm,41.80623,-71.457248
7054,New Covenant Church International,Medium,1290 Westminster St Providence,RI,http://www.usachurches.org/church/new-covenant-church-providence.htm,41.816702,-71.430486
7055,Holy Ground Tabernacle,Small,1040 Atwells Ave Providence,RI,http://www.usachurches.org/church/holy-ground-tabernacle.htm,41.825252,-71.4523
7056,Rockland Community Church,Small,212 Rockland Rd Scituate,RI,http://www.usachurches.org/church/rocklandcommunitychurch.htm,41.821661,-71.623844
7057,Awakening Church,Mega,1 New England Way Smithfield,RI,http://www.usachurches.org/church/new-life-worship-center-smithfield.htm,41.93007,-71.481728
7058,Freedom in Christ Church,Small,10 High St South Kingstown,RI,http://www.usachurches.org/church/freedominchristchurch.htm,41.437539,-71.502004
7059,Faith Baptist Church,Medium,765 Commonwealth Ave Warwick,RI,http://www.usachurches.org/church/faith-baptist-church-warwick.htm,41.698617,-71.47903
7060,Riverpoint Advent Christian Church,Medium,1107 Main St West Warwick,RI,http://www.usachurches.org/church/riverpoint-advent-christian-church.htm,41.708926,-71.522565
7061,Warwick Central Baptist Church,Medium,3270 Post Rd Warwick,RI,http://www.usachurches.org/church/warwick-central-baptist-church.htm,41.698955,-71.458293
7062,Riverpoint Congregational Church,Small,75 Providence St West Warwick,RI,http://www.usachurches.org/church/riverpoint-congregational-church.htm,41.71145,-71.519661
7063,Resurrection Independent Baptist Church,Small,102 New London Turnpike West Greenwich,RI,http://www.usachurches.org/church/resurrection-independent-baptist-church.htm,41.656582,-71.551385
7064,The Way Christian Church,Small,84 Cumberland St Woonsocket,RI,http://www.usachurches.org/church/the-way-christian-church.htm,42.007443,-71.502131
7065,First Baptist Church of Woonsocket,Small,55 Main St Woonsocket,RI,http://www.usachurches.org/church/first-baptist-church-of-woonsocket.htm,42.001357,-71.515579
7066,Firm Foundation Christian Church,Small,84 Cumberland St Woonsocket,RI,http://www.usachurches.org/church/firm-foundation-christian-church.htm,42.007443,-71.502131
7067,NewSpring Church,Mega,2940 Concord Rd Anderson,SC,http://www.usachurches.org/church/newspring-church-anderson.htm,34.597803,-82.622063
7068,St. George's Episcopal Church,Medium,2206 E Greenville St Anderson,SC,http://www.usachurches.org/church/st-georges-episcopal-church.htm,34.55558,-82.628904
7069,Trinity Life Church,Small,4324 Belton Hwy Ste B Anderson,SC,http://www.usachurches.org/church/trinity-life-church.htm,34.476712,-82.584504
7070,Word Of Life Full Gospel,Small,6254 U S-278 Barnwell,SC,http://www.usachurches.org/church/wordoflifefullgospel.htm,33.195576,-81.352949
7071,River's Edge Church,Small,403 S Lee St Batesburg- Leesville,SC,http://www.usachurches.org/church/rivers-edge-church-batesburg-leesville.htm,33.90648,-81.511301
7072,Praise Assembly of God,Large,800 Parris Island Gtwy Beaufort,SC,http://www.usachurches.org/church/praise-assembly-of-god.htm,32.381803,-80.730003
7073,Maye River Baptist Church,Medium,3507 Okatie Hwy Bluffton,SC,http://www.usachurches.org/church/maye-river-baptist-church.htm,32.247053,-80.976756
7074,New Kirk Presbyterian,Medium,491 Langford Rd Blythewood,SC,http://www.usachurches.org/church/new-kirk-presbyterian.htm,34.205052,-80.947803
7075,Blythewood Baptist Church,Small,101 Bass Rd Blythewood,SC,http://www.usachurches.org/church/blythewoodbaptistchurch.htm,34.230709,-80.962753
7076,A More Excellent Way Church,Medium,245 Adams Rd Blythewood,SC,http://www.usachurches.org/church/a-more-excellent-way-ministry.htm,34.20086,-80.945468
7077,VillageChurch,Large,574 Rimer Pond Rd Blythewood,SC,http://www.usachurches.org/church/villagechurch.htm,34.193963,-80.919156
7078,Blythewood Presbyterian Church,Medium,10901 Wilson Blvd Blythewood,SC,http://www.usachurches.org/church/blythewood-presbyterian-church.htm,34.208179,-80.974604
7079,Life Changers Church,Medium,8349 Valley Falls Rd Boiling Springs,SC,http://www.usachurches.org/church/life-changers-church.htm,35.018959,-81.974642
7080,Mt. Moriah Baptist Church,Medium,801 Broad St Camden,SC,http://www.usachurches.org/church/mt-moriah-baptist-church.htm,34.241829,-80.606643
7081,Saint Mark Church Of God In Christ,Small,710 Calhoun St Camden,SC,http://www.usachurches.org/church/saint-mark-church-of-god-in-christ.htm,34.238632,-80.609385
7082,Lighthouse for Christ Ministries,Medium,114 State Rd S-28-194 Camden,SC,http://www.usachurches.org/church/lighthouse-for-christ-ministries.htm,34.251612,-80.607592
7083,New Vision Sanctuary COGIC,Small,1526 Jefferson Davis Hwy Camden,SC,http://www.usachurches.org/church/new-vision-sanctuary.htm,34.254678,-80.576124
7084,Wateree Baptist Church,Small,2024 Haile St Camden,SC,http://www.usachurches.org/church/wateree-baptist-church.htm,34.256757,-80.588436
7085,Kingdom Community Church International,Small,114 Battleship Rd Camden,SC,http://www.usachurches.org/church/kingdom-community-church-international.htm,34.250686,-80.635654
7086,Nazareth Baptist Church,Small,1633 Perkins Rd Cassatt,SC,http://www.usachurches.org/church/nazareth-baptist-church.htm,34.338132,-80.505173
7087,New Covenant Church,Small,4058 Catawba River Rd Catawba,SC,http://www.usachurches.org/church/new-covenant-church.htm,34.785086,-80.920552
7088,Gantt Street Baptist Church,Large,2121 Gantt St Cayce,SC,http://www.usachurches.org/church/gantt-street-baptist-church.htm,33.954766,-81.086571
7089,St. Mark United Methodist Church,Medium,413 Geddes Ave Charleston,SC,http://www.usachurches.org/church/st-mark-united-methodist-church.htm,32.782809,-80.021441
7090,Trinity United Methodist Church,Medium,273 Meeting St Charleston,SC,http://www.usachurches.org/church/trinity-united-methodist-church-charleston.htm,32.784167,-79.932545
7091,Coastal Light Baptist Church,Small,2543 Ashley River Rd Charleston,SC,http://www.usachurches.org/church/coastal-light-baptist-church.htm,32.832415,-80.044383
7092,Ferndale Baptist Church,Medium,4870 Piedmont Ave North Charleston,SC,http://www.usachurches.org/church/ferndale-baptist-church.htm,32.881273,-80.004279
7093,Cathedral of Saint John the Baptist,Mega,120 Broad St Charleston,SC,http://www.usachurches.org/church/cathedralofsaintjohnthebaptist.htm,32.776182,-79.933995
7094,Mount Pleasant Church of Christ,Medium,2311 Old Georgetown Rd Mount Pleasant,SC,http://www.usachurches.org/church/mount-pleasant-church-of-christ.htm,32.845186,-79.81138
7095,Church of the Holy Communion,Medium,218 Ashley Ave Charleston,SC,http://www.usachurches.org/church/church-of-the-holy-communion.htm,32.788972,-79.948182
7096,Bethel Grace Church,Small,1850 Ashley Crossing Ln Charleston,SC,http://www.usachurches.org/church/bethel-grace-church.htm,32.816761,-80.037449
