lat,lon
61.58315,-149.49431
61.57593,-149.35888
61.5812,-149.39971
61.60197,-149.35815
61.59866,-149.44962
61.58954,-149.62981
61.60572,-149.41368
61.57593,-149.35888
61.58401,-149.32697
61.59516,-149.3784
61.58776,-149.47993
61.60342,-149.44879
61.58468,-149.4451
61.58523,-149.30673
61.58151,-149.43787
61.57816,-149.44209
61.61457,-149.29865
61.66023,-149.33847
31.56943,-85.25107
31.57975,-85.31619
31.55115,-85.25391
31.54469,-85.23075
31.56589,-85.24396
31.74558,-85.15632
51.71459,5.293641
31.5709,-85.25344
31.56755,-85.2471
31.59915,-85.29298
31.59915,-85.29298
31.65468,-85.17693
31.65461,-85.11559
31.65582,-85.27221
31.69488,-85.12695
31.55323,-85.18081
31.55695,-85.18742
31.56086,-85.24799
31.57071,-85.23755
31.52868,-85.29715
31.613651,-87.509414
33.59755,-86.94641
33.586805,-86.93695
33.562205,-86.968815
33.60156,-87.00598
33.598874,-86.951664
33.59339,-86.96138
33.58974,-86.94251
33.60173,-86.95329
33.59965,-86.94947
33.58901,-86.945455
33.57687,-86.93235
33.59157,-86.93736
33.60521,-86.962135
33.60521,-86.962135
33.63117,-86.97254
33.594065,-86.946295
33.59339,-86.96138
33.596535,-86.985755
33.60124,-86.95859
33.58885,-86.94848
33.58108,-86.92896
33.59418,-86.947645
33.603665,-86.956045
33.556215,-86.973205
33.60085,-86.92583
33.60162,-86.95933
33.62123,-87.05864
33.59827,-86.97726
33.615465,-87.05435
33.61379,-87.05109
34.175985,-86.900815
34.21539,-87.15695
34.19856,-87.17604
34.183035,-87.143211
43.422776,-88.374542
34.19442,-87.11569
34.20199,-87.18101
34.28781,-87.14078
34.19013,-87.12729
33.378185,-87.08674
33.38005,-87.08671
33.4933,-87.214965
33.36575,-87.135555
33.35625,-87.126135
33.369975,-87.097285
33.36629,-87.09503
33.5028,-87.22066
33.4424,-87.20859
33.36573,-87.105795
33.39416,-87.2404
33.45511,-87.3021
33.52365,-87.23183
32.83186,-87.73923
32.84746,-87.7103
33.24459,-86.82234
33.24653,-86.82743
33.2248,-86.80743
33.24441,-86.81717
33.20886,-86.76108
33.23281,-86.82585
33.22062,-86.8331
33.24776,-86.79431
33.18319,-86.82508
33.21549,-86.84853
33.23786,-86.82017
33.29756,-86.81654
33.23989,-86.81164
33.18727,-86.82469
33.251172,-86.814766
33.24169,-86.794
33.21468,-86.83543
33.21549,-86.84853
33.2151,-86.83652
33.2167,-86.83852
33.25768,-86.82472
33.18412,-86.818735
33.24033,-86.805735
33.184655,-86.8205
33.22728,-86.833655
33.243275,-86.81664
33.25912,-86.79495
33.21468,-86.83543
33.2566,-86.83571
33.20951,-86.83044
33.26373,-86.82344
33.23438,-86.76806
33.215485,-86.834625
33.22354,-86.835585
33.23164,-86.837725
33.2019,-86.8217
34.27283,-86.2194
34.24643,-86.18744
34.257225,-86.19773
34.25789,-86.11033
34.24692,-86.24067
34.24317,-86.17053
34.2642,-86.196735
34.28769,-86.23808
34.249885,-86.181435
34.28726,-86.17855
34.265835,-86.20451
34.2681,-86.20463
34.272265,-86.224815
34.253355,-86.20314
34.38234,-86.07236
34.28815,-86.22462
34.271015,-86.211799
34.22353,-86.19579
34.39379,-86.10836
34.24314,-86.20749
34.28198,-86.1281
34.27104,-86.20748
34.25764,-86.32749
34.24851,-86.31801
34.27031,-86.20118
34.25629,-86.25117
34.29189,-86.26268
34.28726,-86.17855
34.236229,-86.162365
34.305,-86.19864
34.30134,-86.20409
34.28669,-86.25023
34.26669,-86.20804
34.25734,-86.21004
34.257225,-86.19773
34.28345,-86.22211
34.344746,-86.217686
34.310245,-86.23733
34.24317,-86.17053
34.27294,-86.192215
34.253805,-86.238245
34.243564,-86.167659
34.26129,-86.20185
34.30419,-86.15277
34.301505,-86.142485
34.24555,-86.325125
34.39379,-86.10836
34.251235,-86.186995
34.26669,-86.20804
34.28288,-86.23069
34.25831,-86.22487
34.14941,-86.119545
34.35604,-86.22862
34.265195,-86.187255
34.27363,-86.21386
34.29321,-86.17269
34.27102,-86.20724
34.29835,-86.14112
34.26777,-86.20223
34.26796,-86.07686
34.28346,-86.29893
34.29041,-86.22499
34.282885,-86.22858
33.746045,-85.882885
33.72311,-85.835325
33.77184,-85.87275
33.75756,-85.89205
33.786275,-85.89568
33.75082,-85.854915
33.767705,-85.891355
33.78019,-85.89493
33.772779,-85.884983
33.772445,-85.885305
33.76915,-85.88248
33.13021,-88.15288
33.10342,-88.26721
33.13446,-88.15558
33.17439,-88.20315
33.19775,-88.21911
33.12957,-88.15991
33.12526,-88.16386
33.13057,-88.14522
33.13576,-88.15712
34.41429,-97.96431
33.12948,-88.15917
33.1248,-88.14049
33.1379,-88.14605
33.135065,-88.135965
33.346192,-86.232919
33.40725,-86.2624
33.27946,-86.212115
33.32213,-86.19751
33.36515,-86.23052
33.38196,-86.32915
33.27781,-86.23108
33.31284,-86.24083
34.025065,-86.326825
34.02801,-86.32233
34.05641,-86.21294
34.00084,-86.315225
34.086,-86.35066
34.11032,-86.38819
34.026013,-86.324455
34.11373,-86.39793
34.06355,-86.24262
34.07392,-86.15412
34.11948,-86.37829
34.13531,-86.34379
34.072165,-86.316533
34.10098,-86.41082
34.060578,-86.427209
34.06355,-86.18676
42.052666,19.488291
34.1141,-86.38638
34.10816,-86.36542
31.28896,-86.52304
31.29502,-86.49778
31.27963,-86.32568
31.36106,-86.47149
31.23436,-86.50114
31.31123,-86.45671
31.30407,-86.47073
31.31088,-86.48198
31.2427,-86.33926
31.3073,-86.40143
31.30037,-86.48074
31.30557,-86.48311
31.30391,-86.39602
31.35711,-86.37658
31.25674,-86.61343
31.25674,-86.61343
31.30213,-86.47024
31.26451,-86.56695
31.29668,-86.41168
31.32482,-86.49914
31.30421,-86.47301
31.26217,-86.35994
31.33463,-86.46805
31.31223,-86.46732
31.29162,-86.50275
31.310771,-86.492258
31.31424,-86.49521
31.30001,-86.47156
31.31123,-86.45671
31.29339,-86.50177
31.30879,-86.47145
31.30843,-86.47712
31.32549,-86.46223
31.31288,-86.49746
42.052666,19.488291
31.31652,-86.46566
31.26714,-86.47324
31.31652,-86.51975
31.33816,-86.43189
31.32002,-86.49923
36.53621,-91.51479
31.308504,-86.483203
31.31307,-86.48119
31.31119,-86.47285
31.30205,-86.48412
42.053396,19.489378
31.3778,-86.39128
34.28743,-88.71003
31.31182,-86.4815
34.9737,-87.22862
34.926465,-87.26483
34.97483,-87.228085
34.97704,-87.20157
33.6632,-85.854985
33.66357,-85.84543
33.64447,-85.78903
33.7271,-85.826715
33.638175,-85.82203
33.66786,-85.66103
33.665565,-85.857565
33.68829,-85.83667
33.659505,-85.82212
33.628395,-85.80557
33.73178,-85.81384
33.640445,-85.826865
33.65213,-85.83823
33.66471,-85.830255
33.66454,-85.836445
33.71133,-85.839
33.72553,-85.819605
33.62939,-85.80249
33.64421,-85.77791
33.65074,-85.73789
33.64464,-85.82509
33.64496,-85.918635
33.64575,-85.91132
33.65296,-85.86871
33.69415,-85.824955
33.642425,-85.77227
33.62139,-85.74943
33.70772,-85.84028
33.661995,-85.824605
33.657895,-85.84472
33.65713,-85.80745
33.66295,-85.83025
33.649735,-85.86206
33.70954,-85.848935
33.662095,-85.845277
33.74376,-85.79425
33.6475,-85.82252
33.720745,-85.83415
33.649545,-85.834485
33.64313,-85.77791
33.64342,-85.78802
33.65784,-85.825415
33.62778,-85.83345
33.63133,-85.78986
33.629971,-85.808711
33.66598,-85.83221
33.67991,-85.83338
33.7123,-85.84891
33.71776,-85.856935
33.66791,-85.66622
33.716735,-85.8751
33.70773,-85.83571
33.69167,-85.88287
33.678455,-85.845545
33.669965,-85.82944
33.663733,-85.836231
33.641075,-85.827895
33.673215,-85.833765
33.66569,-85.84119
33.66176,-85.878
33.645955,-85.82272
33.665835,-85.838215
33.66662,-85.848145
33.624575,-85.917095
33.66793,-85.83185
33.6198,-85.848385
33.649185,-85.657225
33.66032,-85.82612
33.73355,-85.79801
33.66367,-85.845772
33.71092,-85.697405
33.674125,-85.832585
33.676215,-85.830225
33.62951,-85.78619
33.62951,-85.78619
33.70551,-85.83576
33.65009,-85.830215
33.66656,-85.84055
33.66211,-85.836285
33.64735,-85.822925
33.62993,-85.787295
33.66226,-85.86521
33.67625,-85.82862
33.66694,-85.86659
33.645855,-85.87394
33.647985,-85.88315
33.6563,-85.86187
33.65101,-85.89428
33.74623,-85.68746
33.675595,-85.834375
33.712345,-85.829155
33.64678,-85.83294
33.65647,-85.81672
33.66744,-85.84563
33.68016,-85.82483
33.668595,-85.833345
33.58152,-85.76899
33.64421,-85.77791
33.67904,-85.82399
34.333235,-86.500735
34.34819,-86.43993
34.36094,-86.50073
34.362462,-86.508459
34.32316,-86.495865
34.34086,-86.50578
34.33189,-86.50919
34.318295,-86.498185
34.38227,-86.51507
34.31677,-86.452065
34.319155,-86.501305
34.361606,-86.493441
34.30115,-86.49593
34.30165,-86.49691
34.31625,-86.4658
34.30093,-86.51044
34.32925,-86.50455
34.337265,-86.49982
34.31124,-86.51532
34.36262,-86.54871
34.36303,-86.509425
34.33604,-86.52504
34.334745,-86.50637
34.33685,-86.50281
34.30781,-86.46553
34.30165,-86.49691
34.32198,-86.45639
34.307724,-86.515322
34.988045,-86.841065
34.9696,-86.83669
34.93245,-86.766385
34.96257,-86.81128
34.96155,-86.852015
34.98574,-86.843265
34.990889,-86.846524
34.95587,-86.81984
34.99162,-86.77428
31.60405,-85.70452
31.56445,-85.77298
31.60564,-85.57437
31.55683,-85.67851
31.66179,-85.65028
34.06417,-87.22471
34.128932,-87.156296
34.128932,-87.156296
34.080042,-87.212569
34.080042,-87.212569
34.080042,-87.212569
31.13136,-85.215905
31.19055,-85.26625
31.180215,-85.244515
31.19044,-85.23366
31.184895,-85.23402
31.185615,-85.20605
31.11695,-85.199525
31.18309,-85.24962
31.2481,-85.20528
31.15105,-85.27846
31.184545,-85.237795
31.17961,-85.231645
33.27481,-85.82911
33.27365,-85.83636
33.2548,-85.76828
33.20417,-85.8272
33.20235,-85.94689
33.28079,-85.79866
33.20026,-85.84699
33.320104,-85.852906
33.27427,-85.83012
33.31514,-85.91555
33.281117,-85.803495
33.25251,-85.74998
33.22895,-85.87008
33.274679,-85.851689
33.795065,-86.328365
33.83738,-86.25305
33.83738,-86.25305
33.812107,-86.114492
33.826287,-86.236311
33.84226,-86.31418
33.74351,-86.30762
33.832646,-86.247653
33.83713,-86.251365
33.84596,-86.27021
33.869635,-86.203115
33.822634,-86.186449
33.830664,-86.276549
33.86705,-86.28751
33.83226,-86.198275
33.838695,-86.254
34.80622,-87.00177
34.80322,-86.97137
34.81534,-86.98797
34.8035,-86.97466
34.80537,-86.99196
34.78918,-87.00204
34.79964,-87.16682
34.835435,-86.84123
34.80104,-86.906975
34.86769,-87.150105
34.84033,-86.94761
34.79069,-86.99675
34.79627,-86.98361
34.80227,-86.831805
34.80432,-86.96816
34.80334,-86.97386
34.8081,-87.00328
34.81458,-86.9728
34.8028,-86.972389
34.82604,-86.98637
34.79282,-86.98401
34.79173,-86.87656
34.78784,-86.9325
34.76453,-86.85491
34.80262,-87.18157
34.84209,-87.03155
34.74609,-86.87701
34.79048,-87.02229
34.82121,-86.9114
34.82111,-87.09716
34.77979,-86.91889
34.77683,-87.132185
34.74565,-87.04143
34.77603,-86.99093
34.84108,-86.87891
34.81187,-86.84974
34.77075,-87.08996
34.85047,-87.08109
34.77764,-87.14677
34.79729,-86.97913
34.849395,-86.976925
34.81237,-86.98149
34.81377,-87.08717
34.77854,-86.91723
34.80663,-86.95184
34.797605,-87.002005
34.77914,-86.84353
34.7916,-86.995505
34.8025,-86.96796
34.796015,-86.98026
34.814055,-86.97053
34.8245,-87.2971
34.78614,-86.95593
34.79056,-86.974905
34.91412,-87.2031
34.823295,-87.01654
34.79535,-86.97992
34.80424,-86.970575
34.918505,-86.857075
34.76179,-87.11849
34.769655,-86.95635
34.75923,-86.95879
31.0194,-87.49017
31.00745,-87.47192
31.03271,-87.49817
31.04868,-87.46969
31.03208,-87.48467
31.04487,-87.4838
31.03622,-87.48913
31.00992,-87.49369
31.1579,-87.52494
31.02043,-87.49431
31.00333,-87.4942
31.01928,-87.49151
31.02015,-87.49214
31.02961,-87.48668
31.03422,-87.48442
31.03238,-87.4835
31.034,-87.48382
31.10878,-87.56109
31.10878,-87.56109
31.0224,-87.48615
31.03711,-87.48009
31.03535,-87.47698
31.16104,-87.55393
31.00898,-87.47838
31.08712,-87.52037
31.04265,-87.44606
31.01749,-87.58484
31.02278,-87.48403
31.00552,-87.48433
31.11326,-87.4933
31.06823,-87.50936
31.05345,-87.47803
31.29408,-87.41786
31.1015,-87.55491
31.06263,-87.47458
31.01308,-87.48982
31.10489,-87.55947
31.02957,-87.34648
31.03058,-87.48475
31.01673,-87.49435
31.00251,-87.49083
31.02201,-87.49576
31.0377,-87.49314
31.02535,-87.44269
31.03008,-87.48639
31.03492,-87.48012
31.02754,-87.48626
31.00898,-87.47838
31.16104,-87.55393
31.02283,-87.49449
31.01105,-87.49024
31.02398,-87.41151
31.02873,-87.48734
31.01769,-87.48145
31.08455,-87.47649
31.029215,-87.489475
31.04907,-87.47607
31.12122,-87.52535
31.01553,-87.488
31.026443,-87.409008
31.09641,-87.52262
31.02206,-87.4941
34.0163,-86.07874
33.97944,-86.11699
34.018275,-86.078652
34.025765,-86.088371
34.02397,-86.08475
34.0359,-86.143515
34.02025,-86.08536
34.01734,-86.07865
34.024385,-86.084229
34.016737,-86.104289
34.12207,-86.05246
34.12207,-86.05246
33.97563,-86.171575
33.994775,-86.10109
34.01434,-86.10362
34.14928,-86.0249
34.03968,-86.14133
34.02506,-86.08833
34.10224,-86.1156
34.17554,-85.939788
34.01494,-86.10877
34.14915,-86.00231
34.10247,-86.00969
34.00049,-86.12673
34.01654,-86.104755
34.06019,-86.04541
33.9925,-86.14911
34.01972,-86.07862
34.0732,-86.034595
34.086475,-86.061775
34.09528,-86.113175
34.17543,-85.97969
34.13132,-85.98257
33.994165,-86.132095
34.02921,-86.09532
34.02937,-86.08179
34.109455,-86.036415
34.016435,-86.100226
32.59704,-85.48125
32.60071,-85.47962
32.6089,-85.48064
32.60743,-85.4802
32.58818,-85.45681
32.61184,-85.4984
32.610495,-85.48676
32.59201,-85.4842
32.60536,-85.44156
32.62601,-85.47415
32.615015,-85.472155
32.66639,-85.48993
32.60444,-85.48035
32.610875,-85.4699
32.60945,-85.46266
32.605732,-85.481395
32.607735,-85.44563
32.55762,-85.478775
32.52933,-85.52236
32.58525,-85.46499
32.54414,-85.54265
32.53363,-85.44846
32.59735,-85.48029
32.58478,-85.46834
32.58554,-85.51992
32.614708,-85.491574
33.344243,-86.438067
32.62616,-85.43742
32.63571,-85.4493
32.58924,-85.43797
32.6092,-85.49055
32.60632,-85.48079
32.62813,-85.48167
32.61389,-85.48214
32.603775,-85.45836
32.57817,-85.49706
32.54274,-85.53571
32.5877,-85.46881
32.54066,-85.5328
32.60815,-85.42619
32.41009,-85.48107
32.63308,-85.46657
32.4687,-86.70952
30.82816,-88.06782
34.28009,-86.665995
32.01293,-85.65938
42.052666,19.488291
33.59575,-87.7032
33.62253,-87.66622
33.67159,-87.67054
36.53621,-91.51479
33.9433,-88.06558
33.66043,-87.59956
33.6931,-87.55872
33.47861,-87.63245
33.54744,-87.63203
33.68811,-87.56428
33.61021,-87.51186
33.68811,-87.56428
33.69574,-87.58873
33.53786,-87.68594
33.49466,-87.62026
33.47583,-87.62991
33.410925,-86.958795
33.41124,-86.97581
33.27288,-86.991945
33.366295,-86.88202
33.3376,-86.91034
33.415285,-86.946855
33.39276,-86.96012
33.41217,-86.93977
33.46482,-87.058
33.3418,-86.925545
33.4697,-87.03901
33.46592,-87.02585
33.39898,-86.97065
33.37742,-86.989805
33.36028,-86.97535
33.25561,-86.9908
33.40796,-86.93925
33.34963,-87.0161
33.3563,-86.99336
33.39818,-86.96472
33.3786,-86.98432
33.39066,-86.9627
33.38248,-86.98498
33.35658,-86.98092
33.488005,-87.085595
33.45484,-86.99658
33.4136,-86.95729
33.54209,-87.11588
33.41011,-86.94
33.41831,-86.96107
33.30303,-86.988825
33.338415,-86.917645
33.37988,-86.9679
33.369435,-86.961485
33.4116,-86.97493
33.40685,-86.9654
33.383385,-86.981855
33.29247,-86.98205
33.403215,-86.96229
33.378895,-86.94055
33.37262,-86.974645
33.41313,-86.9581
33.412135,-86.99702
33.45644,-87.15512
33.33045,-86.99593
33.417315,-86.99881
33.4218,-86.89163
33.303265,-86.98241
33.376445,-86.954845
33.38104,-86.9645
33.360575,-86.996185
33.36324,-86.984415
33.3802,-86.95631
33.385135,-86.954995
33.37159,-86.92129
33.40483,-86.93631
33.49923,-87.15619
33.30703,-86.90504
33.35347,-86.97165
33.360575,-86.996185
33.41151,-86.95366
33.40558,-86.94028
33.40124,-86.94679
33.418235,-86.926995
33.482975,-87.078515
33.39845,-86.93996
33.37474,-86.97741
33.39899,-86.9379
33.41494,-86.960485
33.3826,-86.95874
33.36909,-86.96985
33.3231,-87.00866
33.40203,-86.95685
33.3996,-86.94937
33.324885,-86.985965
33.350045,-87.02099
33.47522,-87.059805
33.38865,-86.96968
33.41748,-86.95648
33.42411,-86.98596
33.34963,-87.0161
33.37742,-86.989805
33.402795,-86.95595
33.429385,-86.92077
33.460945,-87.022725
33.3473,-87.00012
33.38304,-86.96743
33.404195,-86.95769
33.41811,-86.977
33.403024,-86.960008
33.38072,-86.96457
33.37812,-86.95631
33.344535,-87.085115
33.41206,-86.93086
33.41004,-86.92825
33.304685,-86.99214
33.39753,-86.94486
33.40475,-86.96948
33.41824,-86.96667
33.54453,-87.12675
32.7216,-86.66483
32.729898,-86.633609
32.70719,-86.71343
32.554935,-86.754159
32.62684,-86.70082
33.55921,-86.72739
33.43364,-86.87308
33.4738,-86.80443
33.54408,-86.74302
33.55594,-86.800265
33.555475,-86.79809
33.56255,-86.81506
33.52678,-86.7718
33.5209,-86.77449
33.50546,-86.79647
33.48912,-86.88795
33.516695,-86.896025
33.58688,-86.93548
33.46326,-86.86418
33.51918,-86.81541
33.51327,-86.83298
33.489195,-86.85576
33.44906,-86.65535
33.64778,-86.64863
33.62473,-86.65579
33.4161,-86.76229
33.44679,-86.895475
33.43243,-86.81094
33.51786,-86.80481
33.62254,-86.686675
33.64159,-86.68304
33.53729,-86.835035
33.58138,-86.769925
33.54447,-86.76178
33.4925,-86.88548
33.482294,-86.890151
33.490187,-86.885599
33.39449,-86.73642
33.533757,-86.823164
33.45345,-86.897725
33.557245,-86.805367
33.50622,-86.86025
33.500255,-86.87381
33.4327,-86.72524
33.43647,-86.65751
33.518485,-86.65737
33.542465,-86.75183
33.500935,-86.850055
33.51097,-86.81492
33.55576,-86.80245
33.51314,-86.88678
33.46336,-86.7821
33.53266,-86.73178
33.42559,-86.68421
33.56962,-86.9168
33.24433,-87.59289
33.51092,-86.79156
33.55914,-86.73745
33.56194,-86.72585
33.68034,-86.59267
33.58793,-86.68328
33.44439,-86.8895
33.52324,-86.95162
33.522235,-86.95036
33.472915,-86.81101
33.54259,-86.77033
33.50996,-86.83456
33.56393,-86.7732
33.51319,-86.88279
33.52939,-86.96227
33.53849,-86.81942
33.50934,-86.87416
33.38272,-86.73428
33.46449,-86.886325
33.52395,-86.77779
33.63637,-86.788665
33.578185,-86.636885
33.55554,-86.90305
33.555025,-86.84409
33.566485,-86.79341
33.465735,-86.879315
33.50015,-86.85223
33.44167,-86.9312
33.50132,-86.86026
33.51067,-86.88953
33.40073,-86.71622
33.51913,-86.83661
33.511585,-86.828965
33.5014,-86.78607
33.56755,-86.78417
33.51833,-86.805875
33.56385,-86.88809
33.517925,-86.810795
33.61082,-86.69998
33.56622,-86.82549
33.564185,-86.891855
33.565325,-86.888475
33.56021,-86.72844
33.51424,-86.791875
33.51601,-86.82692
33.59102,-86.72801
33.42681,-86.80903
33.53027,-86.809
33.49335,-86.81168
33.575535,-86.88219
34.16828,-86.47134
34.035826,-86.588464
34.08366,-86.42833
34.050457,-86.643612
34.201292,-86.439379
34.08201,-86.59064
34.0859,-86.61937
34.20256,-86.51706
34.06292,-86.60277
34.047929,-86.560392
34.16175,-86.47508
34.09977,-86.57514
34.047945,-86.69183
34.089155,-86.619602
34.20353,-86.54485
34.211,-86.17142
