name;addr
Christ Presbyterian Church (PCA);Roselle,IL
Concord Presbyterian Church;Waterloo,IL
Cornerstone Presbyterian Church;Grayslake,IL
Covenant Fellowship Church of South Holland;South Holland,IL
Covenant Presbyterian Church;Chicago,IL
Crete Church;Crete,IL
Ethos Presbyterian Church;Chicago,IL
Exodus Presbyterian Church;Springfield,IL
Faith Community Church;West Chicago,IL
First Church (PCA);Lansing,IL
First Korean Presbyterian Church;Glenview,IL
Forreston Grove Church;Forreston,IL
Grace Church;Lansing,IL
Grace Fellowship Church;Freeport,IL
Grace Presbyterian Church;Carbondale,IL
Grace Presbyterian Church;Peoria,IL
Grace Presbyterian Church of the North Shore;Winnetka,IL
Grandcote Reformed Presbyterian Church;Coulterville,IL
Hanna City Presbyterian Church;Hanna City,IL
Highland Korean Presbyterian Church;Vernon Hills,IL
Korean Church of Chicago;Hoffman Estates,IL
Lakeview Presbyterian Church;Vernon Hills,IL
Lincoln Square Presbyterian Church;Chicago,IL
Living Hope Church, Chicago;Chicago,IL
Marissa Presbyterian Church;Marissa,IL
Missio Dei Church;Manhattan,IL
Naperville Presbyterian Church;Naperville,IL
Peace Community Church;Frankfort,IL
Petra Presbyterian Church;Mount Prospect,IL
Providence Presbyterian Church;Troy,IL
Redeemer Presbyterian;Peoria,IL
Redemption Presbyterian Church;Tinley Park,IL
Reformed Presbyterian Church of Cutler;Cutler,IL
The Redemption Church;Lisle,IL
Trinity Presbyterian Church;Hinsdale,IL
Trinity Presbyterian Church;Aledo,IL
Vineyard Presbyterian Church;Elmhurst,IL
Westminster Presbyterian Church;Elgin,IL
Westminster Presbyterian Church;Paxton,IL
Westminster Presbyterian Church;Godfrey,IL
Christ Community Church;Carmel,IN
Christ Presbyterian Church;Richmond,IN
City Hope Fellowship;Muncie,IN
Covenant Presbyterian Church;Hammond,IN
Crossroads Community Church;Fishers,IN
Eunhye Korean Presbyterian Church of Indianapolis;Indianapolis,IN
Fountain Square Presbyterian Church;Indianapolis,IN
Good Shepherd Presbyterian Church;Valparaiso,IN
Grace Church PCA;Dyer,IN
Grace Presbyterian Church;Indianapolis,IN
Heart City Church;Elkhart,IN
Hope Presbyterian Church;Bloomington,IN
Living Branch;Noblesville,IN
Living Hope Church;Terre Haute,IN
Michiana Covenant Church;Granger,IN
Midtown Church;Indianapolis,IN
New City Church;Indianapolis,IN
New Life Presbyterian Church;Yorktown,IN
Providence Church;Evansville,IN
Providence Presbyterian Church;Ft. Wayne,IN
Redeemer Presbyterian Church;Indianapolis,IN
Resurrection Presbyterian Church;West Lafayette,IN
Trinity Church of Brownsburg;Indianapolis,IN
Trinity Presbyterian Church;DeMotte,IN
Westminster Presbyterian Church;Muncie,IN
Westminster Presbyterian Church;Vincennes,IN
Evangel Presbyterian Church;Wichita,KS
Heartland Community Church;Wichita,KS
Kirk of the Plains;Andover,KS
Manhattan Presbyterian Church;Manhattan,KS
New Hope Presbyterian Church in America;Olathe,KS
Oak Hills Presbyterian Church;Shawnee,KS
Park Woods Presbyterian Church;Overland Park,KS
Redeemer Presbyterian Church;Overland Park,KS
Christ Covenant Presbyterian Church;Lexington,KY
Christ Presbyterian Church;Owensboro,KY
Community Presbyterian Church;Louisville,KY
Covenant Community Church;Richmond,KY
Covenant Presbyterian Church;Cynthiana,KY
Grace & Peace Church;Bowling Green,KY
Grace and Peace Presbyterian Church;Bellevue,KY
Grace Church Elizabethtown;Elizabethtown,KY
Grace Fellowship Middlesboro;Middlesboro,KY
Grace PCA;Danville,KY
Hope Presbyterian Church;Lexington,KY
Korea SaeHan Church of Louisville;Louisville,KY
Redeemer Presbyterian Church;Louisville,KY
Tates Creek Presbyterian Church;Lexington,KY
Trinity Church PCA;Richmond,KY
Trinity Presbyterian Church of Northern Kentucky;Ludlow,KY
Bethel Presbyterian Church;Lake Charles,LA
Christ Community Church;St. Francisville,LA
Covenant Reformed Presbyterian Church;Ruston,LA
Delhi Presbyterian Church;Delhi,LA
Faith Presbyterian Church;Clinton,LA
Grace Presbyterian Church;Metairie,LA
Grace Presbyterian Church;Baton Rouge,LA
Grace Presbyterian Church;Shreveport,LA
Ouachita Presbyterian Church Plant;Monroe,LA
Parish Church;Lafayette,LA
Plains Presbyterian Church;Zachary,LA
Redeemer Presbyterian Church;New Orleans,LA
South Baton Rouge Presbyterian Church;Baton Rouge,LA
St. Roch Community Church;New Orleans,LA
Three Rivers Presbyterian Church;Covington,LA
Westminster Presbyterian Church;Baton Rouge,LA
Bethel Presbyterian Church;Marlborough,MA
Center Grace Church;Beverly,MA
Christ the King Dorchester;Dorchester,MA
Christ the King Newton;Newton Lower Falls,MA
Christ The King Presbyterian Church;Cambridge,MA
Christ the King Presbyterian Church in Quincy;Quincy,MA
Christ the King United;Woburn,MA
Christ the Redeemer - Quincy;Quincy,MA
Citylife Chestnut Hill;Newton,MA
Citylife Presbyterian Church of Boston;Boston,MA
Covenant Church;Millers Falls,MA
First Presbyterian Church North Shore ;Ipswich,MA
Grace Presbyterian Church;Hanover,MA
Grace Presbyterian Church;Springfield,MA
Grace Presbyterian Church Worcester;Worcester,MA
Greater Springfield Korean Church;Agawam,MA
New Life Presbyterian Community Church;Framingham,MA
Parkway Presbyterian Church;Boston,MA
Penuel Presbyterian Church;Lowell,MA
Redeemer Presbyterian Church;Concord,MA
Seven Hills Presbyterian Church;Somerville,MA
West Springfield Covenant Community Church;West Springfield,MA
Abbott Memorial Presbyterian Church;Baltimore,MD
Aisquith Presbyterian Church;Parkville,MD
Broadneck Evangelical Presbyterian Church;Arnold,MD
Calvary Gospel Presbyterian Church;Towson,MD
Chapelgate Presbyterian Church;Marriottsville,MD
Christ New Community;Waldorf,MD
Christ Presbyterian Church;Germantown,MD
Christ Reformed Presbyterian Church;Laurel,MD
City Church Presbyterian;Baltimore,MD
City of Hope Church;Columbia,MD
Columbia Presbyterian Church;Columbia,MD
Cornerstone Church PCA;Manchester,MD
Cornerstone Presbyterian Church;Lexington Park,MD
Covenant of Grace Presbyterian Church;Reisterstown,MD
Covenant Presbyterian Church of Maryland;Laurel,MD
DaySpring Presbyterian Church;Glen Burnie,MD
Deep Run Church;Westminster,MD
Evangelical Presbyterian Church;Annapolis,MD
Fair Hill Church;Elkton,MD
Faith Christian Fellowship Church;Baltimore,MD
Faith Presbyterian Church;Cumberland,MD
Faith Reformed Presbyterian Church;Frederick,MD
Forest Hill Presbyterian Church;Forest Hill,MD
Gateway Community of Faith;White Hall,MD
Gloria Korean Presbyterian Church;Glen Burnie,MD
Good Hope Presbyterian Church;Fulton,MD
Grace Christian Fellowship;Hancock,MD
Grace Evangelical Presbyterian Church;Davidsonville,MD
Grace Point Presbyterian Church;Severn,MD
Grace Reformed Fellowship;Hagerstown,MD
Grace Reformed Presbyterian Church;Baltimore,MD
Great Love Mission Church;Rockville,MD
Han-Sarang Evangelical Presbyterian Church;Millersville,MD
Harris Creek Community Church;Baltimore,MD
Harvest Fellowship;Lusby,MD
Harvest Presbyterian Church;Clarksville,MD
Hope Chapel;Lutherville,MD
Hunt Valley Church;Hunt Valley,MD
Inverness Presbyterian Church;Dundalk,MD
Liberty Church, PCA;Owings Mills,MD
Living Hope Presbyterian Church;Havre de Grace,MD
Loch Raven Presbyterian Church;Parkville,MD
Mosaic Community Church;Silver Spring,MD
Mount Airy Presbyterian Church;Mount Airy,MD
New Covenant Presbyterian Church;Abingdon,MD
New Song Community Church;Baltimore,MD
Pasadena Evangelical Presbyterian Church;Pasadena,MD
Port Towns Church;Bladensburg,MD
Providence Presbyterian Church;Salisbury,MD
Redeemer Presbyterian Church;Kingsville,MD
Reformed Presbyterian Church of Bowie;Bowie,MD
River's Edge Community Church;Oella,MD
Rosebrook Presbyterian Church;Rockville,MD
Safe Harbor Presbyterian Church;Stevensville,MD
Seongdo Korean Presbyterian Church;Derwood,MD
Severn Run Evangelical Presbyterian Church;Millersville,MD
Severna Park Evangelical Presbyterian Church;Pasadena,MD
Shady Grove Presbyterian Church;Derwood,MD
Shore Harvest Presbyterian Church;Easton,MD
Timonium Presbyterian Church;Timonium,MD
Trinity Presbyterian Church;Gambrills,MD
Valley Presbyterian Church;Lutherville,MD
Wallace Presbyterian Church;College Park,MD
WCI Presbyterian Church;Cumberland,MD
Christ the Redeemer Presbyterian Church;Portland,ME
Free Grace Presbyterian Church;Lewiston,ME
Christ Church;Grand Rapids,MI
Christ Church Ann Arbor;Ann Arbor,MI
Christ the King PCA;Hastings,MI
Covenant Presbyterian Church;Holland,MI
Faith Presbyterian Church;Grandville,MI
First Presbyterian Church;Bad Axe,MI
Good Shepherd Presbyterian PCA;Kalamazoo,MI
Gracehill Church;Grand Rapids,MI
Knox Presbyterian Church;Harrison Township,MI
Korean Presbyterian Church of Ann Arbor;Ann Arbor,MI
New City Presbyterian Church;Ferndale,MI
Pathway Community Church;Brighton,MI
Redeemer Presbyterian Church;Holland,MI
Redeemer Presbyterian Church;Traverse City,MI
Redeemer Presbyterian Church Detroit;Detroit,MI
Trinity Church PCA;Hudsonville,MI
Tyrone Covenant Presbyterian Church;Fenton,MI
University Reformed Church;East Lansing,MI
Christ Church;Mankato,MN
CityLife Church;St. Paul,MN
Federal Correction Institution Sandstone;Sandstone,MN
First Presbyterian Church;Hinckley,MN
Good Shepherd Presbyterian Church;Minnetonka,MN
Grace Covenant Church;Bloomington,MN
Grace Presbyterian Church;Duluth,MN
Trinity Presbyterian Church;Rochester,MN
All Souls Church of St. Louis;St. Louis,MO
Calvary Presbyterian Church;St. Robere,MO
Chesterfield Presbyterian Church;Chesterfield,MO
Christ the King Presbyterian Church;Joplin,MO
Christ the Redeemer;Lees Summit,MO
Covenant Presbyterian Church;St. Louis,MO
Crossroads Presbyterian Fellowship;Maplewood,MO
First Korean Presbyterian Church of Springfield;Nixa,MO
First Korean Presbyterian Church of St. Louis;St. Ann,MO
Good Shepherd Presbyterian Church;St. Louis,MO
Grace & Peace Fellowship;St. Louis,MO
Grace Presbyterian Church;St. Charles,MO
Grace Presbyterian Fellowship;Farmington,MO
Heritage Presbyterian Church;Eureka,MO
Kirk of the Hills Presbyterian Church;St. Louis,MO
Korean First Presbyterian Church of Columbia;Columbia,MO
Korean Presbyterian Church of St. Louis;St. Louis,MO
Memorial Presbyterian Church;St. Louis,MO
Midtown Church;St. Louis,MO
Midtown Presbyterian Church;Columbia,MO
New City Fellowship;S. Louis,MO
New City South;St. Louis,MO
New City West End;St. Louis,MO
New Creation Presbyterian Church;Wentzville,MO
New Life Presbyterian Church;St. Louis,MO
New Port Presbyterian Church;Washington,MO
Old Orchard Church;Webster Groves,MO
Providence Reformed Presbyterian Church;St. Louis,MO
Redeemer Presbyterian Church;Columbia,MO
Redeeming Grace Fellowship;Owensville,MO
Restoration Community Church;St. Louis,MO
South City Church;St. Louis,MO
Spring Hills Presbyterian Church;Byrnes Mill,MO
Trinity Presbyterian Church;Kirkwood,MO
Trinity Presbyterian Church;Union,MO
True Community Fellowship;Kirksville,MO
Twin Oaks Presbyterian Church;Ballwin,MO
Bailey Presbyterian Church;Bailey,MS
Bay Springs Presbyterian Church;Bay Springs,MS
Bay Street Presbyterian Church;Hattiesburg,MS
Bethesda Presbyterian Church;Edwards,MS
Blackmonton Presbyterian Church;Vaiden,MS
Brandon Presbyterian Church;Brandon,MS
Calvary Presbyterian Church;Mize,MS
Carolina Presbyterian Church;Madden,MS
Carrollton Presbyterian Church;Carrollton,MS
Carthage Presbyterian Church;Carthage,MS
Christ Covenant Church;Hernando,MS
Christ Fellowship;Horn Lake,MS
Christ Presbyterian Church at Olive Branch;Olive Branch,MS
Christ Presbyterian Church at Oxford;Oxford,MS
College Hill Presbyterian Church;Oxford,MS
Collins Presbyterian Church;Collins,MS
Columbia Presbyterian Church;Columbia,MS
Covenant Presbyterian Church;Laurel,MS
Covenant Presbyterian Church at Cleveland;Cleveland,MS
Covenant Presbyterian Church at Greenville;Greenville,MS
Crosstown Fellowship Church;Cleveland,MS
DeKalb Presbyterian Church;DeKalb,MS
Edwards Presbyterian Church;Edwards,MS
Faith Presbyterian Church;Aberdeen,MS
Faith Presbyterian Church;Brookhaven,MS
First Korean Presbyterian Mission;Biloxi,MS
First Presbyterian Church;Biloxi,MS
First Presbyterian Church;Madison,MS
First Presbyterian Church;Yazoo City,MS
First Presbyterian Church;Louisville,MS
First Presbyterian Church;Gulfport,MS
First Presbyterian Church;Lexington,MS
First Presbyterian Church;Hazlehurst,MS
First Presbyterian Church;Jackson,MS
First Presbyterian Church;Taylorsville,MS
First Presbyterian Church;Crystal Springs,MS
First Presbyterian Church;Kosciusko,MS
First Presbyterian Church;Union,MS
First Presbyterian Church;Woodville,MS
First Presbyterian Church;Hattiesburg,MS
First Presbyterian Church;Belzoni,MS
First Presbyterian Church;Philadelphia,MS
First Presbyterian Church;Picayune,MS
First Presbyterian Church at Charleston;Charleston,MS
First Presbyterian Church at Clarksdale;Clarksdale,MS
First Presbyterian Church at Indianola;Indianola,MS
First Presbyterian Church at Water Valley;Water Valley,MS
First Presbyterian Church at Winona;Winona,MS
Forest Grove Presbyterian Church;Carthage,MS
Forest Presbyterian Church;Forest,MS
Geneva Presbyterian Church;Matherville,MS
Grace Presbyterian Church;Jackson,MS
Grace Presbyterian Church;Grenada,MS
Grace Presbyterian Church at Starkville;Starkville,MS
Heidelberg Presbyterian Church;Heidelberg,MS
Highlands Presbyterian Church;Ridgeland,MS
Hope Presbyterian Church;Ocean Springs,MS
Hopewell Presbyterian Church;Mount Olive,MS
Houston Presbyterian Church;Houston,MS
Itta Bena-Morgan City Presbyterian Church;Morgan City,MS
Korean American Church of Jackson;Raymond,MS
Lakeland Presbyterian Church;Flowood,MS
Lauderdale Presbyterian Church;Lauderdale,MS
Lawndale Presbyterian Church;Tupelo,MS
Leakesville Presbyterian Church;Leakesville,MS
Lebanon Presbyterian Church;Learned,MS
Macon Presbyterian Church;Macon,MS
Madison Heights Church;Madison,MS
Magee Presbyterian Church;Magee,MS
Main Street Presbyterian Church;Columbus,MS
Maple Drive Presbyterian Church;Pontotoc,MS
Marks Presbyterian Church;Marks,MS
McDonald Presbyterian Church;Collins,MS
Meadville Presbyterian Church;Meadville,MS
Moss Point Presbyterian Church;Moss Point,MS
Mount Carmel Presbyterian Church;Bailey,MS
Mount Olive Presbyterian Church;Mount Olive,MS
New Augusta Presbyterian Church;New Augusta,MS
New Covenant Presbyterian Church;Summit,MS
New Covenant Presbyterian Church;Natchez,MS
Newton Presbyterian Church;Newton,MS
Northpointe Presbyterian Church;Meridian,MS
Old Lebanon Presbyterian Church;Ackerman,MS
Oldenburg Presbyterian Church;Roxie,MS
Pear Orchard Presbyterian Church;Ridgeland,MS
Pearl Presbyterian Church;Pearl,MS
Petal Presbyterian Church;Petal,MS
Philadelphus Presbyterian Church;Waynesboro,MS
Pickens Presbyterian Church;Pickens,MS
Pine Ridge Presbyterian Church;Natchez,MS
Pinehaven Presbyterian Church;Clinton,MS
Pleasant Springs Presbyterian Church;DeKalb,MS
Prentiss Presbyterian Church;Prentiss,MS
Providence Presbyterian Church;Clinton,MS
Raymond Presbyterian Church;Raymond,MS
Redeemer Church in Saltillo;Saltillo,MS
Redeemer Church, PCA;Jackson,MS
Sardis Presbyterian Church;Sardis,MS
Scooba Presbyterian Church;Scooba,MS
Second Presbyterian Church;Yazoo City,MS
Sharon Presbyterian Church;Magee,MS
Shiloh Presbyterian Church;Pickens,MS
Shongalo Presbyterian Church;Vaiden,MS
Spout Springs Presbyterian Church;Ripley,MS
Starkville Korean Church;Starkville,MS
Tchula Presbyterian Church;Tchula,MS
Thomson Memorial Presbyterian Church;Centreville,MS
Trinity Presbyterian Church;Jackson,MS
Trinity Presbyterian Church;Corinth,MS
Union Church Presbyterian Church;Union Church,MS
United Presbyterian Church;Sandersville,MS
Waynesboro Presbyterian Church;Waynesboro,MS
Westminster Presbyterian Church;Greenwood,MS
Westminster Presbyterian Church;Vicksburg,MS
Woodland Presbyterian Church;Hattiesburg,MS
Wynndale Presbyterian Church, PCA;Byram,MS
All Souls Missoula;Missoula,MT
Church of the Cross;Whitefish,MT
Faith Covenant Presbyterian Church;Kalispell,MT
Great Plains Gathering;Billings,MT
Rocky Mountain Community Church;Billings,MT
Trinity Church PCA;Bozeman,MT
Covenant Reformed Presbyterian Church;Miramichi,NB
Douglastown Community Church;Miramichi,NB
All Nations Presbyterian Mission Church;Charlotte,NC
Andrews Presbyterian Church;Andrews,NC
Antioch Presbyterian Church;Goldsboro,NC
Arden Presbyterian Church;Arden,NC
Back Creek Presbyterian Church;Mount Ulla,NC
Calvary Presbyterian Church;Raleigh,NC
Carolina Presbyterian Church;Locust,NC
Charlotte Presbyterian Church;Charlotte,NC
Christ Central Church;Charlotte,NC
Christ Central Durham;Durham,NC
Christ Church;Clayton,NC
Christ Church at River's Edge;Belmont,NC
Christ Church Dunn;Dunn,NC
Christ Church Greensboro;Greensboro,NC
Christ Church Sanford;Sanford,NC
Christ Community Church;Chapel Hill,NC
Christ Covenant Church;Matthews,NC
Christ Our Hope Church;Wake Forest,NC
Christ Presbyterian Church;Greenville,NC
Christ the King Church;Wilmington,NC
Christ The King Presbyterian Church;Raleigh,NC
Church of the Good Shepherd;Durham,NC
Church of the Redeemer;Indian Trail,NC
Cornerstone Presbyterian Church;Brevard,NC
Covenant Grace Church;Greensboro,NC
Covenant Presbyterian Church;Hendersonville,NC
Covenant Presbyterian Church;Waynesville,NC
Covenant Reformed Presbyterian Church;Asheville,NC
Cross Covenant Chinese Church;Matthews,NC
Cross Creek Presbyterian Church;Fayetteville,NC
Cross Park Church;Charlotte,NC
CrossPoint Community Church;Boone,NC
East Charlotte Presbyterian Church;Charlotte,NC
Emmanuel Presbyterian Church;Franklin,NC
Fairview Christian Fellowship;Fairview,NC
Faith Presbyterian Church;Morganton,NC
Fellowship Presbyterian Church;Newland,NC
First Presbyterian Church;Weaverville,NC
First Presbyterian Church;Ellerbe,NC
First Presbyterian Church;Stanley,NC
Frank Presbyterian Church;Newland,NC
Friendly Hills Church PCA;Greensboro,NC
Friendship Presbyterian Church;Black Mountain,NC
Goshen Presbyterian Church;Belmont,NC
Grace & Peace Presbyterian Church;Asheville,NC
Grace Blue Ridge;Hendersonville,NC
Grace Church;Harrisburg,NC
Grace Covenant Church;Hickory,NC
Grace Foothills;Tryon,NC
Grace Highlands Presbyterian Church ;Vilas,NC
Grace Mills River;Mills River,NC
Grace Presbyterian Church;Kernersville,NC
Grace Presbyterian Church;Fuquay-Varina,NC
Grace Presbyterian Church;Waxhaw,NC
Harbor Church PCA;Mooresville,NC
Harbor Presbyterian Church;Elizabeth City,NC
Harvest Presbyterian Church;Jacksonville,NC
Harvest Presbyterian Church;Lincolnton,NC
Hazelwood Presbyterian Church;Waynesville,NC
Hope Community Church;Charlotte,NC
Hope Presbyterian Church;Winston-Salem,NC
Lake Tillery Church;Troy,NC
Lakeshore Church;Denver,NC
Malvern Hills Presbyterian Church;Asheville,NC
Meadowview Reformed Presbyterian Church;Lexington,NC
Midtown Community Church;Raleigh,NC
Missio Church;Durham,NC
Mount Carmel Presbyterian Church;Ellerbe,NC
New Hope Presbyterian Church;Clemmons,NC
New Hope Presbyterian Church;China Grove,NC
New Life Community Church;Fayetteville,NC
Norman Presbyterian Church;Norman,NC
NorthCross Church;Cornelius,NC
Northside Presbyterian Church;Burlington,NC
Pamlico Presbyterian Church;Oriental,NC
Peace Presbyterian Church;Cary,NC
Progressive Presbyterian Church;Princeton,NC
Prosperity Presbyterian Church;Charlotte,NC
Providence Presbyterian Church;Murphy,NC
Providence Presbyterian Church;Concord,NC
Reconciliation Church;Knightdale,NC
Redeemer Church;Pinehurst,NC
Redeemer Church PCA;Sylva,NC
Redeemer Presbyterian Church;Raleigh,NC
Redeemer Presbyterian Church;Winston-Salem,NC
Redeemer Yadkin Valley;Lewisville,NC
Salem Presbyterian Church;Winston-Salem,NC
Second Street Presbyterian Church;Albemarle,NC
Shearer Presbyterian Church;Mooresville,NC
South Charlotte Presbyterian Church;Charlotte,NC
Southlake Presbyterian Church;Huntersville,NC
Sovereign Grace Presbyterian Church;Charlotte,NC
StoneBridge Church Community;Charlotte,NC
Story Memorial Presbyterian Church;Marion,NC
Summer Oaks Presbyterian Church;Summerfield,NC
Trinity Church;Winston-Salem,NC
Trinity Park Church;Cary,NC
Trinity Presbyterian Church;Asheville,NC
Uptown Church, PCA;Charlotte,NC
Village Chapel Presbyterian Church;New Bern,NC
Vive Charlotte Church;Charlotte,NC
Wayside Presbyterian Church;Chocowinity,NC
West Charlotte Church;Charlotte,NC
White Oak Presbyterian Church;Fremont,NC
Whiteside Presbyterian Church;Cashiers,NC
Wilson Presbyterian Church;Wilson,NC
Yea Hyang Presbyterian Church;Cary,NC
Resurrection Church;Fargo,ND
Grace Central Church;Omaha,NE
Grace Chapel;Lincoln,NE
Grace Church PCA;Fremont,NE
Grace Covenant Church;Grand Island,NE
Harvest Community Church;Omaha,NE
New Song Church;Gretna,NE
Redeemer PCA;Lincoln,NE
Tree of Life Church;Omaha,NE
Trinity Presbyterian Church;Kearney,NE
Zion Church;Lincoln,NE
Christ Church PCA;Pembroke,NH
Christ Presbyterian Church;Nashua,NH
Church of the Redeemer of Manchester;Manchester,NH
Exeter Presbyterian Church;Exeter,NH
Faith Presbyterian Church;Lancaster,NH
Hooksett Christian Fellowship;Hooksett,NH
Ark Presbyterian Church;Fairlawn,NJ
Beloved Presbyterian;Rutherford,NJ
Calvary Presbyterian Church;Allenwood,NJ
Cherry Hill Associated Presbyterian Church;Mount Laurel,NJ
Comunidade Crista Presbiteriana;Newark,NJ
Covenant Fellowship Church;West Orange,NJ
Covenant Presbyterian Church;Cape May,NJ
Covenant Presbyterian Church;Cherry Hill,NJ
Covenant Presbyterian Church;Short Hills,NJ
Crossroads Community Church;Somerville,NJ
Ebenezer Presbyterian Church;Newark,NJ
Fairfield Presbyterian Church;Fairton,NJ
Glory Community Church;Union City,NJ
Good News Church;Princeton,NJ
Gospel Presbyterian Church;Parsippany,NJ
Grace Community Church;Bridgewater,NJ
Grace Presbyterian Church;Mount Laurel,NJ
Grace Redeemer Church;Glen Rock,NJ
Hebron Presbyterian Mission;Newark,NJ
Hope Community Church PCA;Northfield,NJ
Hope Presbyterian Church;Randolph,NJ
Hope Presbyterian Church;Lawrenceville,NJ
King's Cross Church;Robbinsville Twp,NJ
Knowlton Presbyterian Church;Columbia,NJ
Lighthouse Korean Presbyterian Church;Palisades Park,NJ
Living Hope Church;Palisades Park,NJ
Mercy Hill Presbyterian Church;Glassboro,NJ
New City Fellowship of Atlantic City;Atlantic City,NJ
New Hope Community Church;Cherry Hill,NJ
Redeemer Church of Montclair;Montclair,NJ
Redeemer Hoboken;Hoboken,NJ
Redeemer Jersey City Church;Jersey City,NJ
Redentor Presbyterian Church;South River,NJ
Bryce Avenue Presbyterian Church;White Rock,NM
Christ Church Santa Fe PCA;Santa Fe,NM
City Presbyterian Church Albuquerque;Albuquerque,NM
Coram Deo;Las Cruces,NM
Grace Covenant Church;Las Cruces,NM
High Desert Church (PCA);Albuquerque,NM
Mosaic Church;Albuquerque,NM
Providence Presbyterian Church - Farmington;Farmington,NM
University Presbyterian Church;Las Cruces,NM
Westminster Presbyterian Church;Alamogordo,NM
Bedford Presbyterian Church;Bedford,NS
Christ Church Halifax;Halifax,NS
Harbour Light Church PCA;Sydney,NS
Sovereign Grace Presbyterian Church;River Denys,NS
Grace Presbyterian Church;Reno,NV
Las Vegas Presbyterian Church;Las Vegas,NV
Spring Meadows Presbyterian Church;Las Vegas,NV
Affirmation Presbyterian Church;Katonah,NY
All Souls Community Church;Suffern,NY
Armor Bible Presbyterian Church;Orchard Park,NY
Ascension Church;Forest Hills,NY
Astoria Community Church;Astoria,NY
Barun Presbyterian Church;Flushing,NY
Christ Central Buffalo;Buffalo,NY
Christ Church;Syracuse,NY
Church of the Redeemer;Cortland,NY
City Fellowship Church;New York,NY
Comunidade Crista Presbiteriana;Mineola,NY
Covenant Church;Whitestone,NY
Covenant of Faith Church;Jericho,NY
Covenant of Grace Church;Briarwood,NY
Duanesburg Reformed Presbyterian Church;Duanesburg,NY
Emmanuel Presbyterian Church;New York,NY
Exilic Church;New York,NY
Faith Church of Westchester;White Plains,NY
First Presbyterian Church;Schenectady,NY
Gospel Center Church;Little Neck,NY
Grace Church;Rochester,NY
Grace Presbyterian Church;Water Mill,NY
Hope Church;Ballston Spa,NY
Immanuel Presbyterian Church;Floral Park,NY
King's Cross Church;Flushing,NY
Korean Presbyterian Church of Southern New York;Woodside,NY
Living Faith Community Church;Flushing,NY
New City Fellowship Beechwood;Rochester,NY
New Heart Mission Church;Hicksville,NY
New Hope Presbyterian Church;Vestal,NY
New Life Presbyterian Church;Ithaca,NY
New Life Presbyterian Church;Canton,NY
New York Kwang Yeom Presbyterian;Whitestone,NY
North Shore Community Church;Oyster Bay,NY
Presbyterian Church of Wellsville;Wellsville,NY
Redeemer East Harlem;New York,NY
Redeemer Presbyterian Church Downtown;New York,NY
Redeemer Presbyterian Church East Side;New York,NY
Redeemer Presbyterian Church West Side;New York,NY
Redeemer Reformed Presbyterian Church;Queensbury,NY
Savior Presbyterian Church;Flushing,NY
Sekwang Korean Presbyterian Church;Pleasantville,NY
Storefront Church-Mission;New York,NY
The Well - Mission Church;New York,NY
Trinity Presbyterian Church;Mt. Kisco,NY
Uptown Community Church;New York,NY
Westminster Presbyterian Church;Rock Tavern,NY
Yebon Church of New York;Flushing,NY
Christ Presbyterian Church;Kent,OH
Cornerstone Presbyterian Church;Boardman,OH
Faith Presbyterian Church;Akron,OH
Faith Presbyterian Church;Cincinnati,OH
First Evangelical Presbyterian Church;East Liverpool,OH
Grace Central Presbyterian Church;Columbus,OH
Grace Presbyterian Church of the Western Reserve;Hudson,OH
Harvest Presbyterian Church;Medina,OH
Hope Presbyterian Church;Columbus,OH
King's Cross Presbyterian Church;Waynesville,OH
Korean Central Presbyterian Church of Cincinnati;Cincinnati,OH
Living Hope PCA;Fairfield Twp,OH
New City Presbyterian Church;Hilliard,OH
New City Presbyterian Church;Cincinnati,OH
North Cincinnati Community Church;Cincinnati,OH
Northwest Presbyterian Church;Dublin,OH
Redeemer Church;Mason,OH
Redeemer Church PCA;Hudson,OH
Resurrection Presbyterian Church;Strongsville,OH
South Dayton Presbyterian Church;Dayton,OH
St. John Church;Cincinnati,OH
Story Church, Mayfield;Mayfield Heights,OH
Story Presbyterian Church;Westerville,OH
The Granville Chapel;Granville,OH
The Heights Presbyterian Church;Cleveland,OH
Trinity Church PCA;North Canton,OH
Veto Presbyterian Church;Vincent,OH
Walnut Creek Presbyterian Church;Gahanna,OH
Zion Reformed Church;Winesburg,OH
Christ Presbyterian Church;Tulsa,OK
Christ Presbyterian Church of Claremore;Claremore,OK
Christ the King Presbyterian Church;Norman,OK
City Presbyterian Church;Oklahoma City,OK
First Reformed Presbyterian Church;Minco,OK
Grace & Peace Presbyterian Church;Tulsa,OK
Grace Presbyterian Church;Stillwater,OK
Heritage Presbyterian Church;Edmond,OK
Hope Presbyterian Church;Bartlesville,OK
King's Cross Church;Edmond,OK
Na Nu Rie Presbyterian Church of Lawton;Lawton,OK
New City Fellowship;Tulsa,OK
Redeemer Presbyterian Church;Edmond,OK
RiverOaks Presbyterian Church;Tulsa,OK
Shawnee Presbyterian Church;Shawnee,OK
Three Rivers Church (PCA);Grove,OK
Trinity Presbyterian Church;Owasso,OK
Christ Church Toronto;Toronto,ON
Grace Toronto Church;Toronto,ON
Grace Toronto Japanese Mission;Toronto,ON
Grace Valley Church;Dundas,ON
KW Redeemer;Kitchener,ON
New City Church;Hamilton,ON
New City Church Newmarket;Newmarket,ON
Providence Community Church;St. Catharines,ON
Resurrection Church;Ottawa,ON
