name,addr,city,state,lat,lon
Grace Baptist Church,Delaware,OH,43015,40.298672,-83.067965
Grace Baptist Church,Dillon,MT,59725,45.216416,-112.637844
Grace Baptist Church,,MI,49734,45.027513,-84.674752
Grace Baptist Church,Greensburg,PA,15601,40.301458,-79.538929
Grace Baptist Church,Harrisonville,MO,64701,38.655124,-94.347107
Grace Baptist Church,Lockport,IL,60441,41.589475,-88.057837
Grace Baptist Church,Madison,WI,53716,43.068961,-89.311899
Unionville Baptist Church,Unionville,IA,52594,40.818349,-92.695471
Grace Baptist Church,Marion,IA,52302,42.034166,-91.597677
Grace Baptist Church,Marrero,LA,70072,29.899372,-90.100351
Grace Baptist Church,Neodesha,KS,66757,37.418393,-95.680258
Grace Baptist Church,New Buffalo,MI,49117,41.78859,-86.756698
Grace Baptist Church,Pekin,IL,61554,40.568985,-89.650105
Grace Baptist Church,Philadelphia,PA,19137,39.999493,-75.072316
Grace Baptist Church,Phillipsburg,OH,45354,39.904498,-84.401615
Grace Baptist Church,,IL,62363,39.607825,-90.805129
Grace Baptist Church,Quincy,IL,62301,39.935602,-91.409873
Grace Baptist Church,Raleigh,IL,62977,37.826992,-88.531996
Grace Baptist Church,Red Oak,IA,51566,41.009519,-95.228247
Grace Baptist Church,Slaughter,LA,70777,30.717406,-91.141496
Grace Baptist Church,Sulphur,LA,70665,30.20061,-93.370641
Grace Baptist Church,Scottsdale,AZ,85257,33.46682,-111.917612
Grace Baptist Church,Urbana,OH,43078,40.108391,-83.75243
Grace Baptist Church,Waycross,GA,31501,31.213551,-82.354018
Grace Baptist Church,,PA,17268,39.755783,-77.577651
Grace Baptist Church,Winterset,IA,50273,41.334763,-94.013569
Grace Baptist Temple,Chesapeake,VA,23320,36.762884,-76.233089
Grace Bible Baptist Church,Corinth,MS,38835,34.933885,-88.516036
Grace Independent Baptist Church,Ocean Springs,MS,39564,30.41129,-88.827917
Grace of Calvary Baptist Church,Erie,PA,16509,42.083553,-80.085636
Grand View Baptist Church,Beavercreek,OR,97004,45.287837,-122.53571
Grandview Park Baptist Church,Des Moines,IA,50317,41.614141,-93.553756
Greater Cumberland Baptist Church,Hopkinsville,KY,42240,36.865765,-87.488953
Greater Point Baptist Church,Stevens Point,WI,54481,44.522922,-89.574111
Greater Waco Baptist Church,Waco,TX,76705,31.61567,-97.097448
Greensboro Baptist Church,Greensboro,NC,27407,36.042456,-79.871126
Greenville Baptist Temple,Greenville,OH,45331,40.102391,-84.633299
Greenwood Bible Baptist Church,Greenwood,IN,46143,39.599582,-86.10879
Griffith Baptist Church,Griffith,IN,46319,41.534507,-87.425531
Gulf Coast Baptist Church,Cape Coral,FL,33990,26.630255,-81.949081
Hannahstown Road Baptist Church,Cabot,PA,16023,40.764787,-79.76644
Harbor Baptist Church,Charlotte,NC,28213,35.285239,-80.751863
Harbor Baptist Church,Hainesport,NJ,08036,39.983723,-74.827108
Harborcreek Baptist Church,Erie,PA,16510,42.127738,-80.014631
Harmony Baptist Church,Waterford,PA,16441,41.942481,-79.984206
Hartford Independent Baptist Church,Spencerville,OH,45887,40.708938,-84.353564
Harvest Baptist Church,Cincinnati,OH,45238,39.115471,-84.605338
Harvest Baptist Church,Fort Dodge,IA,50501,42.497469,-94.168016
Harvest Baptist Church,Grass Lake,MI,49240,42.250869,-84.213008
Harvest Baptist Church,Greenville,PA,16125,41.404499,-80.391179
Open Door Baptist Church,Summit,MS,39666,31.283787,-90.468432
Harvest Baptist Church,Lugoff,SC,29078,34.227371,-80.689249
Harvest Baptist Church,Manhattan,KS,66502,39.183608,-96.571669
Faith Baptist Church,Fredericksburg,VA,22407,38.267486,-77.550865
Harvest Baptist Church,New Hartford,CT,06057,41.882319,-72.977049
Harvest Baptist Church,Savannah,MO,64485,39.941368,-94.829946
Harvest Baptist Church,Stockton,IL,61085,42.349736,-90.006792
Harvest Baptist Tabernacle,Jonesboro,GA,30236,33.521501,-84.353813
Harvest Baptist Temple,Mackinaw,IL,61755,40.536847,-89.357573
Harvest Time Bible Church,Rock Falls,IL,61071,41.779753,-89.688997
Haven of Rest Baptist Church,,CT,16074,46.647983,-60.977122
Hazelgreen Baptist Church,Alsip,IL,60803,41.668922,-87.738662
Heartland Baptist Church,Ames,IA,50010,42.026757,-93.617045
Heartland Baptist Church,Antioch,IL,60002,42.476713,-88.095069
Heritage Baptist Church,Auburn Hills,MI,48326,42.687532,-83.234103
Heritage Baptist Church,Canal Winchester,OH,43110,39.842822,-82.805646
Heritage Baptist Church,Corpus Christi,TX,78413,27.688004,-97.399666
Heritage Baptist Church,Defiance,OH,43512,41.284493,-84.35578
Heritage Baptist Church,Flemington,NJ,08822,40.513095,-74.859133
Heritage Baptist Church,Florissant,MO,63033,38.792605,-90.291963
Heritage Baptist Church,Great Falls,MT,59405,47.497961,-111.265394
Heritage Baptist Church,Jeannette,PA,15644,40.328125,-79.61532
Heritage Baptist Church,Lawrence,KS,66049,38.970278,-95.283738
Heritage Baptist Church,Livingston,MT,59047,45.662436,-110.56104
Heritage Baptist Church,Mogadore,OH,44260,41.050775,-81.393946
Heritage Baptist Church,Norwood,MA,02062,42.194543,-71.199498
Heritage Baptist Church,Ocala,FL,34470,29.196786,-82.09699
Heritage Baptist Church,Palmyra,NY,14522,43.062375,-77.234725
Heritage Baptist Church,Pueblo,CO,81008,38.311266,-104.634207
Heritage Baptist Church,Roscoe,IL,61073,42.413351,-89.009274
Heritage Baptist Church,Skandia,MI,49885,46.377441,-87.241532
Heritage Baptist Church,Wallingford,CT,06492,41.457042,-72.823155
Heron Baptist Church,Heron,MT,59844,48.057699,-115.957288
High Street Baptist Church,Columbus,OH,43235,40.103303,-83.063237
High Plains Baptist Church,Clovis,NM,88101,34.405472,-103.205071
Hillcrest Baptist Church,Clermont,GA,30527,34.477875,-83.773515
Hillside Baptist Church,Hixson,TN,37343,35.155014,-85.22835
Hilltop Baptist Church,Hunker,PA,15639,40.204698,-79.615824
Hilltop Baptist Church,Johnstown,PA,15905,40.303601,-78.935138
Hillview Baptist Church,Dickson,TN,37055,36.076653,-87.38701
Holly Hills Baptist Church,Calvert City,KY,42029,37.03339,-88.350036
Open Door Baptist Church,Mesquite,TX,75149,32.76661,-96.599472
Hope Baptist Church,Minneapolis,MN,55417,44.90623,-93.238775
Hope Baptist Church,Toledo,OH,43615,41.643457,-83.67366
Hope Bible Baptist Church,Maple Rapids,MI,48853,43.104755,-84.691941
Hopewell Baptist Church,Napa,CA,94558,38.311815,-122.304938
Horace Baptist Church,Chrisman,IL,61924,39.803647,-87.673635
Hot Springs Baptist Temple,Hot Springs,AR,71901,34.496895,-93.042329
Iglesia Bautista El Faro,Pasadena,TX,77503,29.69473,-95.163301
Iglesia Bautista Esperanza,Lafayette,IN,47904,40.416702,-86.875287
Immanuel Baptist Church,Jacksonville,FL,32222,30.218455,-81.810304
Immanuel Baptist Church,Menomonie,WI,54751,44.875518,-91.919342
Immanuel Baptist Church,New Castle,IN,47362,39.928935,-85.370248
Independent Baptist Church,Bolingbrook,IL,60440,41.70033,-88.071771
Independent Baptist Church,,IN,47862,39.792816,-87.37085
Independent Baptist Church,Pleasantville,PA,16341,41.592283,-79.579494
Independent Bible Baptist Church,Paris,IL,61944,39.611146,-87.696137
Itasca Baptist Church,Itasca,IL,60143,41.975172,-88.006751
Jericho Baptist Church,Gillette,WY,82717,44.291089,-105.50165
Jordan Baptist Church,Burbank,IL,60459,41.741406,-87.768608
Joy Baptist Church,Fort Madison,IA,52627,40.62994,-91.315191
Kegley Baptist Church,Kegley,WV,24731,37.432619,-81.138079
Keweenaw Baptist Church,,MI,49913,47.246592,-88.454006
Kingsway Baptist Church,Ringgold,LA,71068,32.32849,-93.279892
Knobs Baptist Church,Rd  Tower Hill,IL,62571,39.387818,-88.960632
LaFayette Bible Baptist Church,Pacific,MO,63069,38.481809,-90.741587
Lake Road Baptist Church,Clio,MI,48420,43.177422,-83.73469
Lakeland Street Baptist Church,Fort Worth,TX,76111,32.783505,-97.300711
Faith Lakeside Community Church,McMurray,PA,15317,40.26257,-80.18728
Lakeview Baptist Church,Lakeview,MI,48850,43.442302,-85.27913
Lakeview Baptist Church,Tupelo,MS,38801,34.246494,-88.737314
Bethel Baptist Church,Walls,MS,38680,34.957873,-90.151761
LaMarsh Baptist Church,Mapleton,IL,61547,40.64,-89.74
Lancaster Baptist Church,Lancaster,CA,93535,34.687337,-118.101182
Landmark Baptist Church,Cass Lake,MN,56633,47.379398,-94.60415
Landmark Baptist Church,Haines City,FL,33844,28.106732,-81.628742
Landmark Baptist Church,Logansport,IN,46947,40.754501,-86.356736
Landmark Baptist Church,Parkersburg,WV,26101,39.269957,-81.550692
Hope Baptist Church,,MI,48625,44.019219,-84.799787
Landmark Baptist Church,Rolla,MO,65401,37.950932,-91.770808
Landmark Baptist Church,Waynesburg,PA,15370,39.896464,-80.17923
Landmark Baptist Church,,,40391,-6.811103,107.617124
Landmark Baptist Temple,Seffner,FL,33584,27.983633,-82.275647
Laurel Mountain Baptist Church,Gibbon Glade,PA,15440,39.733045,-79.59308
Lava Avenue Baptist Church,Wheeling,WV,26003,40.063962,-80.720915
Lavon Drive Baptist Church,Garland,TX,75040,32.958952,-96.646471
Lee's Summit Baptist Temple,Lees Summit,MO,64081,38.908119,-94.401097
Lewis Avenue Baptist Church,Temperance,MI,48182,41.779339,-83.568831
Liberty Baptist Church,,OH,45311,39.628942,-84.648563
Liberty Baptist Church,Charlotte,NC,28214,35.288649,-80.953437
Liberty Baptist Church,Liberty,IN,47353,39.635605,-84.931071
Liberty Baptist Church,Fircrest,WA,98466,47.229386,-122.535575
Liberty Baptist Church,Fremont,NE,68025,41.433836,-96.496045
Smoky Valley Baptist Church,Lindsborg,KS,67456,38.573618,-97.674484
Liberty Baptist Church,Miamisburg,OH,45342,39.642836,-84.286608
Liberty Baptist Church,Pine Bluff,AR,71603,34.206189,-92.040617
Liberty Baptist Church,Rochester,IN,46975,41.064885,-86.215996
Iglesia Bautista Monte De Sion,San Antonio,TX,78227,29.408606,-98.642614
Liberty Baptist Church,San Antonio,TX,78227,29.408606,-98.642614
Liberty Missionary Baptist Church,Shreveport,LA,71118,32.398316,-93.80397
Library Baptist Church,Finleyville,PA,15332,40.252292,-80.002829
Lifeline Baptist Church,Haverhill,MA,01830,42.777783,-71.076772
Lighthouse Baptist Church,Algonac,MI,48001,42.618368,-82.531018
Heartland Baptist Church,Saint Elmo,IL,62458,39.027266,-88.848114
Lighthouse Baptist Church,Alton,IL,62002,38.890858,-90.184309
Lighthouse Baptist Church,Anderson,IN,46012,40.115329,-85.656194
Lighthouse Baptist Church,Ashtabula,OH,44004,41.865054,-80.789809
Lighthouse Baptist Church,,IN,46303,41.364758,-87.441147
Lighthouse Baptist Church,Elgin,IL,60123,42.034411,-88.306384
Lighthouse Baptist Church,Grand Prairie,TX,75050,32.745965,-96.997785
Lighthouse Baptist Church,Holland,MI,49423,42.787602,-86.109083
Lighthouse Baptist Church,Salle,IL,61301,41.333368,-89.09175
Lighthouse Baptist Church,Lafayette,IN,47909,40.378811,-86.879375
Lighthouse Baptist Church,,PA,18235,40.833991,-75.713557
Lighthouse Baptist Church,Lemon Grove,CA,91945,32.742552,-117.031417
Lighthouse Baptist Church,,NE,68958,40.477363,-99.507096
Lighthouse Baptist Church,Marion,IN,46952,40.558374,-85.659144
Lighthouse Baptist Church,Newark,NY,14513,43.04673,-77.095252
Lighthouse Baptist Church,Hickory,NC,28601,35.733331,-81.344292
Lighthouse Baptist Church,Norwalk,CT,06851,41.117597,-73.407897
Lighthouse Baptist Church,Plainwell,MI,49080,42.440036,-85.648904
Lighthouse Baptist Church,Racine,WI,53402,42.762688,-87.791894
Lighthouse Baptist Church,Rock Island,IL,61201,41.509477,-90.578748
Lighthouse Baptist Church,San Marcos,TX,78666,29.882644,-97.940583
Lighthouse Baptist Church,Sioux City,IA,51103,42.50469,-96.427456
Lighthouse Baptist Church,Slidell,LA,70460,30.304627,-89.818382
Lighthouse Baptist Church,Stanwood,IA,52337,41.892728,-91.150324
Lighthouse Baptist Church,Waterloo,IA,50703,42.497969,-92.332964
Lighthouse Baptist Church,Wylie,TX,75098,33.01512,-96.538879
Lighthouse Baptist Church,Zion,IL,60099,42.435854,-87.823653
Lighthouse Bible Baptist Church,Cape Girardeau,MO,63703,37.303493,-89.523036
Lignthouse Baptist Church,Missoula,MT,59803,46.825258,-114.032501
Lincoln Land Baptist Church,Springfield,IL,62708,39.794677,-89.624916
Lincoln Trail Baptist Church,Elizabethtown,KY,42701,37.693952,-85.859129
Living Hope Church,Winchester,WI,54557,46.247171,-89.729323
Lockhart Road Baptist Church,Denham Springs,LA,70726,30.486856,-90.956213
Longview Baptist Temple,Longview,TX,75604,32.522111,-94.793713
Loomis Park Baptist Church,Jackson,MI,49201,42.246504,-84.401696
Madison Baptist Church,Madison,WI,53704,43.111503,-89.345211
Main Cross Baptist Church,Charlestown,IN,47111,38.45312,-85.670241
Malone Baptist Church,Gadsden,AL,35904,34.02372,-86.041274
Manitou Baptist Church,Manitou Beach,MI,49253,41.969768,-84.308279
Mansfield Baptist Temple,Mansfield,OH,44905,40.786832,-82.497241
Manton Baptist Church,,MI,49663,44.41084,-85.398944
Maple Grove Baptist Church,Lansing,MI,48911,42.681452,-84.579511
Maranatha Baptist Church,Columbus,GA,31904,32.5128,-84.97431
Maranatha Baptist Church,Covington,IN,47932,40.141705,-87.394736
Maranatha Baptist Church,Holbrook,PA,15341,39.855355,-80.31368
Maranatha Baptist Church,Newburgh,IN,47630,37.945682,-87.404657
Maranatha Baptist Church,,KY,42262,36.665047,-87.442788
Maranatha Baptist Church,Philadelphia,PA,19135,40.027212,-75.050271
Maranatha Baptist Church,Pine Bluff,AR,71602,34.252056,-92.074805
Maranatha Baptist Church,Rantoul,IL,61866,40.308367,-88.155879
Maranatha Baptist Church,Saint Robert,MO,65584,37.814074,-92.137508
Maranatha Baptist Church,Yorktown,VA,23693,37.103415,-76.427747
Maranatha Bible Baptist Church,Pittsburgh,PA,15221,40.439206,-79.874876
Marion Avenue Baptist Church,Washington,IA,52353,41.299085,-91.692366
Marion Independent Baptist Church,Marion,IL,62959,37.730605,-88.933126
Mark Baptist Church,Bloomfield,IA,52537,40.751688,-92.414907
Marshall Drive Baptist Church,Omaha,NE,68137,41.200439,-96.122921
Massillon Baptist Temple,Massillon,OH,44647,40.792693,-81.54099
Master's Ranch Boys' Home,,MO,65690,36.606171,-91.383192
Mayfield  Bible Baptist Church,Beaver Falls,PA,15010,40.75201,-80.31923
Mazon Baptist Church,Mazon,IL,60444,41.241422,-88.41951
McDonough Baptist Tabernacle,McDonough,GA,30252,33.438508,-84.119831
Meadowood Baptist Church,Madison,WI,53719,43.030086,-89.517844
Mendon Baptist Church,Ruffs Dale,PA,15679,40.172013,-79.607497
Meramec Valley Baptist Church,Sullivan,MO,63080,38.207868,-91.160072
Mesa Baptist Church,Rio Rancho,NM,87124,35.269381,-106.632819
Messiah Baptist Church,Addison,IL,60101,41.931696,-87.988956
Metro Baptist Church,Belleville,MI,48112,42.204753,-83.48529
Middle Tennessee Baptist Church,Murfreesboro,TN,37129,35.885608,-86.414707
Middletown Road Baptist Church,Pittsburgh,PA,15205,40.438981,-80.063677
Midland Baptist Church,Midland,MI,48640,43.615583,-84.247212
Midlands Bible Baptist Church,Bellevue,NE,68005,41.143455,-95.912469
Midway Baptist Church,Unionville,MO,63565,40.476961,-93.003262
Midwest Bible Baptist Church,Rochester,MN,55901,44.055757,-92.49418
Midwestern Baptist Church,Omaha,NE,68114,41.266859,-96.054904
Mikado Baptist Church,Macon,GA,31216,32.755408,-83.713217
Milford Bible Baptist Church,Milford,MA,01757,42.141335,-71.519202
Millville Baptist Church,,,70454,30.438804,-90.441476
Mio Baptist Church,Mio,MI,48647,44.652236,-84.129728
Moorhead Baptist Church,,MN,56560,46.873908,-96.753867
Mount Calvary Baptist Church,Farmington,PA,15437,39.806829,-79.566042
Mount Vernon Baptist Temple,Howard,OH,43028,40.408822,-82.326825
Mountain Lake Independent Baptist Church,Oakland,MD,21550,39.40991,-79.406266
Mountain Springs Fellowship Baptist Church,Albuquerque,NM,87112,35.100476,-106.518856
Mountain Valley Baptist Church,Challis,ID,83226,44.505132,-114.23137
Mount Zion Baptist Church,Denver,PA,17517,40.233148,-76.137168
Mt. Hebron Baptist Church,McAllen,TX,78502,26.214887,-98.211283
Mount Pisgah Baptist Church,,AL,20255,49.906993,19.102908
Mount Zion Baptist Church,Prospect,PA,16052,40.904508,-80.046447
Mount Zion Baptist Church,Saint Clair,MO,63077,38.345329,-90.980974
Munising Baptist Church,Wetmore,MI,49895,46.373917,-86.630951
New Beginning Baptist Church,Waterford,MI,48329,42.670639,-83.389624
New Covenant Baptist Church,Forest Park,GA,30297,33.622054,-84.369092
New Eden Baptist Church,Chicago,IL,60621,41.772077,-87.642213
New Hebron Baptist Church,Robinson,IL,62454,39.00532,-87.739194
New Heights Baptist Church,Fort Wayne,IN,46818,41.164922,-85.185879
New Hope Baptist Church,Akron,OH,44320,41.084197,-81.558552
New Hope Baptist Church,Corpus Christi,TX,78412,27.70664,-97.359163
New Hope Baptist Church,Independence,MO,64058,39.133332,-94.354842
New Hope Baptist Church,Kennan,WI,54537,45.531356,-90.587091
New Hope Baptist Church,Shakopee,MN,55379,44.798019,-93.526899
New Hope Missionary Baptist Church,Summit,IL,60501,41.782142,-87.807929
New Life Baptist Church,Plain City,OH,43064,40.107882,-83.266968
New Life Bible Baptist Church,,MI,48198,42.242347,-83.584411
New Testament Baptist Church,Benton,KY,42025,36.857278,-88.350315
New Testament Baptist Church,Butler,PA,16001,40.861021,-79.895225
New Testament Baptist Church,Columbus,NJ,08022,40.072611,-74.720716
New Testament Baptist Church,East Hartford,CT,06108,41.782322,-72.612035
New Testament Baptist Church,West Yarmouth,MA,02673,41.650111,-70.241131
Noble Hill Baptist Church,Willard,MO,65781,37.305047,-93.428527
Noelridge Park Church,Cedar Rapids,IA,52402,42.017451,-91.652551
Norfolk Baptist Church,Norfolk,NE,68701,42.028338,-97.416996
North Liberty Baptist Church,North Liberty,IA,52317,41.748868,-91.597256
North Love Baptist Church,Rockford,IL,61114,42.307401,-89.016282
North Platte Baptist Church,Platte,NE,69101,41.123887,-100.765423
North Valley Baptist Church,Santa Clara,CA,95054,37.39809,-121.953327
North Woodlawn Baptist Church,Derby,KS,67037,37.545574,-97.268933
Northland Baptist Church,Flagstaff,AZ,86004,35.215822,-111.604639
Northland Baptist Church,Ossineke,MI,49766,44.902234,-83.442474
Northline Church,Taylor,MI,48180,42.240872,-83.269651
Northridge Baptist Church,Des Moines,IA,50313,41.630932,-93.62142
Northside Baptist Church,Nolanville,TX,76559,31.078789,-97.605569
Northstar Baptist Church,,MI,49853,46.33888,-85.687346
Northwest Baptist Church,Leavenworth,KS,66048,39.311326,-94.922759
Northwest Baptist Church,Toledo,OH,43623,41.710361,-83.637932
Norwoodville Baptist Church,Des Moines,IA,50317,41.614141,-93.553756
Oak Crest Baptist Church,Memphis,TN,38127,35.224335,-90.000984
Oak Grove Baptist Church,Kansas City,KS,66106,39.06125,-94.682963
Ogden Baptist Church,Manhattan,KS,66503,39.200107,-96.624003
Ohio Valley Baptist Church,Metropolis,IL,62960,37.151166,-88.731998
Old Fashion Baptist Church,Butte,MT,59701,46.013151,-112.536508
Old Paths Baptist Church,Dubuque,IA,52003,42.481563,-90.688056
Old Paths Baptist Church,Spring Grove,PA,17362,39.874544,-76.865808
Olive Branch Baptist Church,,,13441,59.311662,18.412007
Open Bible Baptist Church,Columbus,IN,47201,39.201441,-85.92138
Open Bible Baptist Church,Millville,NJ,08332,39.402059,-75.039337
Open Bible Baptist Church,Rensselaer,IN,47978,40.936705,-87.150856
Open Bible Baptist Church,Valdosta,GA,31605,30.902568,-83.265276
Open Bible Baptist Church,Warsaw,IN,46581,41.236512,-85.860256
